card_id	field	source	source_date	notes
npc.abyssal_guardian.2585	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199481	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.abyssal_leech.2584	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199376	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.abyssal_sire.5886	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15283163	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.abyssal_sire.5886	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15283163	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.abyssal_sire.5886	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15283163	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.abyssal_sire.5886	hazards	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15283163	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.abyssal_sire.5886	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15283163	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.abyssal_sire.5886	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15283163	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.abyssal_sire.5886	slayer_requirement	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15283163	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.abyssal_walker.2586	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199496	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_araxyte.13675	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200543	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_araxyte.13675	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200543	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_araxyte.13675	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200543	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_araxyte.13675	hazards	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200543	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_araxyte.13675	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200543	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_araxyte.13675	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200543	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_araxyte.13675	slayer_requirement	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200543	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_bloodveld.9573	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15288568	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_bloodveld.9573	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15288568	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_bloodveld.9573	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15288568	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_bloodveld.9573	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15288568	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.acidic_bloodveld.9573	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15288568	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adala.13824	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200548	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adala.13824	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200548	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adala.13824	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200548	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adala.13824	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200548	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adala.13824	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200548	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adamant_dragon.8030	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199943	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adamant_dragon.8030	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199943	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adamant_dragon.8030	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199943	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adamant_dragon.8030	hazards	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199943	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adamant_dragon.8030	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199943	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.adamant_dragon.8030	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199943	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.afflicted.1293	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199553	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_scarab.11727	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200317	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_scarab.11727	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200317	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_scarab.11727	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200317	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_scarab.11727	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200317	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_scarab.11727	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200317	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_warrior.13483	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200520	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_warrior.13483	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200520	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_warrior.13483	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200520	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_warrior.13483	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200520	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agile_warrior.13483	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200520	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agrith_na_na.4880	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199368	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agrith_na_na.4880	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199368	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agrith_na_na.4880	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199368	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agrith_na_na.4880	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199368	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agrith_na_na.4880	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199368	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.agrith_naar.911	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15240025	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ahrim_the_blighted.1672	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199256	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.air_elemental.1369	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215797	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.air_wizard.1559	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15276392	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.akkha.11789	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200303	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.akkha.11789	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200303	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.akkha.11789	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200303	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.akkha.11789	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200303	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.akkha.11789	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200303	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.akkha_s_shadow.11797	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15258628	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.akkha_s_shadow.11797	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15258628	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.akkha_s_shadow.11797	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15258628	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.akkha_s_shadow.11797	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15258628	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.albatross.15224	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15241509	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.albatross.15224	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15241509	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.albatross.15224	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15241509	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.albatross.15224	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15241509	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.albatross.15224	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15241509	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.albino_bat.1039	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199384	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alchemical_hydra.8615	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15285801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alchemical_hydra.8615	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15285801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alchemical_hydra.8615	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15285801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alchemical_hydra.8615	hazards	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15285801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alchemical_hydra.8615	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15285801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alchemical_hydra.8615	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15285801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alchemical_hydra.8615	slayer_requirement	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15285801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alexis.2623	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199950	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alomone.12093	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199483	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alomone.12093	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199483	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alomone.12093	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199483	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alomone.12093	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199483	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alomone.12093	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199483	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alrik.3676	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199971	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alrik.3676	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199971	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alrik.3676	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199971	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alrik.3676	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199971	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.alrik.3676	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199971	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ammonite_crab.7799	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ammonite_crab.7799	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ammonite_crab.7799	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ammonite_crab.7799	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ammonite_crab.7799	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215801	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.amoxliatl.13685	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15266380	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.amoxliatl.13685	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15266380	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.amoxliatl.13685	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15266380	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.amoxliatl.13685	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15266380	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.amoxliatl.13685	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15266380	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.amoxliatl.13685	slayer_requirement	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15266380	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_custodian.14520	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15282995	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_custodian.14520	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15282995	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_custodian.14520	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15282995	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_custodian.14520	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15282995	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_custodian.14520	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15282995	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_custodian.14520	slayer_requirement	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15282995	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_feral_vyre.15760	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15267859	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_feral_vyre.15760	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15267859	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_feral_vyre.15760	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15267859	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_feral_vyre.15760	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15267859	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_feral_vyre.15760	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15267859	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_guardian.10654	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200249	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_guardian.10654	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200249	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_guardian.10654	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200249	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_guardian.10654	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200249	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_guardian.10654	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200249	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wizard.7307	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15276405	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wizard.7307	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15276405	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wizard.7307	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15276405	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wizard.7307	hazards	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15276405	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wizard.7307	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15276405	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wizard.7307	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15276405	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wyvern.7795	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15274195	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wyvern.7795	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15274195	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wyvern.7795	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15274195	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wyvern.7795	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15274195	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wyvern.7795	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15274195	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_wyvern.7795	slayer_requirement	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15274195	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_zygomite.7797	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15254484	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_zygomite.7797	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15254484	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_zygomite.7797	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15254484	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_zygomite.7797	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15254484	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_zygomite.7797	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15254484	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.ancient_zygomite.7797	slayer_requirement	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15254484	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_barbarian_spirit.5563	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215803	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_barbarian_spirit.5563	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215803	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_barbarian_spirit.5563	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215803	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_barbarian_spirit.5563	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215803	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_barbarian_spirit.5563	max_hit	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15215803	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_bear.1060	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199719	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_giant_rat.1062	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199763	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_goblin.1065	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15199404	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_tortugan.15170	aggression	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200723	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_tortugan.15170	attack_speed	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200723	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_tortugan.15170	attack_styles	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200723	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
npc.angry_tortugan.15170	hitpoints	https://oldschool.runescape.wiki/w/Special:Redirect/revision/15200723	2026-08-06	OSRS Wiki Infobox Monster; fill-only sync
