source_card_id	reward_kind	rule_id	description	target_card_ids
item.snapdragon.3000	FARMING_SEED	farming.herb.snapdragon.clean	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.snapdragon_seed.5300
item.grimy_snapdragon.3051	FARMING_SEED	farming.herb.snapdragon.grimy	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.snapdragon_seed.5300
item.cadantine.265	FARMING_SEED	farming.herb.cadantine.clean	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.cadantine_seed.5301
item.grimy_cadantine.215	FARMING_SEED	farming.herb.cadantine.grimy	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.cadantine_seed.5301
item.lantadyme.2481	FARMING_SEED	farming.herb.lantadyme.clean	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.lantadyme_seed.5302
item.grimy_lantadyme.2485	FARMING_SEED	farming.herb.lantadyme.grimy	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.lantadyme_seed.5302
item.dwarf_weed.267	FARMING_SEED	farming.herb.dwarf_weed.clean	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.dwarf_weed_seed.5303
item.grimy_dwarf_weed.217	FARMING_SEED	farming.herb.dwarf_weed.grimy	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.dwarf_weed_seed.5303
item.torstol.269	FARMING_SEED	farming.herb.torstol.clean	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.torstol_seed.5304
item.grimy_torstol.219	FARMING_SEED	farming.herb.torstol.grimy	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.torstol_seed.5304
item.huasca.30097	FARMING_SEED	farming.herb.huasca.clean	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.huasca_seed.30088
item.grimy_huasca.30094	FARMING_SEED	farming.herb.huasca.grimy	Unlocks the corresponding seed for this directly farmed herb; processing ingredients and unrelated Farming outputs are excluded.	item.huasca_seed.30088
item.grimy_noxifer.20901	FARMING_SEED	farming.raid_herb.noxifer	Unlocks the corresponding seed for this directly harvested Chambers of Xeric herb.	item.noxifer_seed.20903
item.grimy_golpar.20904	FARMING_SEED	farming.raid_herb.golpar	Unlocks the corresponding seed for this directly harvested Chambers of Xeric herb.	item.golpar_seed.20906
item.grimy_buchu_leaf.20907	FARMING_SEED	farming.raid_herb.buchu	Unlocks the corresponding seed for this directly harvested Chambers of Xeric herb.	item.buchu_seed.20909
item.potato.1942	FARMING_SEED	farming.allotment.potato	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.potato_seed.5318
item.onion.1957	FARMING_SEED	farming.allotment.onion	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.onion_seed.5319
item.cabbage.1965	FARMING_SEED	farming.allotment.cabbage	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.cabbage_seed.5324
item.tomato.1982	FARMING_SEED	farming.allotment.tomato	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.tomato_seed.5322
item.sweetcorn.5986	FARMING_SEED	farming.allotment.sweetcorn	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.sweetcorn_seed.5320
item.strawberry.5504	FARMING_SEED	farming.allotment.strawberry	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.strawberry_seed.5323
item.watermelon.5982	FARMING_SEED	farming.allotment.watermelon	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.watermelon_seed.5321
item.snape_grass.231	FARMING_SEED	farming.allotment.snape_grass	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.snape_grass_seed.22879
item.marigolds.6010	FARMING_SEED	farming.flower.marigold	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.marigold_seed.5096
item.rosemary.6014	FARMING_SEED	farming.flower.rosemary	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.rosemary_seed.5097
item.nasturtiums.6012	FARMING_SEED	farming.flower.nasturtium	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.nasturtium_seed.5098
item.woad_leaf.1793	FARMING_SEED	farming.flower.woad	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.woad_seed.5099
item.limpwurt_root.225	FARMING_SEED	farming.flower.limpwurt	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.limpwurt_seed.5100
item.white_lily.22932	FARMING_SEED	farming.flower.white_lily	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.white_lily_seed.22887
item.barley.6006	FARMING_SEED	farming.hops.barley	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.barley_seed.5305
item.hammerstone_hops.5994	FARMING_SEED	farming.hops.hammerstone	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.hammerstone_seed.5307
item.asgarnian_hops.5996	FARMING_SEED	farming.hops.asgarnian	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.asgarnian_seed.5308
item.jute_fibre.5931	FARMING_SEED	farming.hops.jute	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.jute_seed.5306
item.yanillian_hops.5998	FARMING_SEED	farming.hops.yanillian	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.yanillian_seed.5309
item.krandorian_hops.6000	FARMING_SEED	farming.hops.krandorian	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.krandorian_seed.5310
item.wildblood_hops.6002	FARMING_SEED	farming.hops.wildblood	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.wildblood_seed.5311
item.flax.1779	FARMING_SEED	farming.hops.flax	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.flax_seed.31541
item.hemp.31457	FARMING_SEED	farming.hops.hemp	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.hemp_seed.31543
item.cotton_boll.31460	FARMING_SEED	farming.hops.cotton	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.cotton_seed.31545
item.redberries.1951	FARMING_SEED	farming.bush.redberry	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.redberry_seed.5101
item.cadava_berries.753	FARMING_SEED	farming.bush.cadavaberry	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.cadavaberry_seed.5102
item.dwellberries.2126	FARMING_SEED	farming.bush.dwellberry	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.dwellberry_seed.5103
item.jangerberries.247	FARMING_SEED	farming.bush.jangerberry	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.jangerberry_seed.5104
item.white_berries.239	FARMING_SEED	farming.bush.whiteberry	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.whiteberry_seed.5105
item.poison_ivy_berries.6018	FARMING_SEED	farming.bush.poison_ivy	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.poison_ivy_seed.5106
item.cooking_apple.1955	FARMING_SEED	farming.fruit.apple	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.apple_tree_seed.5283
item.banana.1963	FARMING_SEED	farming.fruit.banana	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.banana_tree_seed.5284
item.orange.2108	FARMING_SEED	farming.fruit.orange	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.orange_tree_seed.5285
item.curry_leaf.5970	FARMING_SEED	farming.fruit.curry	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.curry_tree_seed.5286
item.pineapple.2114	FARMING_SEED	farming.fruit.pineapple	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.pineapple_seed.5287
item.papaya_fruit.5972	FARMING_SEED	farming.fruit.papaya	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.papaya_tree_seed.5288
item.coconut.5974	FARMING_SEED	farming.fruit.coconut	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.palm_tree_seed.5289
item.dragonfruit.22929	FARMING_SEED	farming.fruit.dragonfruit	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.dragonfruit_tree_seed.22877
item.calquat_fruit.5980	FARMING_SEED	farming.special.calquat	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.calquat_tree_seed.5290
item.cactus_spine.6016	FARMING_SEED	farming.special.cactus	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.cactus_seed.5280
item.potato_cactus.3138	FARMING_SEED	farming.special.potato_cactus	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.potato_cactus_seed.22873
item.mushroom.6004	FARMING_SEED	farming.special.mushroom	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.mushroom_spore.5282
item.cave_nightshade.2398	FARMING_SEED	farming.special.belladonna	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.belladonna_seed.5281
item.giant_seaweed.21504	FARMING_SEED	farming.special.giant_seaweed	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.seaweed_spore.21490
item.grapes.1987	FARMING_SEED	farming.special.grapes	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.grape_seed.13657
item.celastrus_bark.22935	FARMING_SEED	farming.special.celastrus	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.celastrus_seed.22869
item.golovanova_fruit.13426	FARMING_SEED	farming.tithe.golovanova	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.golovanova_seed.13423
item.bologano_fruit.13427	FARMING_SEED	farming.tithe.bologano	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.bologano_seed.13424
item.logavano_fruit.13428	FARMING_SEED	farming.tithe.logavano	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.logavano_seed.13425
item.oak_logs.1521	FARMING_SEED	farming.tree.oak	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.acorn.5312
item.willow_logs.1519	FARMING_SEED	farming.tree.willow	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.willow_seed.5313
item.maple_logs.1517	FARMING_SEED	farming.tree.maple	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.maple_seed.5314
item.yew_logs.1515	FARMING_SEED	farming.tree.yew	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.yew_seed.5315
item.magic_logs.1513	FARMING_SEED	farming.tree.magic	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.magic_seed.5316
item.teak_logs.6333	FARMING_SEED	farming.tree.teak	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.teak_seed.21486
item.mahogany_logs.6332	FARMING_SEED	farming.tree.mahogany	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.mahogany_seed.21488
item.redwood_logs.19669	FARMING_SEED	farming.tree.redwood	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.redwood_tree_seed.22871
item.camphor_logs.32904	FARMING_SEED	farming.tree.camphor	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.camphor_seed.31547
item.ironwood_logs.32907	FARMING_SEED	farming.tree.ironwood	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.ironwood_seed.31549
item.rosewood_logs.32910	FARMING_SEED	farming.tree.rosewood	Unlocks the corresponding seed or spore for this direct primary Farming harvest; secondary by-products and unrelated patch outputs are excluded.	item.rosewood_seed.31551
item.bronze_set_lg.12960	PACKAGE_CONTENTS	package.metal.bronze.base.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.bronze_full_helm|item.bronze_platebody|item.bronze_platelegs|item.bronze_kiteshield
item.bronze_trimmed_set_lg.12964	PACKAGE_CONTENTS	package.metal.bronze.trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.bronze_full_helm|item.bronze_platebody|item.bronze_platelegs|item.bronze_kiteshield
item.bronze_gold_trimmed_set_lg.12968	PACKAGE_CONTENTS	package.metal.bronze.gold_trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.bronze_full_helm|item.bronze_platebody|item.bronze_platelegs|item.bronze_kiteshield
item.bronze_set_sk.12962	PACKAGE_CONTENTS	package.metal.bronze.base.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.bronze_full_helm|item.bronze_platebody|item.bronze_plateskirt.1087|item.bronze_kiteshield
item.bronze_trimmed_set_sk.12966	PACKAGE_CONTENTS	package.metal.bronze.trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.bronze_full_helm|item.bronze_platebody|item.bronze_plateskirt.1087|item.bronze_kiteshield
item.bronze_gold_trimmed_set_sk.12970	PACKAGE_CONTENTS	package.metal.bronze.gold_trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.bronze_full_helm|item.bronze_platebody|item.bronze_plateskirt.1087|item.bronze_kiteshield
item.iron_set_lg.12972	PACKAGE_CONTENTS	package.metal.iron.base.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.iron_full_helm|item.iron_platebody|item.iron_platelegs|item.iron_kiteshield
item.iron_trimmed_set_lg.12976	PACKAGE_CONTENTS	package.metal.iron.trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.iron_full_helm|item.iron_platebody|item.iron_platelegs|item.iron_kiteshield
item.iron_gold_trimmed_set_lg.12980	PACKAGE_CONTENTS	package.metal.iron.gold_trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.iron_full_helm|item.iron_platebody|item.iron_platelegs|item.iron_kiteshield
item.iron_set_sk.12974	PACKAGE_CONTENTS	package.metal.iron.base.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.iron_full_helm|item.iron_platebody|item.iron_plateskirt.1081|item.iron_kiteshield
item.iron_trimmed_set_sk.12978	PACKAGE_CONTENTS	package.metal.iron.trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.iron_full_helm|item.iron_platebody|item.iron_plateskirt.1081|item.iron_kiteshield
item.iron_gold_trimmed_set_sk.12982	PACKAGE_CONTENTS	package.metal.iron.gold_trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.iron_full_helm|item.iron_platebody|item.iron_plateskirt.1081|item.iron_kiteshield
item.steel_set_lg.12984	PACKAGE_CONTENTS	package.metal.steel.base.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.steel-full-helm|item.steel-platebody|item.steel-platelegs|item.steel-kiteshield
item.steel_trimmed_set_lg.20376	PACKAGE_CONTENTS	package.metal.steel.trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.steel-full-helm|item.steel-platebody|item.steel-platelegs|item.steel-kiteshield
item.steel_gold_trimmed_set_lg.20382	PACKAGE_CONTENTS	package.metal.steel.gold_trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.steel-full-helm|item.steel-platebody|item.steel-platelegs|item.steel-kiteshield
item.steel_set_sk.12986	PACKAGE_CONTENTS	package.metal.steel.base.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.steel-full-helm|item.steel-platebody|item.steel_plateskirt.1083|item.steel-kiteshield
item.steel_trimmed_set_sk.20379	PACKAGE_CONTENTS	package.metal.steel.trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.steel-full-helm|item.steel-platebody|item.steel_plateskirt.1083|item.steel-kiteshield
item.steel_gold_trimmed_set_sk.20385	PACKAGE_CONTENTS	package.metal.steel.gold_trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.steel-full-helm|item.steel-platebody|item.steel_plateskirt.1083|item.steel-kiteshield
item.black_set_lg.12988	PACKAGE_CONTENTS	package.metal.black.base.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.black_full_helm.1165|item.black_platebody.1125|item.black_platelegs.1077|item.black_kiteshield.1195
item.black_trimmed_set_lg.12992	PACKAGE_CONTENTS	package.metal.black.trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.black_full_helm.1165|item.black_platebody.1125|item.black_platelegs.1077|item.black_kiteshield.1195
item.black_gold_trimmed_set_lg.12996	PACKAGE_CONTENTS	package.metal.black.gold_trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.black_full_helm.1165|item.black_platebody.1125|item.black_platelegs.1077|item.black_kiteshield.1195
item.black_set_sk.12990	PACKAGE_CONTENTS	package.metal.black.base.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.black_full_helm.1165|item.black_platebody.1125|item.black_plateskirt.1089|item.black_kiteshield.1195
item.black_trimmed_set_sk.12994	PACKAGE_CONTENTS	package.metal.black.trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.black_full_helm.1165|item.black_platebody.1125|item.black_plateskirt.1089|item.black_kiteshield.1195
item.black_gold_trimmed_set_sk.12998	PACKAGE_CONTENTS	package.metal.black.gold_trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.black_full_helm.1165|item.black_platebody.1125|item.black_plateskirt.1089|item.black_kiteshield.1195
item.mithril_set_lg.13000	PACKAGE_CONTENTS	package.metal.mithril.base.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mithril-full-helm|item.mithril-platebody|item.mithril-platelegs|item.mithril-kiteshield
item.mithril_trimmed_set_lg.13004	PACKAGE_CONTENTS	package.metal.mithril.trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mithril-full-helm|item.mithril-platebody|item.mithril-platelegs|item.mithril-kiteshield
item.mithril_gold_trimmed_set_lg.13008	PACKAGE_CONTENTS	package.metal.mithril.gold_trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mithril-full-helm|item.mithril-platebody|item.mithril-platelegs|item.mithril-kiteshield
item.mithril_set_sk.13002	PACKAGE_CONTENTS	package.metal.mithril.base.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mithril-full-helm|item.mithril-platebody|item.mithril_plateskirt.1085|item.mithril-kiteshield
item.mithril_trimmed_set_sk.13006	PACKAGE_CONTENTS	package.metal.mithril.trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mithril-full-helm|item.mithril-platebody|item.mithril_plateskirt.1085|item.mithril-kiteshield
item.mithril_gold_trimmed_set_sk.13010	PACKAGE_CONTENTS	package.metal.mithril.gold_trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.mithril-full-helm|item.mithril-platebody|item.mithril_plateskirt.1085|item.mithril-kiteshield
item.adamant_set_lg.13012	PACKAGE_CONTENTS	package.metal.adamant.base.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.adamant-full-helm|item.adamant-platebody|item.adamant-platelegs|item.adamant-kiteshield
item.adamant_trimmed_set_lg.13016	PACKAGE_CONTENTS	package.metal.adamant.trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.adamant-full-helm|item.adamant-platebody|item.adamant-platelegs|item.adamant-kiteshield
item.adamant_gold_trimmed_set_lg.13020	PACKAGE_CONTENTS	package.metal.adamant.gold_trimmed.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.adamant-full-helm|item.adamant-platebody|item.adamant-platelegs|item.adamant-kiteshield
item.adamant_set_sk.13014	PACKAGE_CONTENTS	package.metal.adamant.base.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.adamant-full-helm|item.adamant-platebody|item.adamant_plateskirt.1091|item.adamant-kiteshield
item.adamant_trimmed_set_sk.13018	PACKAGE_CONTENTS	package.metal.adamant.trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.adamant-full-helm|item.adamant-platebody|item.adamant_plateskirt.1091|item.adamant-kiteshield
item.adamant_gold_trimmed_set_sk.13022	PACKAGE_CONTENTS	package.metal.adamant.gold_trimmed.sk	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.adamant-full-helm|item.adamant-platebody|item.adamant_plateskirt.1091|item.adamant-kiteshield
item.rune_armour_set_lg.13024	PACKAGE_CONTENTS	package.metal.rune.base.lg	Unlocks the canonical component cards contained in this Grand Exchange item-set package; the package itself does not imply unrelated variants or upgrades.	item.rune-full-helm|item.rune-platebody|item.rune-platelegs|item.rune-kiteshield
