card_id	value
item.adventurer_s_hood_t1.27392	Drop|Wear
item.adventurer_s_hood_t2.27400	Drop|Wear
item.adventurer_s_hood_t3.27408	Drop|Wear
item.adventurer_s_top_t1.27388	Drop|Wear
item.adventurer_s_top_t2.27396	Drop|Wear
item.adventurer_s_top_t3.27404	Drop|Wear
item.adventurer_s_trousers_t1.27390	Drop|Wear
item.adventurer_s_trousers_t2.27398	Drop|Wear
item.adventurer_s_trousers_t3.27406	Drop|Wear
item.adventurer_s_vambraces.27412	Drop|Wear
item.aether_catalyst.30771	Drop
item.aether_rune.30843	Drop
item.afro.12430	Drop|Wear
item.agility_cape.9771	Drop|Stamina Boost|Wear
item.agility_hood.9773	Drop|Wear
item.ahrim_s_armour_set.12881	Drop
item.ahrim_s_hood.4708	Check|Drop|Wear|Detach
item.ahrim_s_robeskirt.4714	Check|Drop|Wear|Detach
item.ahrim_s_robetop.4712	Check|Drop|Wear|Detach
item.ahrim_s_staff.4710	Check|Drop|Wield|Detach
item.air_battlestaff.1397	Drop|Wield
item.air_orb.573	Drop
item.air_talisman.1438	Drop|Locate
item.air_tiara.5527	Drop|Wear
item.airtight_pot.4436	Drop|Open
item.alan_s_blessed_bones.31075	Break-down|Drop
item.alan_s_bonemeal.30975	Drop|Empty
item.alan_s_bones.30973	Bury|Drop
item.albatross_feather.32826	Destroy
item.alchemist_gloves.29986	Drop|Wear
item.alchemist_labcoat.29978	Change|Drop|Wear
item.alchemist_pants.29982	Change|Drop|Wear
item.alchemist_s_amulet.29988	Charge|Check|Drop|Uncharge|Wear
item.aldarin_teleport.30149	Break|Drop|Revert
item.aldarium.29993	Drop
item.ale_of_the_gods.20056	Drop|Wield
item.ale_yeast.5767	Drop
item.amethyst.21347	Drop
item.amethyst_arrow.21326	Drop|Wield
item.amethyst_arrowtips.21350	Drop
item.amethyst_bolt_tips.21338	Drop
item.amethyst_broad_bolts.21316	Drop|Wield
item.amethyst_dart.25849	Drop|Wield
item.amethyst_dart_tip.25853	Drop
item.amethyst_fire_arrow.21328	Drop|Wield
item.amethyst_javelin.21318	Drop|Wield
item.amethyst_javelin_tips.21352	Drop
item.ammo_mould.4	Drop
item.amulet_mould.1595	Drop
item.amulet_of_avarice.22557	Drop|Wear
item.amulet_of_blood_fury.24780	Check|Drop|Revert|Wear
item.amulet_of_bounty.21160	Break|Check|Drop|Wear
item.amulet_of_chemistry.21163	Break|Drop|Options|Wear
item.amulet_of_eternal_glory.19707	Drop|Rub|Wear
item.amulet_of_fury.6585	Drop|Wear
item.amulet_of_glory.1704	Drop|Rub|Wear
item.amulet_of_nature.6040	Drop|Rub|Wear
item.amulet_of_power.1731	Drop|Wear
item.amulet_of_rancour.29801	Drop|Wear
item.amulet_of_rancour_s.29804	Drop|Revert|Wear
item.amulet_of_the_damned.12853	Check|Destroy|Drop|Wear
item.amulet_of_the_eye.26914	Destroy|Drop|Revert|Teleport|Wear
item.amulet_of_torture.19553	Drop|Wear
item.amy_s_saw.24880	Drop|Swap|Wield
item.amy_s_saw_off_hand.29774	Drop|Swap|Wield
item.amylase_crystal.12640	Drop
item.ana_in_a_barrel.1842	Drop|Look
item.ancestral_hat.21018	Drop|Wear
item.ancestral_robe_bottom.21024	Drop|Wear
item.ancestral_robe_top.21021	Drop|Wear
item.ancestral_robes_set.21049	Drop
item.anchovy_oil.11264	Drop|Empty
item.anchovy_pizza.2297	Drop|Eat
item.ancient_blessing.20235	Drop|Equip
item.ancient_bracers.12490	Drop|Wear
item.ancient_ceremonial_boots.26229	Drop|Wear
item.ancient_ceremonial_gloves.26227	Drop|Wear
item.ancient_ceremonial_legs.26223	Drop|Wear
item.ancient_ceremonial_mask.26225	Drop|Wear
item.ancient_ceremonial_top.26221	Drop|Wear
item.ancient_chaps.12494	Drop|Wear
item.ancient_cloak.12197	Drop|Wear
item.ancient_coif.12496	Drop|Wear
item.ancient_crozier.12199	Drop|Wield
item.ancient_crystal.21804	Drop
item.ancient_d_hide_body.12492	Drop|Wear
item.ancient_d_hide_boots.19921	Drop|Wear
item.ancient_d_hide_shield.23197	Drop|Wield
item.ancient_dragonhide_set.13171	Drop
item.ancient_effigy.22302	Drop
item.ancient_emblem.21807	Drop
item.ancient_essence.27616	Drop
item.ancient_full_helm.12466	Drop|Wear
item.ancient_godsword.26233	Dismantle|Drop|Wield
item.ancient_halo.24201	Drop|Wear
item.ancient_hilt.26370	Drop
item.ancient_kiteshield.12468	Drop|Wear
item.ancient_lamp.28409	Destroy|Rub
item.ancient_mace.11061	Drop|Wield
item.ancient_magicks_tablet.20430	Break|Drop
item.ancient_medallion.22299	Drop
item.ancient_mitre.12203	Drop|Wear
item.ancient_page_1.12621	Drop
item.ancient_page_2.12622	Drop
item.ancient_page_3.12623	Drop
item.ancient_page_4.12624	Drop
item.ancient_platebody.12460	Drop|Wear
item.ancient_platelegs.12462	Drop|Wear
item.ancient_plateskirt.12464	Drop|Wear
item.ancient_relic.22305	Drop
item.ancient_robe_legs.12195	Drop|Wear
item.ancient_robe_top.12193	Drop|Wear
item.ancient_rune_armour_set_lg.13060	Drop
item.ancient_rune_armour_set_sk.13062	Drop
item.ancient_sceptre.27624	Drop|Wield
item.ancient_staff.4675	Drop|Wield
item.ancient_statuette.21813	Drop
item.ancient_stole.12201	Drop|Wear
item.ancient_totem.21810	Drop
item.ancient_wyvern_shield.21633	Drop|Empty|Inspect|Wield
item.anger_battleaxe.7807	Drop|Wield
item.anger_mace.7808	Drop|Wield
item.anger_spear.7809	Drop|Wield
item.anger_sword.7806	Drop|Wield
item.angler_boots.13261	Drop|Wear
item.angler_hat.13258	Drop|Wear
item.angler_s_paint.32096	Drop
item.angler_top.13259	Drop|Wear
item.angler_waders.13260	Drop|Wear
item.anglerfish.13441	Drop|Eat
item.anguish_ornament_kit.22246	Drop
item.anima_infused_bark.28134	Drop
item.animals_bones.6904	Drop
item.ankou_gloves.20101	Drop|Wear
item.ankou_mask.20095	Drop|Wear
item.ankou_s_leggings.20104	Drop|Wear
item.ankou_socks.20107	Drop|Wear
item.ankou_top.20098	Drop|Wear
item.annakarl_teleport.12775	Break|Configure|Drop
item.anti_dragon_shield.1540	Drop|Wear
item.anti_odour_salt.31712	Drop
item.anti_venom_4.12905	Drink|Drop|Empty
item.anti_venom_4.12913	Drink|Drop|Empty
item.antidote_4.5943	Drink|Drop|Empty
item.antidote_4.5952	Drink|Drop|Empty
item.antidote_unf.5942	Drop|Empty
item.antidote_unf.5951	Drop|Empty
item.antique_lamp.4447	Destroy|Drop|Rub
item.antler_guard.31081	Drop|Wield
item.ape_atoll_teleport.19631	Break|Drop
item.apple_barrel.6094	Drop
item.apple_mush.5992	Drop|Empty
item.apple_pie.2323	Drop|Eat
item.apple_sapling.5496	Drop
item.apple_seedling.5480	Drop
item.apple_seedling_w.5488	Drop
item.apple_tree_seed.5283	Drop
item.apples_1.5378	Drop|Empty|Fill|Remove-one
item.apprentice_wand.6910	Drop|Wield
item.aquanite_hopper.32879	Drop|Wield
item.aquanite_tendon.32876	Drop|Inspect
item.aranea_boots.29806	Drop|Wear
item.araxyte_slayer_helmet.29816	Check|Disassemble|Drop|Wear
item.araxyte_slayer_helmet_i.29818	Check|Disassemble|Drop|Wear
item.araxyte_venom_sac.29784	Drop|Eat
item.arcane_prayer_scroll.21079	Drop|Read
item.arcane_sigil.12827	Drop
item.arcane_spirit_shield.12825	Drop|Wield
item.arceuus_banner.20251	Drop|Wield
item.arceuus_hood.20113	Drop|Wear
item.arceuus_library_teleport.19613	Break|Drop
item.arceuus_scarf.19943	Drop|Wear
item.archer_helm.3749	Drop|Wear
item.archer_icon.28298	Drop|Inspect
item.archers_ring.6733	Drop|Wear
item.archers_ring_i.11771	Drop|Uncharge|Wear
item.archery_ticket.1464	Drop
item.arclight.19675	Check|Drop|Wield
item.arctic_pine_logs.10810	Drop
item.arctic_pyre_logs.10808	Drop
item.ardougne_cloak_1.13121	Drop|Monastery Teleport|Wear
item.ardougne_cloak_2.13122	Drop|Farm Teleport|Monastery Teleport|Wear
item.ardougne_cloak_3.13123	Drop|Farm Teleport|Monastery Teleport|Wear
item.ardougne_cloak_4.13124	Drop|Farm Teleport|Monastery Teleport|Wear
item.ardougne_knight_helm.23785	Drop|Wear
item.ardougne_knight_platebody.23787	Drop|Wear
item.ardougne_knight_platelegs.23789	Drop|Wear
item.ardougne_max_cape.20760	Drop|Farm Teleport|Monastery Teleport|Wear
item.ardougne_max_hood.20764	Drop|Wear
item.ardougne_teleport.8011	Break|Drop
item.arena_book.6891	Destroy|Drop|Read
item.arkan_blade.30955	Drop|Wield
item.armadyl_bracers.12506	Drop|Wear
item.armadyl_chainskirt.11830	Drop|Wear
item.armadyl_chaps.12510	Drop|Wear
item.armadyl_chestplate.11828	Drop|Wear
item.armadyl_cloak.12261	Drop|Wear
item.armadyl_coif.12512	Drop|Wear
item.armadyl_crossbow.11785	Drop|Wield
item.armadyl_crozier.12263	Drop|Wield
item.armadyl_d_hide_body.12508	Drop|Wear
item.armadyl_d_hide_boots.19930	Drop|Wear
item.armadyl_d_hide_shield.23200	Drop|Wield
item.armadyl_dragonhide_set.13169	Drop
item.armadyl_full_helm.12476	Drop|Wear
item.armadyl_godsword.11802	Dismantle|Drop|Kill Area|Wield
item.armadyl_godsword_ornament_kit.20068	Drop
item.armadyl_halo.24192	Drop|Wear
item.armadyl_helmet.11826	Drop|Wear
item.armadyl_hilt.11810	Drop
item.armadyl_kiteshield.12478	Drop|Wear
item.armadyl_mitre.12259	Drop|Wear
item.armadyl_page_1.12617	Drop
item.armadyl_page_2.12618	Drop
item.armadyl_page_3.12619	Drop
item.armadyl_page_4.12620	Drop
item.armadyl_pendant.87	Drop|Wear
item.armadyl_platebody.12470	Drop|Wear
item.armadyl_platelegs.12472	Drop|Wear
item.armadyl_plateskirt.12474	Drop|Wear
item.armadyl_robe_legs.12255	Drop|Wear
item.armadyl_robe_top.12253	Drop|Wear
item.armadyl_rune_armour_set_lg.13052	Drop
item.armadyl_rune_armour_set_sk.13054	Drop
item.armadyl_stole.12257	Drop|Wear
item.armadylean_plate.27269	Drop
item.armoured_kraken_ink_sac.32836	Destroy
item.armoured_kraken_tentacle.32817	Destroy
item.arrav_s_axe.30320	Drop|Wield
item.arrow_shaft.52	Drop
item.asgarnian_ale.1905	Drink|Drop
item.asgarnian_ale_m.5739	Drink|Drop
item.asgarnian_hops.5996	Drop
item.asgarnian_seed.5308	Drop
item.asgoldian_ale.7508	Drink|Drop
item.ash_sanctifier.25781	Activity|Check|Destroy|Drop|Uncharge
item.ashes.592	Drop
item.assembler_max_cape.21898	Commune|Drop|Wear
item.assembler_max_hood.21900	Drop|Wear
item.assorted_flowers.2460	Drop|Wield
item.astral_rune.9075	Drop
item.asyn_remains.3402	Drop
item.atlatl_dart.28991	Drop|Wield
item.atlatl_dart_shaft.31004	Drop
item.atlatl_dart_tips.30998	Drop
item.attack_cape.9747	Drop|Wear
item.attack_hood.9749	Drop|Wear
item.attacker_icon.10556	Drop|Equip
item.attas_seed.22881	Drop
item.autumn_sq_irkjuice.10850	Drink|Drop
item.ava_s_accumulator.10499	Commune|Drop|Wear
item.ava_s_assembler.22109	Commune|Drop|Wear
item.ava_s_attractor.10498	Commune|Drop|Wear
item.avantoe.261	Drop
item.avantoe_potion_unf.103	Drop|Empty
item.avantoe_seed.5298	Drop
item.avernic_defender.22322	Dismantle|Drop|Wield
item.avernic_defender_hilt.22477	Drop|Inspect
item.avernic_treads.31088	Drop|Wear
item.avernic_treads_et.31093	Dismantle|Drop|Wear
item.avernic_treads_max.31097	Dismantle|Drop|Wear
item.avernic_treads_pe.31092	Dismantle|Drop|Wear
item.avernic_treads_pe_et.31096	Dismantle|Drop|Wear
item.avernic_treads_pr.31091	Dismantle|Drop|Wear
item.avernic_treads_pr_et.31095	Dismantle|Drop|Wear
item.avernic_treads_pr_pe.31094	Dismantle|Drop|Wear
item.awakener_s_orb.28334	Drop
item.axeman_s_folly.5751	Drink|Drop
item.axeman_s_folly_m.5753	Drink|Drop
item.baby_dragon_bone.7839	Drop
item.baby_dragon_bonemeal.4260	Drop|Empty
item.baby_impling_jar.11238	Destroy|Drop|Loot
item.babydragon_bones.534	Bury|Drop
item.bag_of_salt.4161	Drop
item.bagged_bluebells.8455	Drop
item.bagged_daffodils.8453	Drop
item.bagged_dead_tree.8417	Drop
item.bagged_flower.8451	Drop
item.bagged_magic_tree.8429	Drop
item.bagged_maple_tree.8425	Drop
item.bagged_marigolds.8459	Drop
item.bagged_nice_tree.8419	Drop
item.bagged_oak_tree.8421	Drop
item.bagged_plant_1.8431	Drop
item.bagged_plant_2.8433	Drop
item.bagged_plant_3.8435	Drop
item.bagged_roses.8461	Drop
item.bagged_sunflower.8457	Drop
item.bagged_willow_tree.8423	Drop
item.bagged_yew_tree.8427	Drop
item.baguette.6961	Drop|Eat
item.bailing_bucket.583	Bail-with|Drop|Empty
item.baked_potato.6701	Drop|Eat
item.bale_of_flax.31045	Drop|Unpack
item.ball_of_cotton.31454	Drop
item.ball_of_wool.1759	Drop
item.ballista_limbs.19592	Drop
item.ballista_spring.19601	Drop
item.balloon_toad.7564	Drop|Release|Release-all
item.banana.1963	Drop|Eat
item.banana_sapling.5497	Drop
item.banana_seedling.5481	Drop
item.banana_seedling_w.5489	Drop
item.banana_stew.4016	Drop|Eat
item.banana_tree_seed.5284	Drop
item.bananas_1.5408	Drop|Empty|Fill|Remove-one
item.bandana_eyepatch_blue.8926	Drop|Wear
item.bandana_eyepatch_brown.8927	Drop|Wear
item.bandana_eyepatch_red.8925	Drop|Wear
item.bandana_eyepatch_white.8924	Drop|Wear
item.bandit_s_brew.4627	Drink|Drop
item.bandos_boots.11836	Drop|Wear
item.bandos_bracers.12498	Drop|Wear
item.bandos_chaps.12502	Drop|Wear
item.bandos_chestplate.11832	Drop|Wear
item.bandos_cloak.12273	Drop|Wear
item.bandos_coif.12504	Drop|Wear
item.bandos_crozier.12275	Drop|Wield
item.bandos_d_hide_body.12500	Drop|Wear
item.bandos_d_hide_boots.19924	Drop|Wear
item.bandos_d_hide_shield.23203	Drop|Wield
item.bandos_dragonhide_set.13167	Drop
item.bandos_full_helm.12486	Drop|Wear
item.bandos_godsword.11804	Dismantle|Drop|Wield
item.bandos_godsword_ornament_kit.20071	Drop
item.bandos_halo.24195	Drop|Wear
item.bandos_hilt.11812	Drop
item.bandos_kiteshield.12488	Drop|Wear
item.bandos_mitre.12271	Drop|Wear
item.bandos_page_1.12613	Drop
item.bandos_page_2.12614	Drop
item.bandos_page_3.12615	Drop
item.bandos_page_4.12616	Drop
item.bandos_platebody.12480	Drop|Wear
item.bandos_platelegs.12482	Drop|Wear
item.bandos_plateskirt.12484	Drop|Wear
item.bandos_robe_legs.12267	Drop|Wear
item.bandos_robe_top.12265	Drop|Wear
item.bandos_rune_armour_set_lg.13056	Drop
item.bandos_rune_armour_set_sk.13058	Drop
item.bandos_stole.12269	Drop|Wear
item.bandos_tassets.11834	Drop|Wear
item.bandosian_components.26394	Drop
item.banner.8650	Drop|Wield
item.barb_bolttips.47	Drop
item.barb_tail_harpoon.10129	Drop|Wield
item.barbarian_teleport.24955	Break|Drop
item.barbed_arrow.22230	Drop|Wield
item.barbed_bolts.881	Drop|Wield
item.bark.3239	Drop
item.barley.6006	Drop
item.barley_malt.6008	Drop
item.barley_seed.5305	Drop
item.barnacle_blaster.31255	Drink|Drop
item.barracuda_paint.32087	Drop
item.barrel.1841	Drop
item.barrel_of_demonic_tallow.30798	Check|Drop|Empty
item.barrelchest_anchor.10887	Destroy|Drop|Wield
item.barrelchest_anchor_bh.27855	Dismantle|Drop|Wield
item.barricade.4053	Build|Destroy|Drop|Set-up
item.barronite_mace.25641	Drop|Wield
item.barrows_gloves.7462	Drop|Wear
item.barrows_teleport.19629	Break|Drop
item.basalt.22603	Drop
item.basilisk_bone.7899	Drop
item.basilisk_jaw.24268	Drop|Inspect
item.basket.5376	Drop|Fill
item.bass.365	Drop|Eat
item.bat_bonemeal.4256	Drop|Empty
item.bat_bones.530	Bury|Drop
item.bat_shish.10964	Drop|Eat
item.batta_tin.2164	Drop
item.battlefront_teleport.22949	Break|Drop
item.battlehat.31172	Destroy|Drop|Wear
item.battlestaff.1391	Drop|Wield
item.beach_boxing_gloves.11705	Drop|Wear
item.beacon_ring.11014	Destroy|Drop|Operate|Wear
item.beads_of_the_dead.616	Destroy|Drop|Wear
item.beanie.12245	Drop|Wear
item.bear_feet.23291	Drop|Wear
item.bear_fur.948	Drop
item.bearded_gorilla_bonemeal.4266	Drop|Empty
item.bearded_gorilla_bones.3182	Bury|Drop
item.bearhead.4502	Drop|Wear
item.beautiful_yellow_pansy_seed.27039	Destroy
item.bedsheet.4284	Drop|Wear
item.beekeeper_s_boots.25137	Drop|Wear
item.beekeeper_s_gloves.25135	Drop|Wear
item.beekeeper_s_hat.25129	Drop|Wear
item.beekeeper_s_legs.25133	Drop|Wear
item.beekeeper_s_top.25131	Drop|Wear
item.beer.1917	Drink|Drop
item.beer_barrel.8239	Drop
item.beer_glass.1919	Drop
item.beer_tankard.3803	Drink|Drop
item.beginner_wand.6908	Drop|Wield
item.belladonna_seed.5281	Drop
item.bellator_ring.25488	Drop|Wear
item.belle_s_folly.31248	Drop|Wield
item.belle_s_folly_tarnished.31245	Drop|Inspect
item.beret_mask.11282	Drop|Wear
item.berserker_helm.3751	Drop|Wear
item.berserker_icon.28295	Drop|Inspect
item.berserker_necklace.11128	Drop|Wear
item.berserker_necklace_ornament_kit.23237	Drop
item.berserker_ring.6737	Drop|Wear
item.berserker_ring_i.11773	Drop|Uncharge|Wear
item.big_bonemeal.4257	Drop|Empty
item.big_bones.532	Bury|Drop
item.big_bucket_of_camel_milk.26920	Destroy|Drink|Empty
item.big_bucket_of_frozen_camel_milk.26921	Drop|Empty
item.big_fishing_net.305	Drop
item.big_harpoonfish.25559	Drop
item.big_pirate_hat.12355	Drop|Wear
item.binding_necklace.5521	Check|Destroy|Drop|Wear
item.bird_house.21512	Drop
item.bird_mask.29931	Destroy|Drop|Wear
item.bird_nest.5070	Drop|Search
item.bird_snare.10006	Drop|Lay
item.black_2h_sword.1313	Drop|Wield
item.black_axe.1361	Drop|Wield
item.black_battleaxe.1367	Drop|Wield
item.black_bead.1474	Drop
item.black_beret.2635	Drop|Wear
item.black_boater.7327	Drop|Wear
item.black_boots.4125	Drop|Wear
item.black_brutal.4788	Drop|Wield
item.black_candy.24986	Drop|Eat
item.black_cane.12375	Drop|Wield
item.black_cape.1019	Drop|Wear
item.black_cavalier.2643	Drop|Wear
item.black_chainbody.1107	Drop|Wear
item.black_chinchompa.11959	Drop|Wield
item.black_claws.3098	Drop|Wear
item.black_coffin.25463	Configure|Destroy|Drop|Empty|Fill|Wear
item.black_d_hide_body.2503	Drop|Wear
item.black_d_hide_chaps.2497	Drop|Wear
item.black_d_hide_shield.22284	Drop|Wield
item.black_d_hide_vambraces.2491	Drop|Wear
item.black_dagger.1217	Drop|Wield
item.black_dart.3093	Drop|Wield
item.black_defender.8847	Drop|Wield
item.black_demon_mask.20026	Drop|Wear
item.black_desert_robe.6752	Drop|Wear
item.black_desert_shirt.6750	Drop|Wear
item.black_dragon_leather.2509	Drop
item.black_dragon_mask.12524	Drop|Wear
item.black_dragonhide.1747	Drop
item.black_dragonhide_set.12871	Drop
item.black_dye.4622	Drop|Empty
item.black_elegant_legs.10402	Drop|Wear
item.black_elegant_shirt.10400	Drop|Wear
item.black_felling_axe.28205	Drop|Wield
item.black_flowers.2476	Drop|Wield
item.black_full_helm.1165	Drop|Wear
item.black_gloves.7457	Drop|Wear
item.black_goblin_mail.9055	Drop|Wear
item.black_gold_trimmed_set_lg.12996	Drop
item.black_gold_trimmed_set_sk.12998	Drop
item.black_halberd.3196	Drop|Wield
item.black_headband.2647	Drop|Wear
item.black_kiteshield.1195	Drop|Wear
item.black_knife.869	Drop|Wield
item.black_leprechaun_hat.20246	Drop|Wear
item.black_locks.25448	Drop
item.black_longsword.1297	Drop|Wield
item.black_mace.1426	Drop|Wield
item.black_mask.8921	Drop|Uncharge|Wear
item.black_mask_10_i.11774	Drop|Uncharge|Wear
item.black_med_helm.1151	Drop|Wear
item.black_nails.4821	Drop
item.black_naval_shirt.8956	Drop|Wear
item.black_navy_slacks.8995	Drop|Wear
item.black_pickaxe.12297	Drop|Wield
item.black_platebody.1125	Drop|Wear
item.black_platelegs.1077	Drop|Wear
item.black_plateskirt.1089	Drop|Wear
item.black_robe.581	Drop|Wear
item.black_salamander.10148	Drop|Release|Wield
item.black_satchel.10880	Drop|Empty|Inspect|Wear
item.black_scimitar.1327	Drop|Wield
item.black_set_lg.12988	Drop
item.black_set_sk.12990	Drop
item.black_skirt.1015	Drop|Wear
item.black_slayer_helmet.19639	Check|Disassemble|Drop|Wear
item.black_slayer_helmet_i.19641	Check|Disassemble|Drop|Wear
item.black_spear.4580	Drop|Wield
item.black_spiky_vambraces.10085	Drop|Wear
item.black_sq_shield.1179	Drop|Wield
item.black_staff_of_collection.30603	Create-book|Drop|Wield
item.black_sword.1283	Drop|Wield
item.black_tourmaline_core.21730	Drop|Inspect
item.black_toy_horsey.2524	Drop|Play-with
item.black_tricorn_hat.8963	Drop|Wear
item.black_trimmed_set_lg.12992	Drop
item.black_trimmed_set_sk.12994	Drop
item.black_unicorn_mask.20266	Drop|Wear
item.black_warhammer.1341	Drop|Wield
item.black_warlock.10014	Drop|Release
item.blackbird_red.29944	Drink|Drop
item.blacksmith_s_helm.19988	Drop|Wear
item.blackstone_fragment.28356	Activate|Destroy|Drop|Recall
item.blade_of_saeldor.23995	Check|Drop|Uncharge|Wield
item.blade_of_saeldor_c.24551	Drop|Uncharge|Wield
item.blamish_bark_shell.3353	Drop
item.blamish_blue_shell.3351	Drop
item.blamish_myre_shell.3345	Drop
item.blamish_ochre_shell.3349	Drop
item.blamish_oil.1582	Drink|Drop
item.blamish_red_shell.3347	Drop
item.blasted_ore.13575	Drop
item.blazing_blowpipe.28688	Check|Drop|Uncharge|Unload|Wield
item.bleached_bones.25422	Bury|Drop
item.blessed_axe.10491	Destroy|Drop|Wield
item.blessed_babydragon_bones.29352	Break-down|Drop
item.blessed_babywyrm_bones.29354	Break-down|Drop
item.blessed_bat_bones.29346	Break-down|Drop
item.blessed_big_bones.29348	Break-down|Drop
item.blessed_bone_shards.29381	Drop
item.blessed_bone_statuette.29338	Break-down|Drop
item.blessed_bones.29344	Break-down|Drop
item.blessed_dizana_s_quiver.28955	Destroy|Drop|Empty|Open|Wear
item.blessed_dragon_bones.29356	Break-down|Drop
item.blessed_drake_bones.29366	Break-down|Drop
item.blessed_fayrg_bones.29370	Break-down|Drop
item.blessed_frost_dragon_bones.31266	Break-down|Drop
item.blessed_hydra_bones.29368	Break-down|Drop
item.blessed_lava_dragon_bones.29358	Break-down|Drop
item.blessed_ourg_bones.29374	Break-down|Drop
item.blessed_raurg_bones.29372	Break-down|Drop
item.blessed_spirit_shield.12831	Drop|Wield
