quest_key	group_id	group_mode	card_id	source
Atailoftwocats	all:item.desert_robe.1835	ALL	item.desert_robe.1835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats; The Tourist Trap
Atailoftwocats	all:item.desert_shirt.1833	ALL	item.desert_shirt.1833	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats; The Tourist Trap
Atailoftwocats	all:item.logs	ALL	item.logs	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats, Eadgar's Ruse, Enakhra's Lament, Enlightened Journey, Monk's Friend, Monkey Madness II, Rag and Bone Man, Sins of the Father, The Giant Dwarf, Throne of Miscellania, Tree Gnome Village and While Guthix Sleeps; Quest completeness review batch 6; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Atailoftwocats	all:item.potato_seed.5318	ALL	item.potato_seed.5318	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats
Atailoftwocats	all:item.rake.5341	ALL	item.rake.5341	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats; Forgettable Tale of a Drunken Dwarf; Garden of Tranquillity; My Arm's Big Adventure; Rum Deal; Throne of Miscellania
Atailoftwocats	all:item.seed_dibber.5343	ALL	item.seed_dibber.5343	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats; Forgettable Tale of a Drunken Dwarf; Garden of Tranquillity; Grim Tales; My Arm's Big Adventure; Rum Deal; Song of the Elves; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
Atailoftwocats	all:item.shears	ALL	item.shears	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats; Recruitment Drive; Sheep Shearer
Atailoftwocats	all:item.tinderbox	ALL	item.tinderbox	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats, Another Slice of Ham, Beneath Cursed Sands, Cabin Fever, Contact, Death to the Dorgeshuun, Desert Treasure I, Desert Treasure II, Dream Mentor, Eadgar's Ruse, Enakhra's Lament, Enlightened Journey, Horror from the Deep, Icthlarin's Little Helper, In Aid of the Myreque, Land of the Goblins, Lunar Diplomacy, Merlin's Crystal, Misthalin Mystery, Olaf's Quest, Rag and Bone Man, Rat Catchers, Recipe for Disaster, Regicide, Secrets of the North, Shades of Mort'ton, Song of the Elves, Swan Song, Tai Bwo Wannai Trio, Tears of Guthix, The Corsair Curse, The Dig Site, The Forsaken Tower, The Fremennik Trials, The Giant Dwarf, The Great Brain Robbery and Underground Pass; Quest completeness review batch 6; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
Atailoftwocats	all:item.vial_of_water.227	ALL	item.vial_of_water.227	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats; A Taste of Hope; Fairytale II – Cure a Queen; Legends' Quest; Song of the Elves
Atasteofhope	all:item.chisel	ALL	item.chisel	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope, Big Chompy Bird Hunting, Desert Treasure II, Dragon Slayer II, Enakhra's Lament, Haunted Mine, Monkey Madness II, Mourning's End Part II, One Small Favour, Shilo Village, Sins of the Father, Sleeping Giants, Tears of Guthix, Temple of the Eye, The Slug Menace and While Guthix Sleeps
Atasteofhope	all:item.cosmic-rune	ALL	item.cosmic-rune	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope, In Aid of the Myreque, Legends Quest, Sins of the Father and While Guthix Sleeps
Atasteofhope	all:item.emerald	ALL	item.emerald	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope; Legends’ Quest
Atasteofhope	all:item.emerald_sickle_b.22433	ALL	item.emerald_sickle_b.22433	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope
Atasteofhope	all:item.enchanted_emerald_sickle_b.22435	ALL	item.enchanted_emerald_sickle_b.22435	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope
Atasteofhope	all:item.ivandis_flail.22398	ALL	item.ivandis_flail.22398	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Night at the Theatre; A Taste of Hope; Sins of the Father
Atasteofhope	all:item.knife	ALL	item.knife	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope, Below Ice Mountain, Big Chompy Bird Hunting, Curse of the Empty Lord, Darkness of Hallowvale, Desert Treasure II, Elemental Workshop I, Getting Ahead, Ghosts Ahoy, Lost City, Misthalin Mystery, Perilous Moon, Recipe for Disaster, Sins of the Father, Spirits of the Elid, Tai Bwo Wannai Trio, The Final Dawn, The Fremennik Isles, The Fremennik Trials, The Tourist Trap, While Guthix Sleeps and Zogre Flesh Eaters; Quest completeness review batch 6
Atasteofhope	all:item.mysterious_herb.22402	ALL	item.mysterious_herb.22402	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope
Atasteofhope	all:item.pestle_and_mortar.233	ALL	item.pestle_and_mortar.233	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope; Dream Mentor; Eadgar’s Ruse; Fairytale II – Cure a Queen; Garden of Tranquillity; Land of the Goblins; Lunar Diplomacy; Monkey Madness II; Perilous Moons; Recipe for Disaster; Regicide; Shadow of the Storm; Song of the Elves; Tai Bwo Wannai Trio; The Dig Site; The Eyes of Glouphrie; The Golem; Watchtower; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
Atasteofhope	all:item.silver_sickle_b.2963	ALL	item.silver_sickle_b.2963	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Atasteofhope	all:item.unfinished_potion.3406	ALL	item.unfinished_potion.3406	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope
Atasteofhope	all:item.vial.229	ALL	item.vial.229	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope; Land of the Goblins; Shadow of the Storm; The Dig Site; The Golem; The Hand in the Sand; Watchtower
Atasteofhope	all:item.vial_of_blood.22405	ALL	item.vial_of_blood.22405	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope
Atasteofhope	all:item.vial_of_water.227	ALL	item.vial_of_water.227	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats; A Taste of Hope; Fairytale II – Cure a Queen; Legends' Quest; Song of the Elves
Animalmagnetism	all:item.blessed_axe.10491	ALL	item.blessed_axe.10491	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism
Animalmagnetism	all:item.crone_made_amulet.10500	ALL	item.crone_made_amulet.10500	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism
Animalmagnetism	all:item.ghostspeak_amulet.552	ALL	item.ghostspeak_amulet.552	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism; Ghosts Ahoy; Nature Spirit; The General's Shadow; The Restless Ghost; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
Animalmagnetism	all:item.hard_leather.1743	ALL	item.hard_leather.1743	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism
Animalmagnetism	all:item.holy_symbol.1718	ALL	item.holy_symbol.1718	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism; The Great Brain Robbery
Animalmagnetism	all:item.iron-bar	ALL	item.iron-bar	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism, Beneath Cursed Sands, Bone Voyage, Death Plateau, One Small Favour, Swan Song, The Giant Dwarf, The Knight's Sword, Throne of Miscellania and Troll Romance
Animalmagnetism	all:item.mithril_axe.1355	ALL	item.mithril_axe.1355	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism
Animalmagnetism	all:item.polished_buttons.10496	ALL	item.polished_buttons.10496	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism
Animalmagnetism	all:item.undead_chicken.10487	ALL	item.undead_chicken.10487	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism
Anothersliceofham	all:item.ancient_mace.11061	ALL	item.ancient_mace.11061	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Another Slice of H.A.M.
Anothersliceofham	all:item.rope.954	ALL	item.rope.954	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Porcine of Interest; A Soul’s Bane; Another Slice of H.A.M.; Cabin Fever; In Aid of the Myreque; Legends’ Quest; Making Friends with My Arm; Mountain Daughter; Mourning’s End Part II; Olaf’s Quest; Perilous Moons; Plague City; Prince Ali Rescue; Rag and Bone Man II; Recipe for Disaster; Regicide; Roving Elves; Royal Trouble; Shilo Village; Song of the Elves; Spirits of the Elid; Tale of the Righteous; Tears of Guthix; The Dig Site; The Fremennik Isles; Troll Romance; Underground Pass; Wanted!; Watchtower; Waterfall Quest
Anothersliceofham	all:item.tinderbox	ALL	item.tinderbox	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats, Another Slice of Ham, Beneath Cursed Sands, Cabin Fever, Contact, Death to the Dorgeshuun, Desert Treasure I, Desert Treasure II, Dream Mentor, Eadgar's Ruse, Enakhra's Lament, Enlightened Journey, Horror from the Deep, Icthlarin's Little Helper, In Aid of the Myreque, Land of the Goblins, Lunar Diplomacy, Merlin's Crystal, Misthalin Mystery, Olaf's Quest, Rag and Bone Man, Rat Catchers, Recipe for Disaster, Regicide, Secrets of the North, Shades of Mort'ton, Song of the Elves, Swan Song, Tai Bwo Wannai Trio, Tears of Guthix, The Corsair Curse, The Dig Site, The Forsaken Tower, The Fremennik Trials, The Giant Dwarf, The Great Brain Robbery and Underground Pass; Quest completeness review batch 6; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
Atfirstlight	all:item.box_trap.10008	ALL	item.box_trap.10008	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: At First Light
Atfirstlight	all:item.costume_needle.29920	ALL	item.costume_needle.29920	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: At First Light
Atfirstlight	all:item.jerboa_tail.29166	ALL	item.jerboa_tail.29166	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: At First Light
Atfirstlight	all:item.needle.1733	ALL	item.needle.1733	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: At First Light; Creature of Fenkenstrain; Elemental Workshop I; Getting Ahead; Ghosts Ahoy; Lunar Diplomacy; Recipe for Disaster; Spirits of the Elid; The Fremennik Isles
Atfirstlight	all:item.toy_mouse.7767	ALL	item.toy_mouse.7767	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: At First Light
Atfirstlight	all:item.toy_mouse_wound.7769	ALL	item.toy_mouse_wound.7769	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Barbariantraining	all:item.attack_mix.11431	ALL	item.attack_mix.11431	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Barbariantraining	all:item.attack_potion.125	ALL	item.attack_potion.125	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Barbariantraining	all:item.bronze-bar	ALL	item.bronze-bar	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Observatory Quest, One Small Favour, Prince Ali Rescue, The Giant Dwarf and The Tourist Trap; Quest completeness review batch 6
Barbariantraining	all:item.chewed_bones.11338	ALL	item.chewed_bones.11338	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Barbariantraining	all:item.knife	ALL	item.knife	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope, Below Ice Mountain, Big Chompy Bird Hunting, Curse of the Empty Lord, Darkness of Hallowvale, Desert Treasure II, Elemental Workshop I, Getting Ahead, Ghosts Ahoy, Lost City, Misthalin Mystery, Perilous Moon, Recipe for Disaster, Sins of the Father, Spirits of the Elid, Tai Bwo Wannai Trio, The Final Dawn, The Fremennik Isles, The Fremennik Trials, The Tourist Trap, While Guthix Sleeps and Zogre Flesh Eaters; Quest completeness review batch 6
Barbariantraining	all:item.logs	ALL	item.logs	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats, Eadgar's Ruse, Enakhra's Lament, Enlightened Journey, Monk's Friend, Monkey Madness II, Rag and Bone Man, Sins of the Father, The Giant Dwarf, Throne of Miscellania, Tree Gnome Village and While Guthix Sleeps; Quest completeness review batch 6; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
Barbariantraining	all:item.roe.11324	ALL	item.roe.11324	Quest Helper pinned source 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
Barbariantraining	all:item.spade	ALL	item.spade	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Bear Your Soul, Beneath Cursed Sands, Cold War, Creature of Fenkenstrain, Dragon Slayer II, Ernest the Chicken, Fairytale I - Growing Pains, Fishing Contest, Garden of Tranquillity, Ghosts Ahoy, In Aid of the Myreque, Lunar Diplomacy, Making History, My Arm's Big Adventure, Olaf's Quest, Pirate's Treasure, Plague City, Regicide, Roving Elves, Shilo Village, Song of the Elves, The Corsair Curse, Underground Pass, While Guthix Sleeps and X Marks the Spot; Quest completeness review batch 6
Barbariantraining	all:item.tinderbox	ALL	item.tinderbox	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats, Another Slice of Ham, Beneath Cursed Sands, Cabin Fever, Contact, Death to the Dorgeshuun, Desert Treasure I, Desert Treasure II, Dream Mentor, Eadgar's Ruse, Enakhra's Lament, Enlightened Journey, Horror from the Deep, Icthlarin's Little Helper, In Aid of the Myreque, Land of the Goblins, Lunar Diplomacy, Merlin's Crystal, Misthalin Mystery, Olaf's Quest, Rag and Bone Man, Rat Catchers, Recipe for Disaster, Regicide, Secrets of the North, Shades of Mort'ton, Song of the Elves, Swan Song, Tai Bwo Wannai Trio, Tears of Guthix, The Corsair Curse, The Dig Site, The Forsaken Tower, The Fremennik Trials, The Giant Dwarf, The Great Brain Robbery and Underground Pass; Quest completeness review batch 6; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
Bearyoursoul	all:item.spade	ALL	item.spade	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Bear Your Soul, Beneath Cursed Sands, Cold War, Creature of Fenkenstrain, Dragon Slayer II, Ernest the Chicken, Fairytale I - Growing Pains, Fishing Contest, Garden of Tranquillity, Ghosts Ahoy, In Aid of the Myreque, Lunar Diplomacy, Making History, My Arm's Big Adventure, Olaf's Quest, Pirate's Treasure, Plague City, Regicide, Roving Elves, Shilo Village, Song of the Elves, The Corsair Curse, Underground Pass, While Guthix Sleeps and X Marks the Spot; Quest completeness review batch 6
Belowicemountain	all:item.bread	ALL	item.bread	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Below Ice Mountain, Death Plateau, Merlin's Crystal and Recipe for Disaster
Belowicemountain	all:item.cooked_meat	ALL	item.cooked_meat	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Below Ice Mountain
Belowicemountain	all:item.knife	ALL	item.knife	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope, Below Ice Mountain, Big Chompy Bird Hunting, Curse of the Empty Lord, Darkness of Hallowvale, Desert Treasure II, Elemental Workshop I, Getting Ahead, Ghosts Ahoy, Lost City, Misthalin Mystery, Perilous Moon, Recipe for Disaster, Sins of the Father, Spirits of the Elid, Tai Bwo Wannai Trio, The Final Dawn, The Fremennik Isles, The Fremennik Trials, The Tourist Trap, While Guthix Sleeps and Zogre Flesh Eaters; Quest completeness review batch 6
Belowicemountain	all:item.steak_sandwich.25631	ALL	item.steak_sandwich.25631	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Below Ice Mountain
Beneathcursedsands	all:item.coal	ALL	item.coal	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Beneath Cursed Sands, Elemental Workshop I, Elemental Workshop II, Enakhra's Lament, In Aid of the Myreque, Regicide, Royal Trouble, The Fremennik Isles and The Giant Dwarf
Beneathcursedsands	all:item.iron-bar	ALL	item.iron-bar	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Animal Magnetism, Beneath Cursed Sands, Bone Voyage, Death Plateau, One Small Favour, Swan Song, The Giant Dwarf, The Knight's Sword, Throne of Miscellania and Troll Romance
Beneathcursedsands	all:item.scarab_mould.26952	ALL	item.scarab_mould.26952	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Beneath Cursed Sands
Beneathcursedsands	all:item.spade	ALL	item.spade	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Bear Your Soul, Beneath Cursed Sands, Cold War, Creature of Fenkenstrain, Dragon Slayer II, Ernest the Chicken, Fairytale I - Growing Pains, Fishing Contest, Garden of Tranquillity, Ghosts Ahoy, In Aid of the Myreque, Lunar Diplomacy, Making History, My Arm's Big Adventure, Olaf's Quest, Pirate's Treasure, Plague City, Regicide, Roving Elves, Shilo Village, Song of the Elves, The Corsair Curse, Underground Pass, While Guthix Sleeps and X Marks the Spot; Quest completeness review batch 6
Beneathcursedsands	all:item.tinderbox	ALL	item.tinderbox	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Tail of Two Cats, Another Slice of Ham, Beneath Cursed Sands, Cabin Fever, Contact, Death to the Dorgeshuun, Desert Treasure I, Desert Treasure II, Dream Mentor, Eadgar's Ruse, Enakhra's Lament, Enlightened Journey, Horror from the Deep, Icthlarin's Little Helper, In Aid of the Myreque, Land of the Goblins, Lunar Diplomacy, Merlin's Crystal, Misthalin Mystery, Olaf's Quest, Rag and Bone Man, Rat Catchers, Recipe for Disaster, Regicide, Secrets of the North, Shades of Mort'ton, Song of the Elves, Swan Song, Tai Bwo Wannai Trio, Tears of Guthix, The Corsair Curse, The Dig Site, The Forsaken Tower, The Fremennik Trials, The Giant Dwarf, The Great Brain Robbery and Underground Pass; Quest completeness review batch 6; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
Beneathcursedsands	all:item.waterskin.1823	ALL	item.waterskin.1823	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Beneath Cursed Sands
Betweenarock	all:item.ammo_mould.4	ALL	item.ammo_mould.4	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Between a Rock...
Betweenarock	all:item.gold-bar	ALL	item.gold-bar	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Between A Rock, Legends Quest, Monkey Madness I, The Giant Dwarf and Watchtower
Betweenarock	all:item.gold_helmet.4567	ALL	item.gold_helmet.4567	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Between a Rock...
Bigchompybirdhunting	all:item.achey_tree_logs.2862	ALL	item.achey_tree_logs.2862	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting
Bigchompybirdhunting	all:item.bloated_toad.2875	ALL	item.bloated_toad.2875	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
Bigchompybirdhunting	all:item.cabbage.1965	ALL	item.cabbage.1965	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; Black Knights' Fortress; Song of the Elves; The Fremennik Trials
Bigchompybirdhunting	all:item.chisel	ALL	item.chisel	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope, Big Chompy Bird Hunting, Desert Treasure II, Dragon Slayer II, Enakhra's Lament, Haunted Mine, Monkey Madness II, Mourning's End Part II, One Small Favour, Shilo Village, Sins of the Father, Sleeping Giants, Tears of Guthix, Temple of the Eye, The Slug Menace and While Guthix Sleeps
Bigchompybirdhunting	all:item.doogle_leaves.1573	ALL	item.doogle_leaves.1573	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; Gertrude’s Cat
Bigchompybirdhunting	all:item.equa_leaves.2128	ALL	item.equa_leaves.2128	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting
Bigchompybirdhunting	all:item.feather.314	ALL	item.feather.314	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; Client of Kourend; Cold War; Mourning’s End Part I; The Tourist Trap
Bigchompybirdhunting	all:item.flighted_ogre_arrow.2865	ALL	item.flighted_ogre_arrow.2865	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting
Bigchompybirdhunting	all:item.iron_spit.7225	ALL	item.iron_spit.7225	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
Bigchompybirdhunting	all:item.knife	ALL	item.knife	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: A Taste of Hope, Below Ice Mountain, Big Chompy Bird Hunting, Curse of the Empty Lord, Darkness of Hallowvale, Desert Treasure II, Elemental Workshop I, Getting Ahead, Ghosts Ahoy, Lost City, Misthalin Mystery, Perilous Moon, Recipe for Disaster, Sins of the Father, Spirits of the Elid, Tai Bwo Wannai Trio, The Final Dawn, The Fremennik Isles, The Fremennik Trials, The Tourist Trap, While Guthix Sleeps and Zogre Flesh Eaters; Quest completeness review batch 6
Bigchompybirdhunting	all:item.ogre_arrow.2866	ALL	item.ogre_arrow.2866	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; Recipe for Disaster
Bigchompybirdhunting	all:item.ogre_arrow_shaft.2864	ALL	item.ogre_arrow_shaft.2864	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting
Bigchompybirdhunting	all:item.ogre_bow.2883	ALL	item.ogre_bow.2883	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Big Chompy Bird Hunting; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Recipe for Disaster; OSRS Wiki: Recipe for Disaster
