family_id	entity_type	canonical_id	variant_ids	family_version	free_to_play
item-family.jug	ITEM	1935		8	true
item-family.knife	ITEM	946		8	true
item-family.law-rune	ITEM	563		8	true
item-family.leather_body	ITEM	1129		2	true
item-family.leather_boots	ITEM	1061		5	true
item-family.leather_chaps	ITEM	1095		5	true
item-family.leather_gloves	ITEM	1059		2	true
item-family.lobster	ITEM	379		8	true
item-family.logs	ITEM	1511		1	true
item-family.longbow	ITEM	839		8	true
item-family.maple-longbow	ITEM	851		8	true
item-family.maple-shortbow	ITEM	853		8	true
item-family.mind-rune	ITEM	558		8	true
item-family.mithril-2h-sword	ITEM	1315		8	true
item-family.mithril-arrow	ITEM	888		8	true
item-family.mithril-bar	ITEM	2359		8	true
item-family.mithril-chainbody	ITEM	1109		8	true
item-family.mithril-dagger	ITEM	1209		8	true
item-family.mithril-full-helm	ITEM	1159		8	true
item-family.mithril-kiteshield	ITEM	1197		8	true
item-family.mithril-longsword	ITEM	1299		8	true
item-family.mithril-mace	ITEM	1428		8	true
item-family.mithril-ore	ITEM	447		8	true
item-family.mithril-platebody	ITEM	1121		8	true
item-family.mithril-platelegs	ITEM	1071		8	true
item-family.mithril-scimitar	ITEM	1329		8	true
item-family.mithril-sq-shield	ITEM	1181		8	true
item-family.mithril-sword	ITEM	1285		8	true
item-family.nature-rune	ITEM	561		8	true
item-family.oak-longbow	ITEM	845		8	true
item-family.oak_shortbow	ITEM	843		5	true
item-family.pike	ITEM	351		8	true
item-family.pot	ITEM	1931		8	true
item-family.pot_of_flour	ITEM	1933		2	true
item-family.raw-lobster	ITEM	377		8	true
item-family.raw-pike	ITEM	349		8	true
item-family.raw-swordfish	ITEM	371		8	true
item-family.raw-tuna	ITEM	359		8	true
item-family.raw_anchovies	ITEM	321		5	true
item-family.raw_beef	ITEM	2132		2	true
item-family.raw_chicken	ITEM	2138		5	true
item-family.raw_herring	ITEM	345		5	true
item-family.raw_salmon	ITEM	331		5	true
item-family.raw_sardine	ITEM	327		5	true
item-family.raw_shrimps	ITEM	317		1	true
item-family.raw_trout	ITEM	335		5	true
item-family.ruby	ITEM	1603		8	true
item-family.ruby-necklace	ITEM	1660		8	true
item-family.ruby-ring	ITEM	1641		8	true
item-family.rune-2h-sword	ITEM	1319		8	true
item-family.rune-arrow	ITEM	892		8	true
item-family.rune-chainbody	ITEM	1113		8	true
item-family.rune-dagger	ITEM	1213		8	true
item-family.rune-full-helm	ITEM	1163		8	true
item-family.rune-kiteshield	ITEM	1201		8	true
item-family.rune-longsword	ITEM	1303		8	true
item-family.rune-mace	ITEM	1432		8	true
item-family.rune-platebody	ITEM	1127		8	true
item-family.rune-platelegs	ITEM	1079		8	true
item-family.rune-scimitar	ITEM	1333		8	true
item-family.rune-sq-shield	ITEM	1185		8	true
item-family.rune-sword	ITEM	1289		8	true
item-family.runite-bar	ITEM	2363		8	true
item-family.runite-ore	ITEM	451		8	true
item-family.salmon	ITEM	329		5	true
item-family.sapphire	ITEM	1607		8	true
item-family.sapphire-necklace	ITEM	1656		8	true
item-family.sapphire-ring	ITEM	1637		8	true
item-family.sardine	ITEM	325		5	true
item-family.shears	ITEM	1735		8	true
item-family.shortbow	ITEM	841		2	true
item-family.shrimps	ITEM	315		1	true
item-family.silver-bar	ITEM	2355		8	true
item-family.silver-ore	ITEM	442		8	true
item-family.small_fishing_net	ITEM	303		1	true
item-family.spade	ITEM	952		8	true
item-family.staff	ITEM	1379		5	true
item-family.staff_of_air	ITEM	1381		2	true
item-family.staff_of_fire	ITEM	1387		5	true
item-family.steel-2h-sword	ITEM	1311		8	true
item-family.steel-arrow	ITEM	886		8	true
item-family.steel-bar	ITEM	2353		8	true
item-family.steel-chainbody	ITEM	1105		8	true
item-family.steel-crossbow	ITEM	9179		8	true
item-family.steel-dagger	ITEM	1207		8	true
item-family.steel-full-helm	ITEM	1157		8	true
item-family.steel-kiteshield	ITEM	1193		8	true
item-family.steel-longsword	ITEM	1295		8	true
item-family.steel-mace	ITEM	1424		8	true
item-family.steel-platebody	ITEM	1119		8	true
item-family.steel-platelegs	ITEM	1069		8	true
item-family.steel-sq-shield	ITEM	1177		8	true
item-family.steel_scimitar	ITEM	1325		5	true
item-family.steel_sword	ITEM	1281		5	true
item-family.swordfish	ITEM	373		8	true
item-family.tinderbox	ITEM	590		1	true
item-family.trout	ITEM	333		5	true
item-family.tuna	ITEM	361		8	true
item-family.uncut-diamond	ITEM	1617		8	true
item-family.uncut-emerald	ITEM	1621		8	true
item-family.uncut-ruby	ITEM	1619		8	true
item-family.uncut-sapphire	ITEM	1623		8	true
item-family.water-rune	ITEM	555		8	true
item-family.willow-longbow	ITEM	847		8	true
item-family.willow_shortbow	ITEM	849		5	true
item-family.wooden_shield	ITEM	1171		1	true
npc-family.al_kharid_warrior	NPC	3292		5	true
npc-family.chicken	NPC	1173	1174	2	true
npc-family.cow	NPC	2790	2791	2	true
npc-family.farmer	NPC	3114		5	true
npc-family.fishing-spot.lumbridge-swamp	NPC	1530		4	true
npc-family.giant_rat	NPC	2856	2857,2858,2859,2860,2861,2862,2863,2864	5	true
npc-family.giant_spider	NPC	3017	3018	5	true
npc-family.goblin	NPC	3028	3029,3030,3031,3032,3033,3034,3035,3036	6	true
npc-family.guard	NPC	3010	3011	5	true
npc-family.highwayman	NPC	518	519	5	true
npc-family.man	NPC	3014		5	true
npc-family.mugger	NPC	513		5	true
npc-family.scorpion	NPC	3024		5	true
npc-family.spider	NPC	3019		5	true
npc-family.woman	NPC	3015		5	true
object-family.range.lumbridge-castle	OBJECT	114		4	true
object-family.rock.copper	OBJECT	10943	11161	3	true
object-family.tree.normal	OBJECT	1276	1277,1278,1279,1280	3	true
