api_class	constant_name	expected_id	catalogue_entity
net.runelite.api.ItemID	COOKED_MEAT	2142	item-family.cooked_meat
net.runelite.api.ItemID	RAW_BEEF	2132	item-family.raw_beef
net.runelite.api.ItemID	POT_OF_FLOUR	1933	item-family.pot_of_flour
net.runelite.api.NpcID	COW	2790	npc-family.cow
net.runelite.api.NpcID	COW_2791	2791	npc-family.cow
net.runelite.api.NpcID	CHICKEN	1173	npc-family.chicken
net.runelite.api.NpcID	CHICKEN_1174	1174	npc-family.chicken
net.runelite.api.ObjectID	TREE	1276	object-family.tree.normal
net.runelite.api.ObjectID	TREE_1277	1277	object-family.tree.normal
net.runelite.api.ObjectID	TREE_1278	1278	object-family.tree.normal
net.runelite.api.ObjectID	TREE_1279	1279	object-family.tree.normal
net.runelite.api.ObjectID	TREE_1280	1280	object-family.tree.normal
net.runelite.api.gameval.ObjectID	COPPERROCK1	10943	object-family.rock.copper
net.runelite.api.gameval.ObjectID	COPPERROCK2	11161	object-family.rock.copper
net.runelite.api.gameval.NpcID	_0_50_49_SALTFISH	1530	npc-family.fishing-spot.lumbridge-swamp
net.runelite.api.gameval.ObjectID	COOKSQUESTRANGE	114	object-family.range.lumbridge-castle
net.runelite.api.ItemID	OAK_SHORTBOW	843	item-family.oak_shortbow
net.runelite.api.ItemID	WILLOW_SHORTBOW	849	item-family.willow_shortbow
net.runelite.api.ItemID	BRONZE_DAGGER	1205	item-family.bronze_dagger
net.runelite.api.ItemID	IRON_SWORD	1279	item-family.iron_sword
net.runelite.api.ItemID	STEEL_SWORD	1281	item-family.steel_sword
net.runelite.api.ItemID	BRONZE_2H_SWORD	1307	item-family.bronze_2h_sword
net.runelite.api.ItemID	IRON_2H_SWORD	1309	item-family.iron_2h_sword
net.runelite.api.ItemID	BRONZE_SCIMITAR	1321	item-family.bronze_scimitar
net.runelite.api.ItemID	IRON_SCIMITAR	1323	item-family.iron_scimitar
net.runelite.api.ItemID	STEEL_SCIMITAR	1325	item-family.steel_scimitar
net.runelite.api.ItemID	STAFF	1379	item-family.staff
net.runelite.api.ItemID	STAFF_OF_FIRE	1387	item-family.staff_of_fire
net.runelite.api.ItemID	LEATHER_BOOTS	1061	item-family.leather_boots
net.runelite.api.ItemID	IRON_PLATELEGS	1067	item-family.iron_platelegs
net.runelite.api.ItemID	BRONZE_PLATELEGS	1075	item-family.bronze_platelegs
net.runelite.api.ItemID	LEATHER_CHAPS	1095	item-family.leather_chaps
net.runelite.api.ItemID	IRON_PLATEBODY	1115	item-family.iron_platebody
net.runelite.api.ItemID	BRONZE_PLATEBODY	1117	item-family.bronze_platebody
net.runelite.api.ItemID	HARDLEATHER_BODY	1131	item-family.hardleather_body
net.runelite.api.ItemID	IRON_MED_HELM	1137	item-family.iron_med_helm
net.runelite.api.ItemID	IRON_FULL_HELM	1153	item-family.iron_full_helm
net.runelite.api.ItemID	BRONZE_FULL_HELM	1155	item-family.bronze_full_helm
net.runelite.api.ItemID	BRONZE_KITESHIELD	1189	item-family.bronze_kiteshield
net.runelite.api.ItemID	IRON_KITESHIELD	1191	item-family.iron_kiteshield
net.runelite.api.ItemID	ANCHOVIES	319	item-family.anchovies
net.runelite.api.ItemID	RAW_ANCHOVIES	321	item-family.raw_anchovies
net.runelite.api.ItemID	SARDINE	325	item-family.sardine
net.runelite.api.ItemID	RAW_SARDINE	327	item-family.raw_sardine
net.runelite.api.ItemID	SALMON	329	item-family.salmon
net.runelite.api.ItemID	RAW_SALMON	331	item-family.raw_salmon
net.runelite.api.ItemID	TROUT	333	item-family.trout
net.runelite.api.ItemID	RAW_TROUT	335	item-family.raw_trout
net.runelite.api.ItemID	RAW_HERRING	345	item-family.raw_herring
net.runelite.api.ItemID	HERRING	347	item-family.herring
net.runelite.api.ItemID	RAW_CHICKEN	2138	item-family.raw_chicken
net.runelite.api.ItemID	COOKED_CHICKEN	2140	item-family.cooked_chicken
net.runelite.api.NpcID	MAN_3014	3014	npc-family.man
net.runelite.api.NpcID	WOMAN_3015	3015	npc-family.woman
net.runelite.api.NpcID	GIANT_RAT_2856	2856	npc-family.giant_rat
net.runelite.api.NpcID	GIANT_RAT_2857	2857	npc-family.giant_rat
net.runelite.api.NpcID	GIANT_RAT_2858	2858	npc-family.giant_rat
net.runelite.api.NpcID	GIANT_RAT_2859	2859	npc-family.giant_rat
net.runelite.api.NpcID	GIANT_RAT_2860	2860	npc-family.giant_rat
net.runelite.api.NpcID	GIANT_RAT_2861	2861	npc-family.giant_rat
net.runelite.api.NpcID	GIANT_RAT_2862	2862	npc-family.giant_rat
net.runelite.api.NpcID	GIANT_RAT_2863	2863	npc-family.giant_rat
net.runelite.api.NpcID	GIANT_RAT_2864	2864	npc-family.giant_rat
net.runelite.api.NpcID	GIANT_SPIDER_3017	3017	npc-family.giant_spider
net.runelite.api.NpcID	GIANT_SPIDER_3018	3018	npc-family.giant_spider
net.runelite.api.NpcID	SPIDER_3019	3019	npc-family.spider
net.runelite.api.NpcID	SCORPION_3024	3024	npc-family.scorpion
net.runelite.api.NpcID	FARMER	3114	npc-family.farmer
net.runelite.api.NpcID	AL_KHARID_WARRIOR	3292	npc-family.al_kharid_warrior
net.runelite.api.NpcID	HIGHWAYMAN	518	npc-family.highwayman
net.runelite.api.NpcID	HIGHWAYMAN_519	519	npc-family.highwayman
net.runelite.api.NpcID	MUGGER	513	npc-family.mugger
net.runelite.api.NpcID	GUARD_3010	3010	npc-family.guard
net.runelite.api.NpcID	GUARD_3011	3011	npc-family.guard
net.runelite.api.ItemID	BRONZE_LONGSWORD	1291	item-family.bronze-longsword
net.runelite.api.ItemID	IRON_LONGSWORD	1293	item-family.iron-longsword
net.runelite.api.ItemID	STEEL_LONGSWORD	1295	item-family.steel-longsword
net.runelite.api.ItemID	MITHRIL_LONGSWORD	1299	item-family.mithril-longsword
net.runelite.api.ItemID	ADAMANT_LONGSWORD	1301	item-family.adamant-longsword
net.runelite.api.ItemID	RUNE_LONGSWORD	1303	item-family.rune-longsword
net.runelite.api.ItemID	MITHRIL_SWORD	1285	item-family.mithril-sword
net.runelite.api.ItemID	ADAMANT_SWORD	1287	item-family.adamant-sword
net.runelite.api.ItemID	RUNE_SWORD	1289	item-family.rune-sword
net.runelite.api.ItemID	MITHRIL_SCIMITAR	1329	item-family.mithril-scimitar
net.runelite.api.ItemID	ADAMANT_SCIMITAR	1331	item-family.adamant-scimitar
net.runelite.api.ItemID	RUNE_SCIMITAR	1333	item-family.rune-scimitar
net.runelite.api.ItemID	STEEL_DAGGER	1207	item-family.steel-dagger
net.runelite.api.ItemID	MITHRIL_DAGGER	1209	item-family.mithril-dagger
net.runelite.api.ItemID	ADAMANT_DAGGER	1211	item-family.adamant-dagger
net.runelite.api.ItemID	RUNE_DAGGER	1213	item-family.rune-dagger
net.runelite.api.ItemID	STEEL_MACE	1424	item-family.steel-mace
net.runelite.api.ItemID	MITHRIL_MACE	1428	item-family.mithril-mace
net.runelite.api.ItemID	ADAMANT_MACE	1430	item-family.adamant-mace
net.runelite.api.ItemID	RUNE_MACE	1432	item-family.rune-mace
net.runelite.api.ItemID	STEEL_2H_SWORD	1311	item-family.steel-2h-sword
net.runelite.api.ItemID	MITHRIL_2H_SWORD	1315	item-family.mithril-2h-sword
net.runelite.api.ItemID	ADAMANT_2H_SWORD	1317	item-family.adamant-2h-sword
net.runelite.api.ItemID	RUNE_2H_SWORD	1319	item-family.rune-2h-sword
net.runelite.api.ItemID	BRONZE_CHAINBODY	1103	item-family.bronze-chainbody
net.runelite.api.ItemID	IRON_CHAINBODY	1101	item-family.iron-chainbody
net.runelite.api.ItemID	STEEL_CHAINBODY	1105	item-family.steel-chainbody
net.runelite.api.ItemID	MITHRIL_CHAINBODY	1109	item-family.mithril-chainbody
net.runelite.api.ItemID	ADAMANT_CHAINBODY	1111	item-family.adamant-chainbody
net.runelite.api.ItemID	RUNE_CHAINBODY	1113	item-family.rune-chainbody
net.runelite.api.ItemID	STEEL_PLATEBODY	1119	item-family.steel-platebody
net.runelite.api.ItemID	MITHRIL_PLATEBODY	1121	item-family.mithril-platebody
net.runelite.api.ItemID	ADAMANT_PLATEBODY	1123	item-family.adamant-platebody
net.runelite.api.ItemID	RUNE_PLATEBODY	1127	item-family.rune-platebody
net.runelite.api.ItemID	STEEL_PLATELEGS	1069	item-family.steel-platelegs
net.runelite.api.ItemID	MITHRIL_PLATELEGS	1071	item-family.mithril-platelegs
net.runelite.api.ItemID	ADAMANT_PLATELEGS	1073	item-family.adamant-platelegs
net.runelite.api.ItemID	RUNE_PLATELEGS	1079	item-family.rune-platelegs
net.runelite.api.ItemID	STEEL_FULL_HELM	1157	item-family.steel-full-helm
net.runelite.api.ItemID	MITHRIL_FULL_HELM	1159	item-family.mithril-full-helm
net.runelite.api.ItemID	ADAMANT_FULL_HELM	1161	item-family.adamant-full-helm
net.runelite.api.ItemID	RUNE_FULL_HELM	1163	item-family.rune-full-helm
net.runelite.api.ItemID	STEEL_KITESHIELD	1193	item-family.steel-kiteshield
net.runelite.api.ItemID	MITHRIL_KITESHIELD	1197	item-family.mithril-kiteshield
net.runelite.api.ItemID	ADAMANT_KITESHIELD	1199	item-family.adamant-kiteshield
net.runelite.api.ItemID	RUNE_KITESHIELD	1201	item-family.rune-kiteshield
net.runelite.api.ItemID	STEEL_SQ_SHIELD	1177	item-family.steel-sq-shield
net.runelite.api.ItemID	MITHRIL_SQ_SHIELD	1181	item-family.mithril-sq-shield
net.runelite.api.ItemID	ADAMANT_SQ_SHIELD	1183	item-family.adamant-sq-shield
net.runelite.api.ItemID	RUNE_SQ_SHIELD	1185	item-family.rune-sq-shield
net.runelite.api.ItemID	MAPLE_SHORTBOW	853	item-family.maple-shortbow
net.runelite.api.ItemID	MAPLE_LONGBOW	851	item-family.maple-longbow
net.runelite.api.ItemID	OAK_LONGBOW	845	item-family.oak-longbow
net.runelite.api.ItemID	WILLOW_LONGBOW	847	item-family.willow-longbow
net.runelite.api.ItemID	LONGBOW	839	item-family.longbow
net.runelite.api.ItemID	BRONZE_CROSSBOW	9174	item-family.bronze-crossbow
net.runelite.api.ItemID	IRON_CROSSBOW	9177	item-family.iron-crossbow
net.runelite.api.ItemID	STEEL_CROSSBOW	9179	item-family.steel-crossbow
net.runelite.api.ItemID	AIR_RUNE	556	item-family.air-rune
net.runelite.api.ItemID	WATER_RUNE	555	item-family.water-rune
net.runelite.api.ItemID	EARTH_RUNE	557	item-family.earth-rune
net.runelite.api.ItemID	FIRE_RUNE	554	item-family.fire-rune
net.runelite.api.ItemID	MIND_RUNE	558	item-family.mind-rune
net.runelite.api.ItemID	BODY_RUNE	559	item-family.body-rune
net.runelite.api.ItemID	CHAOS_RUNE	562	item-family.chaos-rune
net.runelite.api.ItemID	DEATH_RUNE	560	item-family.death-rune
net.runelite.api.ItemID	NATURE_RUNE	561	item-family.nature-rune
net.runelite.api.ItemID	LAW_RUNE	563	item-family.law-rune
net.runelite.api.ItemID	COSMIC_RUNE	564	item-family.cosmic-rune
net.runelite.api.ItemID	BRONZE_ARROW	882	item-family.bronze-arrow
net.runelite.api.ItemID	IRON_ARROW	884	item-family.iron-arrow
net.runelite.api.ItemID	STEEL_ARROW	886	item-family.steel-arrow
net.runelite.api.ItemID	MITHRIL_ARROW	888	item-family.mithril-arrow
net.runelite.api.ItemID	ADAMANT_ARROW	890	item-family.adamant-arrow
net.runelite.api.ItemID	RUNE_ARROW	892	item-family.rune-arrow
net.runelite.api.ItemID	COAL	453	item-family.coal
net.runelite.api.ItemID	IRON_ORE	440	item-family.iron-ore
net.runelite.api.ItemID	SILVER_ORE	442	item-family.silver-ore
net.runelite.api.ItemID	GOLD_ORE	444	item-family.gold-ore
net.runelite.api.ItemID	MITHRIL_ORE	447	item-family.mithril-ore
net.runelite.api.ItemID	ADAMANTITE_ORE	449	item-family.adamantite-ore
net.runelite.api.ItemID	RUNITE_ORE	451	item-family.runite-ore
net.runelite.api.ItemID	BRONZE_BAR	2349	item-family.bronze-bar
net.runelite.api.ItemID	IRON_BAR	2351	item-family.iron-bar
net.runelite.api.ItemID	STEEL_BAR	2353	item-family.steel-bar
net.runelite.api.ItemID	SILVER_BAR	2355	item-family.silver-bar
net.runelite.api.ItemID	GOLD_BAR	2357	item-family.gold-bar
net.runelite.api.ItemID	MITHRIL_BAR	2359	item-family.mithril-bar
net.runelite.api.ItemID	ADAMANTITE_BAR	2361	item-family.adamantite-bar
net.runelite.api.ItemID	RUNITE_BAR	2363	item-family.runite-bar
net.runelite.api.ItemID	UNCUT_SAPPHIRE	1623	item-family.uncut-sapphire
net.runelite.api.ItemID	UNCUT_EMERALD	1621	item-family.uncut-emerald
net.runelite.api.ItemID	UNCUT_RUBY	1619	item-family.uncut-ruby
net.runelite.api.ItemID	UNCUT_DIAMOND	1617	item-family.uncut-diamond
net.runelite.api.ItemID	SAPPHIRE	1607	item-family.sapphire
net.runelite.api.ItemID	EMERALD	1605	item-family.emerald
net.runelite.api.ItemID	RUBY	1603	item-family.ruby
net.runelite.api.ItemID	DIAMOND	1601	item-family.diamond
net.runelite.api.ItemID	LOBSTER	379	item-family.lobster
net.runelite.api.ItemID	RAW_LOBSTER	377	item-family.raw-lobster
net.runelite.api.ItemID	SWORDFISH	373	item-family.swordfish
net.runelite.api.ItemID	RAW_SWORDFISH	371	item-family.raw-swordfish
net.runelite.api.ItemID	TUNA	361	item-family.tuna
net.runelite.api.ItemID	RAW_TUNA	359	item-family.raw-tuna
net.runelite.api.ItemID	PIKE	351	item-family.pike
net.runelite.api.ItemID	RAW_PIKE	349	item-family.raw-pike
net.runelite.api.ItemID	AMULET_OF_STRENGTH	1725	item-family.amulet-of-strength
net.runelite.api.ItemID	AMULET_OF_MAGIC	1727	item-family.amulet-of-magic
net.runelite.api.ItemID	AMULET_OF_ACCURACY	1478	item-family.amulet-of-accuracy
net.runelite.api.ItemID	AMULET_OF_DEFENCE	1729	item-family.amulet-of-defence
net.runelite.api.ItemID	GOLD_RING	1635	item-family.gold-ring
net.runelite.api.ItemID	SAPPHIRE_RING	1637	item-family.sapphire-ring
net.runelite.api.ItemID	EMERALD_RING	1639	item-family.emerald-ring
net.runelite.api.ItemID	RUBY_RING	1641	item-family.ruby-ring
net.runelite.api.ItemID	DIAMOND_RING	1643	item-family.diamond-ring
net.runelite.api.ItemID	GOLD_NECKLACE	1654	item-family.gold-necklace
net.runelite.api.ItemID	SAPPHIRE_NECKLACE	1656	item-family.sapphire-necklace
net.runelite.api.ItemID	EMERALD_NECKLACE	1658	item-family.emerald-necklace
net.runelite.api.ItemID	RUBY_NECKLACE	1660	item-family.ruby-necklace
net.runelite.api.ItemID	DIAMOND_NECKLACE	1662	item-family.diamond-necklace
net.runelite.api.ItemID	CHISEL	1755	item-family.chisel
net.runelite.api.ItemID	HAMMER	2347	item-family.hammer
net.runelite.api.ItemID	KNIFE	946	item-family.knife
net.runelite.api.ItemID	SHEARS	1735	item-family.shears
net.runelite.api.ItemID	BUCKET	1925	item-family.bucket
net.runelite.api.ItemID	JUG	1935	item-family.jug
net.runelite.api.ItemID	BOWL	1923	item-family.bowl
net.runelite.api.ItemID	POT	1931	item-family.pot
net.runelite.api.ItemID	SPADE	952	item-family.spade
