family_id	entity_type	canonical_id	variant_ids	family_version	free_to_play
cache-item-family.accursed_sceptre_a.27679	ITEM	27679	27680	9	false
cache-item-family.accursed_sceptre_au.27676	ITEM	27676	27677,27678	9	false
cache-item-family.accursed_sceptre_u.27662	ITEM	27662	27663,27664	9	false
cache-item-family.achey_tree_logs.2862	ITEM	2862	2863,17949	9	false
cache-item-family.achievement_diary_cape.19476	ITEM	19476	13069,14279,19477	9	false
cache-item-family.achievement_diary_hood.13070	ITEM	13070	14280	9	false
cache-item-family.acorn.5312	ITEM	5312	13759	14	false
cache-item-family.adamant_arrowtips.43	ITEM	43	18226	9	false
cache-item-family.adamant_axe.1357	ITEM	1357	1358,14709	9	true
cache-item-family.adamant_battleaxe.1371	ITEM	1371	1372,14718	9	true
cache-item-family.adamant_bolts.9143	ITEM	9143	9290,9297,9304,14515,15124,15132,15140	9	false
cache-item-family.adamant_bolts_unf.9380	ITEM	9380	15148	14	false
cache-item-family.adamant_boots.4129	ITEM	4129	4130,14195	9	false
cache-item-family.adamant_brutal.4798	ITEM	4798	16877	9	false
cache-item-family.adamant_cane.12377	ITEM	12377	12378,15929	9	false
cache-item-family.adamant_cannonball.31912	ITEM	31912	31913	14	false
cache-item-family.adamant_chainshot_cannonball.31926	ITEM	31926	31927	14	false
cache-item-family.adamant_claws.3100	ITEM	3100	3120,14327	9	false
cache-item-family.adamant_crossbow.9183	ITEM	9183	9184,14506	9	false
cache-item-family.adamant_crossbow_u.9463	ITEM	9463	9464,15117	14	false
cache-item-family.adamant_dart.810	ITEM	810	816,5633,5640,14523,14531,14547,14555	9	false
cache-item-family.adamant_dart_tip.823	ITEM	823	14539	14	false
cache-item-family.adamant_defender.8849	ITEM	8849	14347,24141	9	false
cache-item-family.adamant_dragon_mask.23270	ITEM	23270	23271,23272	9	false
cache-item-family.adamant_felling_axe.28211	ITEM	28211	28212,28213	9	false
cache-item-family.adamant_fire_arrow.2538	ITEM	2538	2539,14587,14588	13	false
cache-item-family.adamant_gloves.7459	ITEM	7459	14366,20582	18	false
cache-item-family.adamant_gold_trimmed_set_lg.13020	ITEM	13020	13021,13940	14	true
cache-item-family.adamant_gold_trimmed_set_sk.13022	ITEM	13022	13023,13941	14	true
cache-item-family.adamant_halberd.3200	ITEM	3200	3201,14625	9	false
cache-item-family.adamant_hasta.11375	ITEM	11375	11376,11407,11408,11409,11410,11411,11412,11413,15558,15576,15577,15578,15579	13	false
cache-item-family.adamant_heraldic_helm.22159	ITEM	22159	22160,22161,22162,22163,22164,22165,22166,22167,22168,22169,22170,22171,22172,22173,22174,22175,22176,22177,22178,22179,22180,22181,22182,22183,22184,22185,22186,22187,22188,22189,22190	9	false
cache-item-family.adamant_incendiary_cannonball.31940	ITEM	31940	31941	14	false
cache-item-family.adamant_javelin.829	ITEM	829	835,5646,5652,14446,14452,14458,14464	9	false
cache-item-family.adamant_javelin_tips.19578	ITEM	19578	19579	14	false
cache-item-family.adamant_keel_parts.32011	ITEM	32011	32012,32013	14	false
cache-item-family.adamant_knife.867	ITEM	867	875,5659,5666,14477,14484,14491,14498	9	false
cache-item-family.adamant_med_helm.1145	ITEM	1145	1146,6895,14140	9	false
cache-item-family.adamant_pickaxe.1271	ITEM	1271	1272,14763	9	true
cache-item-family.adamant_plateskirt.1091	ITEM	1091	1092,3474,3475,3670,3671,14181,15771,15776	9	true
cache-item-family.adamant_seeds.29458	ITEM	29458	29459	9	false
cache-item-family.adamant_set_lg.13012	ITEM	13012	13013,13936	14	true
cache-item-family.adamant_set_sk.13014	ITEM	13014	13015,13937	14	true
cache-item-family.adamant_spear.1245	ITEM	1245	1246,1259,1260,3174,5712,5713,5726,5727,14772,14779,14786,14793,14801	13	false
cache-item-family.adamant_staff_of_collection.30607	ITEM	30607	30608	9	false
cache-item-family.adamant_thrownaxe.804	ITEM	804	14470	9	false
cache-item-family.adamant_trimmed_set_lg.13016	ITEM	13016	13017,13938	14	true
cache-item-family.adamant_trimmed_set_sk.13018	ITEM	13018	13019,13939	14	true
cache-item-family.adamant_warhammer.1345	ITEM	1345	1346,14726	9	true
cache-item-family.adamantite_limbs.9429	ITEM	9429	9430,15107	14	false
cache-item-family.adamantite_nails.4823	ITEM	4823	16858	9	false
cache-item-family.adamantite_ore_fragment.21537	ITEM	21537		9	false
cache-item-family.admiral_pie.7198	ITEM	7198	7199,19185	9	false
cache-item-family.adventurer_s_boots_t1.27394	ITEM	27394	27395	9	false
cache-item-family.adventurer_s_boots_t2.27402	ITEM	27402	27403	9	false
cache-item-family.adventurer_s_boots_t3.27410	ITEM	27410	27411	9	false
cache-item-family.adventurer_s_cape.27442	ITEM	27442	27443	9	false
cache-item-family.adventurer_s_hood_t1.27392	ITEM	27392	27393	9	false
cache-item-family.adventurer_s_hood_t2.27400	ITEM	27400	27401	9	false
cache-item-family.adventurer_s_hood_t3.27408	ITEM	27408	27409	9	false
cache-item-family.adventurer_s_top_t1.27388	ITEM	27388	27389	9	false
cache-item-family.adventurer_s_top_t2.27396	ITEM	27396	27397	9	false
cache-item-family.adventurer_s_top_t3.27404	ITEM	27404	27405	9	false
cache-item-family.adventurer_s_trousers_t1.27390	ITEM	27390	27391	9	false
cache-item-family.adventurer_s_trousers_t2.27398	ITEM	27398	27399	9	false
cache-item-family.adventurer_s_trousers_t3.27406	ITEM	27406	27407	9	false
cache-item-family.adventurer_s_vambraces.27412	ITEM	27412	27413	9	false
cache-item-family.aether_catalyst.30771	ITEM	30771	30772	14	false
cache-item-family.aether_rune.30843	ITEM	30843	30844	14	false
cache-item-family.afro.12430	ITEM	12430	12431,15963	9	false
cache-item-family.agility_cape.9771	ITEM	9771	9772,13340,13341,14234,14235	9	false
cache-item-family.agility_hood.9773	ITEM	9773	14236	9	false
cache-item-family.agility_mix.11463	ITEM	11463	11461,11462,11464,15503,19400	9	false
cache-item-family.agility_potion.3038	ITEM	3038	3032,3033,3034,3035,3036,3037,3039,15278,19377,19378,19379	9	false
cache-item-family.ahrim_s_armour_set.12881	ITEM	12881	12882,13904	14	false
cache-item-family.ahrim_s_hood.4708	ITEM	4708	4709,4856,4857,4858,4859,4860,4861,15707,15708,30445,30446,30519,30520,30525,30526,30531,30532,30537,30538,30543,30544	15	false
cache-item-family.ahrim_s_robeskirt.4714	ITEM	4714	4715,4874,4875,4876,4877,4878,4879,15713,15714,20599,30449,30450,30523,30524,30529,30530,30535,30536,30541,30542,30547,30548	15	false
cache-item-family.ahrim_s_robetop.4712	ITEM	4712	4713,4868,4869,4870,4871,4872,4873,15711,15712,20598,30447,30448,30521,30522,30527,30528,30533,30534,30539,30540,30545,30546	15	false
cache-item-family.ahrim_s_staff.4710	ITEM	4710	4711,4862,4863,4864,4865,4866,4867,15709,15710,23653,30568,30569,30570,30571,30572,30573,30574,30575,30672,30673,30674,30675	15	false
cache-item-family.air_battlestaff.1397	ITEM	1397	1398,14685	9	false
cache-item-family.air_orb.573	ITEM	573	574,13697	14	false
cache-item-family.air_talisman.1438	ITEM	1438	1439,19227	9	true
cache-item-family.air_tiara.5527	ITEM	5527	5528,19249	9	true
cache-item-family.airtight_pot.4436	ITEM	4436	4437,17697	14	false
cache-item-family.alan_s_blessed_bones.31075	ITEM	31075	31076	9	false
cache-item-family.alan_s_bonemeal.30975	ITEM	30975	30976	9	false
cache-item-family.alan_s_bones.30973	ITEM	30973	30974	9	false
cache-item-family.albatross_feather.32826	ITEM	32826		9	false
cache-item-family.alchemist_gloves.29986	ITEM	29986	29987	9	false
cache-item-family.alchemist_labcoat.29978	ITEM	29978	29979,29980,29981	9	false
cache-item-family.alchemist_pants.29982	ITEM	29982	29983,29984,29985	9	false
cache-item-family.alchemist_s_amulet.29988	ITEM	29988	29989,29990,29991,29992	9	false
cache-item-family.aldarin_teleport.30149	ITEM	30149	30150	9	false
cache-item-family.aldarium.29993	ITEM	29993	29994,29995	14	false
cache-item-family.ale_of_the_gods.20056	ITEM	20056	20057,20058	9	false
cache-item-family.ale_yeast.5767	ITEM	5767	5768,19171	14	false
cache-item-family.amethyst.21347	ITEM	21347	21348,21349	14	false
cache-item-family.amethyst_arrow.21326	ITEM	21326	21327,21332,21333,21334,21335,21336,21337	9	false
cache-item-family.amethyst_arrowtips.21350	ITEM	21350	21351	9	false
cache-item-family.amethyst_bolt_tips.21338	ITEM	21338	21339	9	false
cache-item-family.amethyst_broad_bolts.21316	ITEM	21316	21317	9	false
cache-item-family.amethyst_dart.25849	ITEM	25849	25850,25851,25852,25855,25856,25857,25858	9	false
cache-item-family.amethyst_dart_tip.25853	ITEM	25853	25854	14	false
cache-item-family.amethyst_fire_arrow.21328	ITEM	21328	21329,21330,21331	13	false
cache-item-family.amethyst_javelin.21318	ITEM	21318	21319,21320,21321,21322,21323,21324,21325	9	false
cache-item-family.amethyst_javelin_tips.21352	ITEM	21352	21353	14	false
cache-item-family.ammo_mould.4	ITEM	4	17855	9	false
cache-item-family.amulet_mould.1595	ITEM	1595	1596,16365	9	true
cache-item-family.amulet_of_avarice.22557	ITEM	22557	22558,22559	9	false
cache-item-family.amulet_of_blood_fury.24780	ITEM	24780	24781	9	false
cache-item-family.amulet_of_bounty.21160	ITEM	21160	21161,21162	9	false
cache-item-family.amulet_of_chemistry.21163	ITEM	21163	21164,21165	9	false
cache-item-family.amulet_of_eternal_glory.19707	ITEM	19707	19708,19709	9	false
cache-item-family.amulet_of_fury.6585	ITEM	6585	6586,12436,15966,18252,23640,23641	9	false
cache-item-family.amulet_of_glory.1704	ITEM	1704	1705,1706,1707,1708,1709,1710,1711,1712,1713,8283,10354,10355,10356,10357,10358,10359,10360,10361,10362,10363,11964,11965,11966,11967,11976,11977,11978,11979,16091,16346,20586,21443,21444,21453,21454	13	false
cache-item-family.amulet_of_nature.6040	ITEM	6040	13746	9	false
cache-item-family.amulet_of_power.1731	ITEM	1731	1732,16356,20585,23354,23355,23356	18	true
cache-item-family.amulet_of_rancour.29801	ITEM	29801	29802,29803	9	false
cache-item-family.amulet_of_rancour_s.29804	ITEM	29804	29805	9	false
cache-item-family.amulet_of_the_damned.12853	ITEM	12853	12851,12852,15733,15734	9	false
cache-item-family.amulet_of_the_eye.26914	ITEM	26914	26915,26990,26991,26992,26993,26994,26995	9	false
cache-item-family.amulet_of_torture.19553	ITEM	19553	19554,19555,20366,20367,27173	9	false
cache-item-family.amy_s_saw.24880	ITEM	24880	24881	9	false
cache-item-family.amy_s_saw_off_hand.29774	ITEM	29774		9	false
cache-item-family.amylase_crystal.12640	ITEM	12640	18214	14	false
cache-item-family.ana_in_a_barrel.1842	ITEM	1842		9	false
cache-item-family.ancestral_hat.21018	ITEM	21018	21019,21020,25518	9	false
cache-item-family.ancestral_robe_bottom.21024	ITEM	21024	21025,21026,27194	9	false
cache-item-family.ancestral_robe_top.21021	ITEM	21021	21022,21023,27193	9	false
cache-item-family.ancestral_robes_set.21049	ITEM	21049	21050,21051	14	false
cache-item-family.anchovy_oil.11264	ITEM	11264	11265,15661	9	false
cache-item-family.anchovy_pizza.2297	ITEM	2297	2298,2299,2300,19138,19139	13	true
cache-item-family.ancient_blessing.20235	ITEM	20235	20236,20237	9	false
cache-item-family.ancient_bracers.12490	ITEM	12490	12491,15980	9	false
cache-item-family.ancient_brew.26346	ITEM	26346	26340,26341,26342,26343,26344,26345,26347,26413,26414,26415,26416	9	false
cache-item-family.ancient_ceremonial_boots.26229	ITEM	26229	26230,26400	9	false
cache-item-family.ancient_ceremonial_gloves.26227	ITEM	26227	26228,26399	9	false
cache-item-family.ancient_ceremonial_legs.26223	ITEM	26223	26224,26397	9	false
cache-item-family.ancient_ceremonial_mask.26225	ITEM	26225	26226,26398	9	false
cache-item-family.ancient_ceremonial_top.26221	ITEM	26221	26222,26396	9	false
cache-item-family.ancient_chaps.12494	ITEM	12494	12495,15982	9	false
cache-item-family.ancient_cloak.12197	ITEM	12197	12198,15839	9	false
cache-item-family.ancient_coif.12496	ITEM	12496	12497,15983	9	false
cache-item-family.ancient_crozier.12199	ITEM	12199	12200,15840	9	false
cache-item-family.ancient_crystal.21804	ITEM	21804	21805,21806	14	false
cache-item-family.ancient_d_hide_body.12492	ITEM	12492	12493,15981	9	false
cache-item-family.ancient_d_hide_boots.19921	ITEM	19921	19922,19923	9	false
cache-item-family.ancient_d_hide_shield.23197	ITEM	23197	23198,23199	9	false
cache-item-family.ancient_dragonhide_set.13171	ITEM	13171	13172,13975	9	false
cache-item-family.ancient_effigy.22302	ITEM	22302	22303,22304	14	false
cache-item-family.ancient_emblem.21807	ITEM	21807	21808,21809	14	false
cache-item-family.ancient_essence.27616	ITEM	27616	27617	9	false
cache-item-family.ancient_full_helm.12466	ITEM	12466	12467,15828	9	true
cache-item-family.ancient_godsword.26233	ITEM	26233	26234,26402,27184	9	false
cache-item-family.ancient_halo.24201	ITEM	24201	24202,24203	9	false
cache-item-family.ancient_hilt.26370	ITEM	26370	26371,26401	14	false
cache-item-family.ancient_kiteshield.12468	ITEM	12468	12469,15829	9	true
cache-item-family.ancient_lamp.28409	ITEM	28409		9	false
cache-item-family.ancient_mace.11061	ITEM	11061	11064,17849	9	false
cache-item-family.ancient_magicks_tablet.20430	ITEM	20430		9	true
cache-item-family.ancient_medallion.22299	ITEM	22299	22300,22301	14	false
cache-item-family.ancient_mitre.12203	ITEM	12203	12204,15842	9	false
cache-item-family.ancient_mix.26353	ITEM	26353	26350,26351,26352,26354,26355	9	false
cache-item-family.ancient_page_1.12621	ITEM	12621	14436	14	false
cache-item-family.ancient_page_2.12622	ITEM	12622	14437	14	false
cache-item-family.ancient_page_3.12623	ITEM	12623	14438	14	false
cache-item-family.ancient_page_4.12624	ITEM	12624	14439	14	false
cache-item-family.ancient_platebody.12460	ITEM	12460	12461,15825	9	true
cache-item-family.ancient_platelegs.12462	ITEM	12462	12463,15826	9	true
cache-item-family.ancient_plateskirt.12464	ITEM	12464	12465,15827	9	true
cache-item-family.ancient_relic.22305	ITEM	22305	22306,22307	14	false
cache-item-family.ancient_robe_legs.12195	ITEM	12195	12196,15838	9	false
cache-item-family.ancient_robe_top.12193	ITEM	12193	12194,15837	9	false
cache-item-family.ancient_rune_armour_set_lg.13060	ITEM	13060	13061,13960	14	true
cache-item-family.ancient_rune_armour_set_sk.13062	ITEM	13062	13063,13961	14	true
cache-item-family.ancient_sceptre.27624	ITEM	27624	27625,27626	9	false
cache-item-family.ancient_staff.4675	ITEM	4675	4676,16476,20431	9	false
cache-item-family.ancient_statuette.21813	ITEM	21813	21814,21815	14	false
cache-item-family.ancient_stole.12201	ITEM	12201	12202,15841	9	false
cache-item-family.ancient_totem.21810	ITEM	21810	21811,21812	14	false
cache-item-family.ancient_wyvern_shield.21633	ITEM	21633	21634,21635,21636	9	false
cache-item-family.anger_battleaxe.7807	ITEM	7807		9	false
cache-item-family.anger_mace.7808	ITEM	7808		9	false
cache-item-family.anger_spear.7809	ITEM	7809		9	false
cache-item-family.anger_sword.7806	ITEM	7806		9	false
cache-item-family.angler_boots.13261	ITEM	13261	15596	9	false
cache-item-family.angler_hat.13258	ITEM	13258	15593	9	false
cache-item-family.angler_s_paint.32096	ITEM	32096	32097,32098	14	false
cache-item-family.angler_top.13259	ITEM	13259	15594	9	false
cache-item-family.angler_waders.13260	ITEM	13260	15595	9	false
cache-item-family.anglerfish.13441	ITEM	13441	13442,18482	9	false
cache-item-family.anguish_ornament_kit.22246	ITEM	22246	22247,22248	14	false
cache-item-family.anima_infused_bark.28134	ITEM	28134	28135	9	true
cache-item-family.animals_bones.6904	ITEM	6904	6905,6906,6907	9	false
cache-item-family.ankou_gloves.20101	ITEM	20101	20102,20103	9	false
cache-item-family.ankou_mask.20095	ITEM	20095	20096,20097	9	false
cache-item-family.ankou_s_leggings.20104	ITEM	20104	20105,20106	9	false
cache-item-family.ankou_socks.20107	ITEM	20107	20108,20109	9	false
cache-item-family.ankou_top.20098	ITEM	20098	20099,20100	9	false
cache-item-family.annakarl_teleport.12775	ITEM	12775	15080	9	false
cache-item-family.anti_dragon_shield.1540	ITEM	1540	1541,8282,16824	9	true
cache-item-family.anti_odour_salt.31712	ITEM	31712	31713	14	false
cache-item-family.anti_poison_supermix.11475	ITEM	11475	11473,11474,11476,15506,19403	9	false
cache-item-family.anti_venom_4.12905	ITEM	12905	12906,12907,12908,12909,12910,12911,12912,15239,19311,19312,19313	10	false
cache-item-family.anti_venom_4.12913	ITEM	12913	12914,12915,12916,12917,12918,12919,12920,15240,19314,19315,19316	10	false
cache-item-family.antidote_4.5943	ITEM	5943	5944,5945,5946,5947,5948,5949,5950,15237,19304,19305,19306	10	false
cache-item-family.antidote_4.5952	ITEM	5952	5953,5954,5955,5956,5957,5958,5959,15238,19308,19309,19310	10	false
cache-item-family.antidote_mix.11503	ITEM	11503	11501,11502,11504,15514,19411	9	false
cache-item-family.antidote_unf.5942	ITEM	5942	19303	9	false
cache-item-family.antidote_unf.5951	ITEM	5951	19307	9	false
cache-item-family.antifire_mix.11507	ITEM	11507	11505,11506,11508,15515,19412	9	false
cache-item-family.antifire_potion.2458	ITEM	2458	2452,2453,2454,2455,2456,2457,2459,15272,19359,19360,19361	9	false
cache-item-family.antipoison.179	ITEM	179	175,176,177,178,180,2446,2447,15265,19347,19348,19349	9	true
cache-item-family.antipoison.25754	ITEM	25754	25755,25756,25757	9	false
cache-item-family.antipoison.25762	ITEM	25762	25763,25764,25765	9	false
cache-item-family.antipoison_mix.11435	ITEM	11435	11433,11434,11436,15496,19393	9	false
cache-item-family.antipoison_potion.25758	ITEM	25758	25759,25760,25761	9	false
cache-item-family.antique_lamp.4447	ITEM	4447	6543,7498,11137,11139,11141,11185,11186,11187,11188,11189,11679,13145,13146,13147,13148,17039,17402,21262,21640,21641,21642,23072,23082,25753,25820,25920,25921,25922,25923,25924,25925,27299,27543,28800,28820,30960,32871,32872,32873	9	false
cache-item-family.antler_guard.31081	ITEM	31081	31082,31083	9	false
cache-item-family.ape_atoll_teleport.19631	ITEM	19631	19632	9	false
cache-item-family.apple_barrel.6094	ITEM	6094		9	false
cache-item-family.apple_mush.5992	ITEM	5992	5993,13861	9	false
cache-item-family.apple_pie.2323	ITEM	2323	2324,18925	9	true
cache-item-family.apple_sapling.5496	ITEM	5496	12946,13842	14	false
cache-item-family.apple_seedling.5480	ITEM	5480	13826	9	false
cache-item-family.apple_seedling_w.5488	ITEM	5488	13834	9	false
cache-item-family.apple_tree_seed.5283	ITEM	5283	13788	9	false
cache-item-family.apples_1.5378	ITEM	5378	5379,5380,5381,5382,5383,5384,5385,5386,5387,13716	10	false
cache-item-family.apprentice_wand.6910	ITEM	6910	6911,18596,20556	9	false
cache-item-family.aquanite_hopper.32879	ITEM	32879	32880,32881	9	false
cache-item-family.aquanite_tendon.32876	ITEM	32876	32877,32878	14	false
cache-item-family.aranea_boots.29806	ITEM	29806	29807,29808,33202,33203	9	false
cache-item-family.araxyte_slayer_helmet.29816	ITEM	29816	29817	9	false
cache-item-family.araxyte_slayer_helmet_i.29818	ITEM	29818	29819,29820,29821,29822,29823	9	false
cache-item-family.araxyte_venom_sac.29784	ITEM	29784	29785	9	false
cache-item-family.arcane_prayer_scroll.21079	ITEM	21079	21080	14	false
cache-item-family.arcane_sigil.12827	ITEM	12827	12828,15336	14	false
cache-item-family.arcane_spirit_shield.12825	ITEM	12825	12826,15335	9	false
cache-item-family.arceuus_banner.20251	ITEM	20251	20252,20253	9	false
cache-item-family.arceuus_hood.20113	ITEM	20113	20114,20115	9	false
cache-item-family.arceuus_library_teleport.19613	ITEM	19613	19614	9	false
cache-item-family.arceuus_scarf.19943	ITEM	19943	19944,19945	9	false
cache-item-family.archer_helm.3749	ITEM	3749	3750,16754,20572	9	false
cache-item-family.archer_icon.28298	ITEM	28298	28299,28300	14	false
cache-item-family.archers_ring.6733	ITEM	6733	6734,18394	9	false
cache-item-family.archers_ring_i.11771	ITEM	11771	18395,25260,25261,26768,27136	9	false
cache-item-family.archery_ticket.1464	ITEM	1464	18624	14	false
cache-item-family.arclight.19675	ITEM	19675	19676,30305,30306	9	false
cache-item-family.arctic_pine_logs.10810	ITEM	10810	10811,17659	9	false
cache-item-family.arctic_pyre_logs.10808	ITEM	10808	10809,17612	9	false
cache-item-family.ardougne_cloak_1.13121	ITEM	13121	18659	9	false
cache-item-family.ardougne_cloak_2.13122	ITEM	13122	18660	9	false
cache-item-family.ardougne_cloak_3.13123	ITEM	13123	18661	9	false
cache-item-family.ardougne_cloak_4.13124	ITEM	13124	18662	9	false
cache-item-family.ardougne_knight_helm.23785	ITEM	23785	23786	9	false
cache-item-family.ardougne_knight_platebody.23787	ITEM	23787	23788	9	false
cache-item-family.ardougne_knight_platelegs.23789	ITEM	23789	23790	9	false
cache-item-family.ardougne_max_cape.20760	ITEM	20760	20761	9	false
cache-item-family.ardougne_max_hood.20764	ITEM	20764	20765	9	false
cache-item-family.ardougne_teleport.8011	ITEM	8011	14888	9	false
cache-item-family.arena_book.6891	ITEM	6891	6892,18594	14	false
cache-item-family.arkan_blade.30955	ITEM	30955	30956	9	false
cache-item-family.armadyl_bracers.12506	ITEM	12506	12507,15988	9	false
cache-item-family.armadyl_brew.31659	ITEM	31659	31650,31651,31652,31653,31654,31655,31656,31657,31658,31660,31661	9	false
cache-item-family.armadyl_chainskirt.11830	ITEM	11830	11831,18354,26716,27105	9	false
cache-item-family.armadyl_chaps.12510	ITEM	12510	12511,15990	9	false
cache-item-family.armadyl_chestplate.11828	ITEM	11828	11829,18353,26715,27104	9	false
cache-item-family.armadyl_cloak.12261	ITEM	12261	12262,15871	9	false
cache-item-family.armadyl_coif.12512	ITEM	12512	12513,15991	9	false
cache-item-family.armadyl_crossbow.11785	ITEM	11785	11786,14508,23611,23612	9	false
cache-item-family.armadyl_crozier.12263	ITEM	12263	12264,15872	9	false
cache-item-family.armadyl_d_hide_body.12508	ITEM	12508	12509,15989	9	false
cache-item-family.armadyl_d_hide_boots.19930	ITEM	19930	19931,19932	9	false
cache-item-family.armadyl_d_hide_shield.23200	ITEM	23200	23201,23202	9	false
cache-item-family.armadyl_dragonhide_set.13169	ITEM	13169	13170,13974	9	false
cache-item-family.armadyl_full_helm.12476	ITEM	12476	12477,15823	9	true
cache-item-family.armadyl_godsword.11802	ITEM	11802	11803,18342,20368,20369,20593,22665	18	false
cache-item-family.armadyl_godsword_ornament_kit.20068	ITEM	20068	20069,20070	14	false
cache-item-family.armadyl_halo.24192	ITEM	24192	24193,24194	9	false
cache-item-family.armadyl_helmet.11826	ITEM	11826	11827,18352,26714,27103	9	false
cache-item-family.armadyl_hilt.11810	ITEM	11810	11811,18346	14	false
cache-item-family.armadyl_kiteshield.12478	ITEM	12478	12479,15824	9	true
cache-item-family.armadyl_mitre.12259	ITEM	12259	12260,15870	9	false
cache-item-family.armadyl_page_1.12617	ITEM	12617	14432	14	false
cache-item-family.armadyl_page_2.12618	ITEM	12618	14433	14	false
cache-item-family.armadyl_page_3.12619	ITEM	12619	14434	14	false
cache-item-family.armadyl_page_4.12620	ITEM	12620	14435	14	false
cache-item-family.armadyl_pendant.87	ITEM	87	16454	9	false
cache-item-family.armadyl_platebody.12470	ITEM	12470	12471,15820	9	true
cache-item-family.armadyl_platelegs.12472	ITEM	12472	12473,15821	9	true
cache-item-family.armadyl_plateskirt.12474	ITEM	12474	12475,15822	9	true
cache-item-family.armadyl_robe_legs.12255	ITEM	12255	12256,15868	9	false
cache-item-family.armadyl_robe_top.12253	ITEM	12253	12254,15867	9	false
cache-item-family.armadyl_rune_armour_set_lg.13052	ITEM	13052	13053,13956	14	true
cache-item-family.armadyl_rune_armour_set_sk.13054	ITEM	13054	13055,13957	14	true
cache-item-family.armadyl_stole.12257	ITEM	12257	12258,15869	9	false
cache-item-family.armadylean_plate.27269	ITEM	27269	27270,27271	14	false
cache-item-family.armoured_kraken_ink_sac.32836	ITEM	32836		9	false
cache-item-family.armoured_kraken_tentacle.32817	ITEM	32817		9	false
cache-item-family.arrav_s_axe.30320	ITEM	30320		9	false
cache-item-family.arrow_shaft.52	ITEM	52	18231	14	false
