card_id	display_name	card_type	rarity	retired_version	reason
item.crystal_halberd_8_10.13094	Crystal halberd 8/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_halberd_8_10_i.13083	Crystal halberd 8/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_halberd_9_10.13093	Crystal halberd 9/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_halberd_9_10_i.13082	Crystal halberd 9/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_halberd_full.13092	Crystal halberd full	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_halberd_full_i.13081	Crystal halberd full (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_1_10.4234	Crystal shield 1/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_1_10_i.11769	Crystal shield 1/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_2_10.4233	Crystal shield 2/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_2_10_i.11768	Crystal shield 2/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_3_10.4232	Crystal shield 3/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_3_10_i.11767	Crystal shield 3/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_4_10.4231	Crystal shield 4/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_4_10_i.11766	Crystal shield 4/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_5_10.4230	Crystal shield 5/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_5_10_i.11765	Crystal shield 5/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_6_10.4229	Crystal shield 6/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_6_10_i.11764	Crystal shield 6/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_7_10.4228	Crystal shield 7/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_7_10_i.11763	Crystal shield 7/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_8_10.4227	Crystal shield 8/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_8_10_i.11762	Crystal shield 8/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_9_10.4226	Crystal shield 9/10	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_9_10_i.11761	Crystal shield 9/10 (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_full.4225	Crystal shield full	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.crystal_shield_full_i.11760	Crystal shield full (i)	ITEM	EPIC	13	OBSOLETE_HISTORICAL_STATE
item.cursed_banana.25500	Cursed banana	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.deep_blue_sweets.4559	Deep blue sweets	ITEM	UNCOMMON	13	INACCESSIBLE_CACHE_CONTENT
item.demonic_pacts_demon_butler_scroll.33368	Demonic pacts demon butler scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.demonic_pacts_relic_hunter_t1_armour_set.33451	Demonic pacts relic hunter (t1) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.demonic_pacts_relic_hunter_t2_armour_set.33454	Demonic pacts relic hunter (t2) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.demonic_pacts_relic_hunter_t3_armour_set.33457	Demonic pacts relic hunter (t3) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.demonic_pacts_throne_scroll.33362	Demonic pacts throne scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.demonic_quill.33342	Demonic quill	ITEM	UNCOMMON	15	DEMONIC_PACTS_REWARD_CONTENT
item.demonic_skin_contract.33302	Demonic skin contract	ITEM	UNCOMMON	15	DEMONIC_PACTS_REWARD_CONTENT
item.demonic_staff_ornament_kit.33308	Demonic staff ornament kit	ITEM	UNCOMMON	15	DEMONIC_PACTS_REWARD_CONTENT
item.demonic_trident_ornament_kit.33311	Demonic trident ornament kit	ITEM	UNCOMMON	15	DEMONIC_PACTS_REWARD_CONTENT
item.dni23_arms_bare.29730	Dni23 arms bare	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_bareshoulders.29736	Dni23 arms bareshoulders	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_frilly.29732	Dni23 arms frilly	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_loosesleeves.29722	Dni23 arms loosesleeves	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_princely.29724	Dni23 arms princely	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_ripped.29728	Dni23 arms ripped	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_shoulderpads.29718	Dni23 arms shoulderpads	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_tattylong.29726	Dni23 arms tattylong	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_tattyshort.29734	Dni23 arms tattyshort	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_thickstripe.29720	Dni23 arms thickstripe	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_arms_thin.29716	Dni23 arms thin	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_beach.29740	Dni23 legs beach	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_bighem.29764	Dni23 legs bighem	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_layered.29760	Dni23 legs layered	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_leggings.29744	Dni23 legs leggings	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_longnarrowskirt.29756	Dni23 legs longnarrowskirt	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_longskirt.29754	Dni23 legs longskirt	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_patched.29750	Dni23 legs patched	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_patchedskirt.29772	Dni23 legs patchedskirt	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_patterned.29768	Dni23 legs patterned	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_princely.29742	Dni23 legs princely	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_ripped.29748	Dni23 legs ripped	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_sashdots.29762	Dni23 legs sashdots	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_sashtrousers.29766	Dni23 legs sashtrousers	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_shorts.29738	Dni23 legs shorts	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_shortskirt.29758	Dni23 legs shortskirt	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_sidestripes.29746	Dni23 legs sidestripes	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_skirt.29752	Dni23 legs skirt	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_legs_tornskirt.29770	Dni23 legs tornskirt	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_bodice.29714	Dni23 torso bodice	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_corsetry.29712	Dni23 torso corsetry	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_croptops.29704	Dni23 torso croptops	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_darkbuttons.29688	Dni23 torso darkbuttons	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_frilly.29710	Dni23 torso frilly	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_lightbuttons.29686	Dni23 torso lightbuttons	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_poloneck.29706	Dni23 torso poloneck	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_princely.29698	Dni23 torso princely	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_rippedweskit.29700	Dni23 torso rippedweskit	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_shirt.29692	Dni23 torso shirt	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_simple.29708	Dni23 torso simple	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_stitching.29694	Dni23 torso stitching	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dni23_torso_twotoned.29696	Dni23 torso twotoned	ITEM	RARE	15	TECHNICAL_APPEARANCE_MODEL
item.dog_boots.30491	Dog boots	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.dog_disguise.30487	Dog disguise	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.dragon_axe_head.6743	Dragon axe head	ITEM	EPIC	13	INACCESSIBLE_CACHE_CONTENT
item.dragon_candle_dagger.27810	Dragon candle dagger	ITEM	EPIC	13	HOLIDAY_EVENT_CONTENT
item.druidic_wreath.12600	Druidic wreath	ITEM	RARE	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.eastfloor_spade.27873	Eastfloor spade	ITEM	UNCOMMON	13	HOLIDAY_EVENT_CONTENT
item.echo_ahrim_s_ornament_kit.30451	Echo ahrim's ornament kit	ITEM	EPIC	15	RAGING_ECHOES_TEMPORARY_OR_REWARD_CONTENT
item.echo_home_teleport_scroll.30453	Echo home teleport scroll	ITEM	UNCOMMON	15	RAGING_ECHOES_TEMPORARY_OR_REWARD_CONTENT
item.echo_venator_bow_ornament_kit.30432	Echo venator bow ornament kit	ITEM	UNCOMMON	15	RAGING_ECHOES_TEMPORARY_OR_REWARD_CONTENT
item.echo_virtus_ornament_kit.30443	Echo virtus ornament kit	ITEM	UNCOMMON	15	RAGING_ECHOES_TEMPORARY_OR_REWARD_CONTENT
item.egg_priest_mitre.29443	Egg priest mitre	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.egg_priest_necklace.29441	Egg priest necklace	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.egg_priest_robe.29437	Egg priest robe	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.egg_priest_robe_top.29439	Egg priest robe top	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.eggnog.27563	Eggnog	ITEM	UNCOMMON	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.essence_pack.25280	Essence pack	ITEM	COMMON	13	INACCESSIBLE_CACHE_CONTENT
item.event_lamp.31211	Event lamp	ITEM	UNCOMMON	13	INACCESSIBLE_CACHE_CONTENT
item.extradimensional_bag.25106	Extradimensional bag	ITEM	RARE	13	INACCESSIBLE_CACHE_CONTENT
item.flower_crown.27035	Flower crown	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.giant_boulder.25314	Giant boulder	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.giant_bronze_dagger.27871	Giant bronze dagger	ITEM	COMMON	13	HOLIDAY_EVENT_CONTENT
item.gnome_child_backpack.27802	Gnome child backpack	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.gnome_child_hat.13655	Gnome child hat	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.gnome_child_plush.27818	Gnome child plush	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.goblin_paint_cannon.12727	Goblin paint cannon	ITEM	RARE	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.gravedigger_boots.13286	Gravedigger boots	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.gravedigger_gloves.13287	Gravedigger gloves	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.gravedigger_leggings.13285	Gravedigger leggings	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.gravedigger_mask.13283	Gravedigger mask	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.gravedigger_top.13284	Gravedigger top	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.gregg_s_eastdoor.25604	Gregg's eastdoor	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.grid_master_altar_icon_scroll.31205	Grid master altar icon scroll	ITEM	UNCOMMON	15	GRID_MASTER_TEMPORARY_CONTENT
item.grid_master_tabard.31181	Grid master tabard	ITEM	RARE	15	GRID_MASTER_TEMPORARY_CONTENT
item.grid_master_tabard_b.31184	Grid master tabard (b)	ITEM	RARE	15	GRID_MASTER_TEMPORARY_CONTENT
item.grid_master_torch_scroll.31208	Grid master torch scroll	ITEM	UNCOMMON	15	GRID_MASTER_TEMPORARY_CONTENT
item.haunted_wine_bottle.26260	Haunted wine bottle	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.headless_head.24975	Headless head	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.hell_cat_ears.24527	Hell cat ears	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.hornwood_helm.19699	Hornwood helm	ITEM	RARE	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.icy_jumper.28786	Icy jumper	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.impish_ritual_scroll.33359	Impish ritual scroll	ITEM	UNCOMMON	15	DEMONIC_PACTS_REWARD_CONTENT
item.impish_whistle.33365	Impish whistle	ITEM	UNCOMMON	15	DEMONIC_PACTS_REWARD_CONTENT
item.iron_axe_head.510	Iron axe head	ITEM	COMMON	13	INACCESSIBLE_CACHE_CONTENT
item.jad_jumper.32932	Jad jumper	ITEM	RARE	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.jad_plush.27814	Jad plush	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.jad_slippers.27808	Jad slippers	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.jonas_mask.21719	Jonas mask	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.love_crossbow.28128	Love crossbow	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.lovley_jubbly_bib.32928	Lovley jubbly bib	ITEM	RARE	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.mask_of_balance.13203	Mask of balance	ITEM	RARE	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.mithril_axe_head.516	Mithril axe head	ITEM	UNCOMMON	13	INACCESSIBLE_CACHE_CONTENT
item.mystic_cards.27645	Mystic cards	ITEM	RARE	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.nest_hat.27875	Nest hat	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.oldschool_jumper.27822	Oldschool jumper	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.poet_s_jacket.28126	Poet's jacket	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.prop_sword.22316	Prop sword	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.propeller_hat.25606	Propeller hat	ITEM	COMMON	13	HOLIDAY_EVENT_CONTENT
item.protest_banner.25822	Protest banner	ITEM	RARE	15	USER_REVIEWED_RETIREMENT
item.raging_echoes_curtains.30502	Raging echoes curtains	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_death_scroll.30455	Raging echoes death scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_nexus_scroll.30459	Raging echoes nexus scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_npc_contact_scroll.30457	Raging echoes npc contact scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_portal_scroll.30461	Raging echoes portal scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_relic_hunter_t1_armour_set.30331	Raging echoes relic hunter (t1) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_relic_hunter_t2_armour_set.30334	Raging echoes relic hunter (t2) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_relic_hunter_t3_armour_set.30337	Raging echoes relic hunter (t3) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_rug.30501	Raging echoes rug	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_scrying_pool_scroll.30560	Raging echoes scrying pool scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.raging_echoes_spirit_tree_scroll.30563	Raging echoes spirit tree scroll	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.rainbow_cape.29489	Rainbow cape	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.rainbow_crown_shirt.29507	Rainbow crown shirt	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.rainbow_jumper.28116	Rainbow jumper	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.rainbow_scarf.21314	Rainbow scarf	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.rotten_potato.5733	Rotten potato	ITEM	COMMON	13	INACCESSIBLE_CACHE_CONTENT
item.rune_axe_head.520	Rune axe head	ITEM	RARE	13	INACCESSIBLE_CACHE_CONTENT
item.runefest_shield.21695	Runefest shield	ITEM	RARE	15	SEASONAL_OR_PROMOTIONAL_REWARD
item.sack_of_coal.27558	Sack of coal	ITEM	UNCOMMON	13	HOLIDAY_EVENT_CONTENT
item.saucepan.26254	Saucepan	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.scarecrow_shirt.30232	Scarecrow shirt	ITEM	RARE	13	HOLIDAY_EVENT_CONTENT
item.shattered_cannon_ornament_kit.26528	Shattered cannon ornament kit	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
item.shattered_relic_hunter_t1_armour_set.26554	Shattered relic hunter (t1) armour set	ITEM	UNCOMMON	15	TEMPORARY_LEAGUES_CONTENT
