card_id	display_name	card_type	entity_family_id	canonical_id	reason	runelite_constants
item.ancient_mjolnir.7804	Ancient mjolnir	ITEM	cache-item-family.ancient_mjolnir.7804	7804	INACCESSIBLE_CACHE_CONTENT	ANCIENT_MJOLNIR
item.annihilation_blueprints.33015	Annihilation blueprints	ITEM	cache-item-family.annihilation_blueprints.33015	33015	DEADMAN_REWARD	ANNIHILATION_BLUEPRINTS
item.annihilation_teleport_scroll.33018	Annihilation teleport scroll	ITEM	cache-item-family.annihilation_teleport_scroll.33018	33018	DEADMAN_REWARD	ANNIHILATION_TELEPORT_SCROLL
item.annihilation_weapon_scroll.33012	Annihilation weapon scroll	ITEM	cache-item-family.annihilation_weapon_scroll.33012	33012	DEADMAN_REWARD	ANNIHILATION_WEAPON_SCROLL
item.anti_dragon_shield_nz.11710	Anti-dragon shield (nz)	ITEM	cache-item-family.anti_dragon_shield_nz.11710	11710	TEMPORARY_INSTANCE_ITEM	ANTIDRAGON_SHIELD_NZ
item.anti_panties.13288	Anti-panties	ITEM	cache-item-family.anti_panties.13288	13288	HOLIDAY_EVENT_CONTENT	ANTIPANTIES
item.antisanta_boots.12896	Antisanta boots	ITEM	cache-item-family.antisanta_boots.12896	12896	HOLIDAY_EVENT_CONTENT	ANTISANTA_BOOTS
item.antisanta_gloves.12895	Antisanta gloves	ITEM	cache-item-family.antisanta_gloves.12895	12895	HOLIDAY_EVENT_CONTENT	ANTISANTA_GLOVES
item.antisanta_jacket.12893	Antisanta jacket	ITEM	cache-item-family.antisanta_jacket.12893	12893	HOLIDAY_EVENT_CONTENT	ANTISANTA_JACKET
item.antisanta_mask.12892	Antisanta mask	ITEM	cache-item-family.antisanta_mask.12892	12892	HOLIDAY_EVENT_CONTENT	ANTISANTA_MASK
item.antisanta_pantaloons.12894	Antisanta pantaloons	ITEM	cache-item-family.antisanta_pantaloons.12894	12894	HOLIDAY_EVENT_CONTENT	ANTISANTA_PANTALOONS
item.arcane_grimoire.26551	Arcane grimoire	ITEM	cache-item-family.arcane_grimoire.26551	26551	TEMPORARY_LEAGUES_CONTENT	ARCANE_GRIMOIRE
item.archibald.33149	Archibald	ITEM	cache-item-family.archibald.33149	33149	HOLIDAY_EVENT_CONTENT	ARCHIBALD
item.armageddon_cape_fabric.29628	Armageddon cape fabric	ITEM	cache-item-family.armageddon_cape_fabric.29628	29628	DEADMAN_REWARD	ARMAGEDDON_CAPE_FABRIC
item.armageddon_rug.29619	Armageddon rug	ITEM	cache-item-family.armageddon_rug.29619	29619	DEADMAN_REWARD	ARMAGEDDON_RUG
item.armageddon_teleport_scroll.29622	Armageddon teleport scroll	ITEM	cache-item-family.armageddon_teleport_scroll.29622	29622	DEADMAN_REWARD	ARMAGEDDON_TELEPORT_SCROLL
item.armageddon_weapon_scroll.29625	Armageddon weapon scroll	ITEM	cache-item-family.armageddon_weapon_scroll.29625	29625	DEADMAN_REWARD	ARMAGEDDON_WEAPON_SCROLL
item.astral_tiara.9106	Astral tiara	ITEM	cache-item-family.astral_tiara.9106	9106	INACCESSIBLE_CACHE_CONTENT	ASTRAL_TIARA
item.banana_cape.25502	Banana cape	ITEM	cache-item-family.banana_cape.25502	25502	HOLIDAY_EVENT_CONTENT	BANANA_CAPE
item.banana_hat.25840	Banana hat	ITEM	cache-item-family.banana_hat.25840	25840	SEASONAL_OR_PROMOTIONAL_REWARD	BANANA_HAT
item.banker_s_briefcase.30361	Banker's briefcase	ITEM	cache-item-family.banker_s_briefcase.30361	30361	TEMPORARY_LEAGUES_CONTENT	BANKERS_BRIEFCASE
item.banker_s_note.28767	Banker's note	ITEM	cache-item-family.banker_s_note.28767	28767	TEMPORARY_LEAGUES_CONTENT	BANKERS_NOTE
item.banshee_mask.20773	Banshee mask	ITEM	cache-item-family.banshee_mask.20773	20773	HOLIDAY_EVENT_CONTENT	BANSHEE_MASK
item.banshee_robe.20777	Banshee robe	ITEM	cache-item-family.banshee_robe.20777	20777	HOLIDAY_EVENT_CONTENT	BANSHEE_ROBE
item.banshee_top.20775	Banshee top	ITEM	cache-item-family.banshee_top.20775	20775	HOLIDAY_EVENT_CONTENT	BANSHEE_TOP
item.beer_belly_sweater.32930	Beer belly sweater	ITEM	cache-item-family.beer_belly_sweater.32930	32930	SEASONAL_OR_PROMOTIONAL_REWARD	BEER_BELLY_SWEATER
item.beige_pumpkin_angry.30242	Beige pumpkin (angry)	ITEM	cache-item-family.beige_pumpkin_angry.30242	30242	HOLIDAY_EVENT_CONTENT	BEIGE_PUMPKIN_ANGRY
item.beige_pumpkin_depressed.30243	Beige pumpkin (depressed)	ITEM	cache-item-family.beige_pumpkin_depressed.30243	30243	HOLIDAY_EVENT_CONTENT	BEIGE_PUMPKIN_DEPRESSED
item.beige_pumpkin_disgusted.30237	Beige pumpkin (disgusted)	ITEM	cache-item-family.beige_pumpkin_disgusted.30237	30237	HOLIDAY_EVENT_CONTENT	BEIGE_PUMPKIN_DISGUSTED
item.beige_pumpkin_evil.30241	Beige pumpkin (evil)	ITEM	cache-item-family.beige_pumpkin_evil.30241	30241	HOLIDAY_EVENT_CONTENT	BEIGE_PUMPKIN_EVIL
item.beige_pumpkin_happy.30246	Beige pumpkin (happy)	ITEM	cache-item-family.beige_pumpkin_happy.30246	30246	HOLIDAY_EVENT_CONTENT	BEIGE_PUMPKIN_HAPPY
item.beige_pumpkin_laughing.30247	Beige pumpkin (laughing)	ITEM	cache-item-family.beige_pumpkin_laughing.30247	30247	HOLIDAY_EVENT_CONTENT	BEIGE_PUMPKIN_LAUGHING
item.beige_pumpkin_sad.30245	Beige pumpkin (sad)	ITEM	cache-item-family.beige_pumpkin_sad.30245	30245	HOLIDAY_EVENT_CONTENT	BEIGE_PUMPKIN_SAD
item.beige_pumpkin_shocked.30244	Beige pumpkin (shocked)	ITEM	cache-item-family.beige_pumpkin_shocked.30244	30244	HOLIDAY_EVENT_CONTENT	BEIGE_PUMPKIN_SHOCKED
item.beige_pumpkin_silly.30239	Beige pumpkin (silly)	ITEM	cache-item-family.beige_pumpkin_silly.30239	30239	HOLIDAY_EVENT_CONTENT	BEIGE_PUMPKIN_SILLY
item.birthday_balloons.21209	Birthday balloons	ITEM	cache-item-family.birthday_balloons.21209	21209	HOLIDAY_EVENT_CONTENT	BIRTHDAY_BALLOONS
item.black_axe_head.514	Black axe head	ITEM	cache-item-family.black_axe_head.514	514	INACCESSIBLE_CACHE_CONTENT	BLACK_AXE_HEAD
item.black_h_ween_mask.11847	Black h'ween mask	ITEM	cache-item-family.black_h_ween_mask.11847	11847	HOLIDAY_EVENT_CONTENT	BLACK_HWEEN_MASK
item.black_partyhat.11862	Black partyhat	ITEM	cache-item-family.black_partyhat.11862	11862	HOLIDAY_EVENT_CONTENT	BLACK_PARTYHAT
item.black_santa_hat.13343	Black santa hat	ITEM	cache-item-family.black_santa_hat.13343	13343	HOLIDAY_EVENT_CONTENT	BLACK_SANTA_HAT
item.blighted_overload_4.29631	Blighted overload	ITEM	cache-item-family.blighted_overload_4.29631	29631	TEMPORARY_DEADMAN_CONTENT	BLIGHTED_OVERLOAD_4,BLIGHTED_OVERLOAD_3,BLIGHTED_OVERLOAD_2,BLIGHTED_OVERLOAD_1
item.blue_gingerbread_shield.24431	Blue gingerbread shield	ITEM	cache-item-family.blue_gingerbread_shield.24431	24431	HOLIDAY_EVENT_CONTENT	BLUE_GINGERBREAD_SHIELD
item.blue_halloween_mask.1055	Blue halloween mask	ITEM	cache-item-family.blue_halloween_mask.1055	1055	HOLIDAY_EVENT_CONTENT	BLUE_HALLOWEEN_MASK
item.blue_partyhat.1042	Blue partyhat	ITEM	cache-item-family.blue_partyhat.1042	1042	HOLIDAY_EVENT_CONTENT	BLUE_PARTYHAT
item.blue_sweets.4558	Blue sweets	ITEM	cache-item-family.blue_sweets.4558	4558	INACCESSIBLE_CACHE_CONTENT	BLUE_SWEETS
item.bob_the_cat_slippers.27806	Bob the cat slippers	ITEM	cache-item-family.bob_the_cat_slippers.27806	27806	HOLIDAY_EVENT_CONTENT	BOB_THE_CAT_SLIPPERS
item.bobble_hat.6856	Bobble hat	ITEM	cache-item-family.bobble_hat.6856	6856	HOLIDAY_EVENT_CONTENT	BOBBLE_HAT
item.bobble_scarf.6857	Bobble scarf	ITEM	cache-item-family.bobble_scarf.6857	6857	HOLIDAY_EVENT_CONTENT	BOBBLE_SCARF
item.book_of_egg.29433	Book of egg	ITEM	cache-item-family.book_of_egg.29433	29433	SEASONAL_OR_PROMOTIONAL_REWARD	BOOK_OF_EGG
item.broken_axe.494	Broken axe	ITEM	cache-item-family.broken_axe.494	494	INACCESSIBLE_CACHE_CONTENT	BROKEN_AXE
item.broken_pickaxe.468	Broken pickaxe	ITEM	cache-item-family.broken_pickaxe.468	468	INACCESSIBLE_CACHE_CONTENT	BROKEN_PICKAXE
item.bronze_axe_head.508	Bronze axe head	ITEM	cache-item-family.bronze_axe_head.508	508	INACCESSIBLE_CACHE_CONTENT	BRONZE_AXE_HEAD
item.bronze_speedrun_trophy.27418	Bronze speedrun trophy	ITEM	cache-item-family.bronze_speedrun_trophy.27418	27418	TEMPORARY_SPEEDRUN_CONTENT	BRONZE_SPEEDRUN_TROPHY
item.bunny_ears.1037	Bunny ears	ITEM	cache-item-family.bunny_ears.1037	1037	HOLIDAY_EVENT_CONTENT	BUNNY_EARS
item.bunny_feet.13182	Bunny feet	ITEM	cache-item-family.bunny_feet.13182	13182	HOLIDAY_EVENT_CONTENT	BUNNY_FEET
item.bunny_legs.13664	Bunny legs	ITEM	cache-item-family.bunny_legs.13664	13664	HOLIDAY_EVENT_CONTENT	BUNNY_LEGS
item.bunny_paws.13665	Bunny paws	ITEM	cache-item-family.bunny_paws.13665	13665	HOLIDAY_EVENT_CONTENT	BUNNY_PAWS
item.bunny_top.13663	Bunny top	ITEM	cache-item-family.bunny_top.13663	13663	HOLIDAY_EVENT_CONTENT	BUNNY_TOP
item.bunnyman_mask.23448	Bunnyman mask	ITEM	cache-item-family.bunnyman_mask.23448	23448	HOLIDAY_EVENT_CONTENT	BUNNYMAN_MASK
item.butler_s_bell.33237	Butler's bell	ITEM	cache-item-family.butler_s_bell.33237	33237	TEMPORARY_LEAGUES_CONTENT	BUTLERS_BELL
item.cabbage_cape.13679	Cabbage cape	ITEM	cache-item-family.cabbage_cape.13679	13679	SEASONAL_OR_PROMOTIONAL_REWARD	CABBAGE_CAPE
item.cake_hat.27804	Cake hat	ITEM	cache-item-family.cake_hat.27804	27804	HOLIDAY_EVENT_CONTENT	CAKE_HAT
item.camelot_quest_lamp.33008	Camelot quest lamp	ITEM	cache-item-family.camelot_quest_lamp.33008	33008	TEMPORARY_DEADMAN_CONTENT	CAMELOT_QUEST_LAMP
item.candy_cane.22719	Candy cane	ITEM	cache-item-family.candy_cane.22719	22719	HOLIDAY_EVENT_CONTENT	CANDY_CANE
item.carrot_costume_body.30722	Carrot costume body	ITEM	cache-item-family.carrot_costume_body.30722	30722	HOLIDAY_EVENT_CONTENT	CARROT_COSTUME_BODY
item.carrot_costume_gloves.30726	Carrot costume gloves	ITEM	cache-item-family.carrot_costume_gloves.30726	30726	HOLIDAY_EVENT_CONTENT	CARROT_COSTUME_GLOVES
item.carrot_costume_hat.30720	Carrot costume hat	ITEM	cache-item-family.carrot_costume_hat.30720	30720	HOLIDAY_EVENT_CONTENT	CARROT_COSTUME_HAT
item.carrot_costume_tights.30724	Carrot costume tights	ITEM	cache-item-family.carrot_costume_tights.30724	30724	HOLIDAY_EVENT_CONTENT	CARROT_COSTUME_TIGHTS
item.carrot_sword.24537	Carrot sword	ITEM	cache-item-family.carrot_sword.24537	24537	HOLIDAY_EVENT_CONTENT	CARROT_SWORD
item.castle_wars_arrow.30694	Castle wars arrow	ITEM	cache-item-family.castle_wars_arrow.30694	30694	TEMPORARY_INSTANCE_ITEM	CASTLE_WARS_ARROW
item.castle_wars_bolts.30696	Castle wars bolts	ITEM	cache-item-family.castle_wars_bolts.30696	30696	TEMPORARY_INSTANCE_ITEM	CASTLE_WARS_BOLTS
item.cat_ears.24525	Cat ears	ITEM	cache-item-family.cat_ears.24525	24525	HOLIDAY_EVENT_CONTENT	CAT_EARS
item.chicken_feet.11019	Chicken feet	ITEM	cache-item-family.chicken_feet.11019	11019	HOLIDAY_EVENT_CONTENT	CHICKEN_FEET
item.chicken_head.11021	Chicken head	ITEM	cache-item-family.chicken_head.11021	11021	HOLIDAY_EVENT_CONTENT	CHICKEN_HEAD
item.chicken_legs.11022	Chicken legs	ITEM	cache-item-family.chicken_legs.11022	11022	HOLIDAY_EVENT_CONTENT	CHICKEN_LEGS
item.chicken_wings.11020	Chicken wings	ITEM	cache-item-family.chicken_wings.11020	11020	HOLIDAY_EVENT_CONTENT	CHICKEN_WINGS
item.christmas_dinner.32934	Christmas dinner	ITEM	cache-item-family.christmas_dinner.32934	32934	HOLIDAY_EVENT_CONTENT	CHRISTMAS_DINNER
item.christmas_jumper.27566	Christmas jumper	ITEM	cache-item-family.christmas_jumper.27566	27566	HOLIDAY_EVENT_CONTENT	CHRISTMAS_JUMPER
item.classic_imp_hood.30648	Classic imp hood	ITEM	cache-item-family.classic_imp_hood.30648	30648	SEASONAL_OR_PROMOTIONAL_REWARD	CLASSIC_IMP_HOOD
item.classic_imp_tail.30646	Classic imp tail	ITEM	cache-item-family.classic_imp_tail.30646	30646	SEASONAL_OR_PROMOTIONAL_REWARD	CLASSIC_IMP_TAIL
item.clown_bow_tie.22692	Clown bow tie	ITEM	cache-item-family.clown_bow_tie.22692	22692	HOLIDAY_EVENT_CONTENT	CLOWN_BOW_TIE
item.clown_gown.22695	Clown gown	ITEM	cache-item-family.clown_gown.22695	22695	HOLIDAY_EVENT_CONTENT	CLOWN_GOWN
item.clown_mask.22689	Clown mask	ITEM	cache-item-family.clown_mask.22689	22689	HOLIDAY_EVENT_CONTENT	CLOWN_MASK
item.clown_shoes.22701	Clown shoes	ITEM	cache-item-family.clown_shoes.22701	22701	HOLIDAY_EVENT_CONTENT	CLOWN_SHOES
item.clown_trousers.22698	Clown trousers	ITEM	cache-item-family.clown_trousers.22698	22698	HOLIDAY_EVENT_CONTENT	CLOWN_TROUSERS
item.clue_compass.30363	Clue compass	ITEM	cache-item-family.clue_compass.30363	30363	TEMPORARY_LEAGUES_CONTENT	CLUE_COMPASS
item.cobweb_cape.28601	Cobweb cape	ITEM	cache-item-family.cobweb_cape.28601	28601	HOLIDAY_EVENT_CONTENT	COBWEB_CAPE
item.corrupted_armadyl_godsword.28537	Corrupted armadyl godsword	ITEM	cache-item-family.corrupted_armadyl_godsword.28537	28537	TEMPORARY_DEADMAN_CONTENT	CORRUPTED_ARMADYL_GODSWORD
item.corrupted_axe.23821	Corrupted axe	ITEM	cache-item-family.corrupted_axe.23821	23821	TEMPORARY_INSTANCE_ITEM	CORRUPTED_AXE
item.corrupted_body_attuned.23844	Corrupted body (attuned)	ITEM	cache-item-family.corrupted_body_attuned.23844	23844	TEMPORARY_INSTANCE_ITEM	CORRUPTED_BODY_ATTUNED
item.corrupted_body_basic.23843	Corrupted body (basic)	ITEM	cache-item-family.corrupted_body_basic.23843	23843	TEMPORARY_INSTANCE_ITEM	CORRUPTED_BODY_BASIC
item.corrupted_body_perfected.23845	Corrupted body (perfected)	ITEM	cache-item-family.corrupted_body_perfected.23845	23845	TEMPORARY_INSTANCE_ITEM	CORRUPTED_BODY_PERFECTED
item.corrupted_bow_attuned.23856	Corrupted bow (attuned)	ITEM	cache-item-family.corrupted_bow_attuned.23856	23856	TEMPORARY_INSTANCE_ITEM	CORRUPTED_BOW_ATTUNED
item.corrupted_bow_basic.23855	Corrupted bow (basic)	ITEM	cache-item-family.corrupted_bow_basic.23855	23855	TEMPORARY_INSTANCE_ITEM	CORRUPTED_BOW_BASIC
item.corrupted_bow_perfected.23857	Corrupted bow (perfected)	ITEM	cache-item-family.corrupted_bow_perfected.23857	23857	TEMPORARY_INSTANCE_ITEM	CORRUPTED_BOW_PERFECTED
item.corrupted_bowstring.23832	Corrupted bowstring	ITEM	cache-item-family.corrupted_bowstring.23832	23832	TEMPORARY_INSTANCE_ITEM	CORRUPTED_BOWSTRING
item.corrupted_dark_bow.29599	Corrupted dark bow	ITEM	cache-item-family.corrupted_dark_bow.29599	29599	TEMPORARY_DEADMAN_CONTENT	CORRUPTED_DARK_BOW
item.corrupted_dragon_claws.28534	Corrupted dragon claws	ITEM	cache-item-family.corrupted_dragon_claws.28534	28534	TEMPORARY_DEADMAN_CONTENT	CORRUPTED_DRAGON_CLAWS
item.corrupted_escape_crystal.25959	Corrupted escape crystal	ITEM	cache-item-family.corrupted_escape_crystal.25959	25959	TEMPORARY_INSTANCE_ITEM	CORRUPTED_ESCAPE_CRYSTAL
item.corrupted_halberd_attuned.23850	Corrupted halberd (attuned)	ITEM	cache-item-family.corrupted_halberd_attuned.23850	23850	TEMPORARY_INSTANCE_ITEM	CORRUPTED_HALBERD_ATTUNED
item.corrupted_halberd_basic.23849	Corrupted halberd (basic)	ITEM	cache-item-family.corrupted_halberd_basic.23849	23849	TEMPORARY_INSTANCE_ITEM	CORRUPTED_HALBERD_BASIC
item.corrupted_halberd_perfected.23851	Corrupted halberd (perfected)	ITEM	cache-item-family.corrupted_halberd_perfected.23851	23851	TEMPORARY_INSTANCE_ITEM	CORRUPTED_HALBERD_PERFECTED
item.corrupted_harpoon.23823	Corrupted harpoon	ITEM	cache-item-family.corrupted_harpoon.23823	23823	TEMPORARY_INSTANCE_ITEM	CORRUPTED_HARPOON
item.corrupted_helm_attuned.23841	Corrupted helm (attuned)	ITEM	cache-item-family.corrupted_helm_attuned.23841	23841	TEMPORARY_INSTANCE_ITEM	CORRUPTED_HELM_ATTUNED
item.corrupted_helm_basic.23840	Corrupted helm (basic)	ITEM	cache-item-family.corrupted_helm_basic.23840	23840	TEMPORARY_INSTANCE_ITEM	CORRUPTED_HELM_BASIC
item.corrupted_helm_perfected.23842	Corrupted helm (perfected)	ITEM	cache-item-family.corrupted_helm_perfected.23842	23842	TEMPORARY_INSTANCE_ITEM	CORRUPTED_HELM_PERFECTED
item.corrupted_legs_attuned.23847	Corrupted legs (attuned)	ITEM	cache-item-family.corrupted_legs_attuned.23847	23847	TEMPORARY_INSTANCE_ITEM	CORRUPTED_LEGS_ATTUNED
item.corrupted_legs_basic.23846	Corrupted legs (basic)	ITEM	cache-item-family.corrupted_legs_basic.23846	23846	TEMPORARY_INSTANCE_ITEM	CORRUPTED_LEGS_BASIC
item.corrupted_legs_perfected.23848	Corrupted legs (perfected)	ITEM	cache-item-family.corrupted_legs_perfected.23848	23848	TEMPORARY_INSTANCE_ITEM	CORRUPTED_LEGS_PERFECTED
item.corrupted_ore.23837	Corrupted ore	ITEM	cache-item-family.corrupted_ore.23837	23837	TEMPORARY_INSTANCE_ITEM	CORRUPTED_ORE
item.corrupted_paddlefish.25958	Corrupted paddlefish	ITEM	cache-item-family.corrupted_paddlefish.25958	25958	TEMPORARY_INSTANCE_ITEM	CORRUPTED_PADDLEFISH
item.corrupted_pickaxe.23822	Corrupted pickaxe	ITEM	cache-item-family.corrupted_pickaxe.23822	23822	TEMPORARY_INSTANCE_ITEM	CORRUPTED_PICKAXE
item.corrupted_sceptre.23820	Corrupted sceptre	ITEM	cache-item-family.corrupted_sceptre.23820	23820	TEMPORARY_INSTANCE_ITEM	CORRUPTED_SCEPTRE
item.corrupted_scythe_of_vitur.28543	Corrupted scythe of vitur	ITEM	cache-item-family.corrupted_scythe_of_vitur.28543	28543	TEMPORARY_DEADMAN_CONTENT	CORRUPTED_SCYTHE_OF_VITUR
item.corrupted_shark.31174	Corrupted shark	ITEM	cache-item-family.corrupted_shark.31174	31174	TEMPORARY_COMMUNITY_EVENT_CONTENT	CORRUPTED_SHARK
item.corrupted_staff_attuned.23853	Corrupted staff (attuned)	ITEM	cache-item-family.corrupted_staff_attuned.23853	23853	TEMPORARY_INSTANCE_ITEM	CORRUPTED_STAFF_ATTUNED
item.corrupted_staff_basic.23852	Corrupted staff (basic)	ITEM	cache-item-family.corrupted_staff_basic.23852	23852	TEMPORARY_INSTANCE_ITEM	CORRUPTED_STAFF_BASIC
item.corrupted_staff_perfected.23854	Corrupted staff (perfected)	ITEM	cache-item-family.corrupted_staff_perfected.23854	23854	TEMPORARY_INSTANCE_ITEM	CORRUPTED_STAFF_PERFECTED
item.corrupted_teleport_crystal.23858	Corrupted teleport crystal	ITEM	cache-item-family.corrupted_teleport_crystal.23858	23858	TEMPORARY_INSTANCE_ITEM	CORRUPTED_TELEPORT_CRYSTAL
item.corrupted_tumeken_s_shadow.28547	Corrupted tumeken's shadow	ITEM	cache-item-family.corrupted_tumeken_s_shadow.28547	28547	TEMPORARY_DEADMAN_CONTENT	CORRUPTED_TUMEKENS_SHADOW
item.corrupted_twisted_bow.28540	Corrupted twisted bow	ITEM	cache-item-family.corrupted_twisted_bow.28540	28540	TEMPORARY_DEADMAN_CONTENT	CORRUPTED_TWISTED_BOW
item.corrupted_voidwaker.28531	Corrupted voidwaker	ITEM	cache-item-family.corrupted_voidwaker.28531	28531	TEMPORARY_DEADMAN_CONTENT	CORRUPTED_VOIDWAKER
item.corrupted_volatile_nightmare_staff.29602	Corrupted volatile nightmare staff	ITEM	cache-item-family.corrupted_volatile_nightmare_staff.29602	29602	TEMPORARY_DEADMAN_CONTENT	CORRUPTED_VOLATILE_NIGHTMARE_STAFF
item.cow_gloves.12958	Cow gloves	ITEM	cache-item-family.cow_gloves.12958	12958	HOLIDAY_EVENT_CONTENT	COW_GLOVES
item.cow_mask.11919	Cow mask	ITEM	cache-item-family.cow_mask.11919	11919	HOLIDAY_EVENT_CONTENT	COW_MASK
item.cow_shoes.12959	Cow shoes	ITEM	cache-item-family.cow_shoes.12959	12959	HOLIDAY_EVENT_CONTENT	COW_SHOES
item.cow_top.12956	Cow top	ITEM	cache-item-family.cow_top.12956	12956	HOLIDAY_EVENT_CONTENT	COW_TOP
item.cow_trousers.12957	Cow trousers	ITEM	cache-item-family.cow_trousers.12957	12957	HOLIDAY_EVENT_CONTENT	COW_TROUSERS
item.crate_ring.26939	Crate ring	ITEM	cache-item-family.crate_ring.26939	26939	HOLIDAY_EVENT_CONTENT	CRATE_RING
item.cruciferous_codex.13681	Cruciferous codex	ITEM	cache-item-family.cruciferous_codex.13681	13681	SEASONAL_OR_PROMOTIONAL_REWARD	CRUCIFEROUS_CODEX
item.crystal_blessing.30384	Crystal blessing	ITEM	cache-item-family.crystal_blessing.30384	30384	TEMPORARY_LEAGUES_CONTENT	CRYSTAL_BLESSING
item.crystal_body_attuned.23890	Crystal body (attuned)	ITEM	cache-item-family.crystal_body_attuned.23890	23890	TEMPORARY_INSTANCE_ITEM	CRYSTAL_BODY_ATTUNED
item.crystal_body_basic.23889	Crystal body (basic)	ITEM	cache-item-family.crystal_body_basic.23889	23889	TEMPORARY_INSTANCE_ITEM	CRYSTAL_BODY_BASIC
item.crystal_body_perfected.23891	Crystal body (perfected)	ITEM	cache-item-family.crystal_body_perfected.23891	23891	TEMPORARY_INSTANCE_ITEM	CRYSTAL_BODY_PERFECTED
item.crystal_bow_1_10.4223	Crystal bow 1/10	ITEM	cache-item-family.crystal_bow_1_10.4223	4223	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_110
item.crystal_bow_1_10_i.11758	Crystal bow 1/10 (i)	ITEM	cache-item-family.crystal_bow_1_10_i.11758	11758	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_110_I
item.crystal_bow_2_10.4222	Crystal bow 2/10	ITEM	cache-item-family.crystal_bow_2_10.4222	4222	OBSOLETE_HISTORICAL_STATE	CRYSTAL_BOW_210
