legacy_card_id	canonical_card_id	introduced_version	reason
item.abyssal_lantern_oak_logs.26836	item.abyssal_lantern.26822	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.abyssal_lantern_purple_logs.26832	item.abyssal_lantern.26822	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.abyssal_lantern_red_logs.26828	item.abyssal_lantern.26822	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.abyssal_lantern_redwood_logs.26848	item.abyssal_lantern.26822	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.abyssal_lantern_white_logs.26830	item.abyssal_lantern.26822	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.abyssal_lantern_willow_logs.26838	item.abyssal_lantern.26822	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.abyssal_lantern_yew_logs.26842	item.abyssal_lantern.26822	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.adamant_arrow.891	item.adamant-arrow	13	EXACT_DISPLAY_NAME_FAMILY
item.adamant_dagger.1227	item.adamant-dagger	13	EXACT_DISPLAY_NAME_FAMILY
item.adamant_fire_arrow_lit.2539	item.adamant_fire_arrow.2538	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_full_helm.2613	item.adamant-full-helm	13	EXACT_DISPLAY_NAME_FAMILY
item.adamant_hasta_kp.11409	item.adamant_hasta.11375	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_helm_h1.10296	item.adamant-full-helm	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_helm_h2.10298	item.adamant-full-helm	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_helm_h3.10300	item.adamant-full-helm	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_helm_h4.10302	item.adamant-full-helm	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_helm_h5.10304	item.adamant-full-helm	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_kiteshield.2611	item.adamant-kiteshield	13	EXACT_DISPLAY_NAME_FAMILY
item.adamant_platebody.2607	item.adamant-platebody	13	EXACT_DISPLAY_NAME_FAMILY
item.adamant_platebody_h1.23392	item.adamant-platebody	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_platebody_h2.23395	item.adamant-platebody	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_platebody_h3.23398	item.adamant-platebody	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_platebody_h4.23401	item.adamant-platebody	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_platebody_h5.23404	item.adamant-platebody	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_platelegs.2609	item.adamant-platelegs	13	EXACT_DISPLAY_NAME_FAMILY
item.adamant_shield_h1.7334	item.adamant-kiteshield	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_shield_h2.7340	item.adamant-kiteshield	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_shield_h3.7346	item.adamant-kiteshield	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_shield_h4.7352	item.adamant-kiteshield	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_shield_h5.7358	item.adamant-kiteshield	13	DEEP_AUDIT_EQUIVALENT_STATE
item.adamant_spear_kp.3174	item.adamant_spear.1245	13	DEEP_AUDIT_EQUIVALENT_STATE
item.amethyst_fire_arrow_lit.21330	item.amethyst_fire_arrow.21328	13	DEEP_AUDIT_EQUIVALENT_STATE
item.amulet_of_defence.23309	item.amulet-of-defence	13	EXACT_DISPLAY_NAME_FAMILY
item.amulet_of_glory_t1.10360	item.amulet_of_glory.1704	13	DEEP_AUDIT_EQUIVALENT_STATE
item.amulet_of_glory_t2.10358	item.amulet_of_glory.1704	13	DEEP_AUDIT_EQUIVALENT_STATE
item.amulet_of_glory_t3.10356	item.amulet_of_glory.1704	13	DEEP_AUDIT_EQUIVALENT_STATE
item.amulet_of_glory_t4.10354	item.amulet_of_glory.1704	13	DEEP_AUDIT_EQUIVALENT_STATE
item.amulet_of_glory_t5.11966	item.amulet_of_glory.1704	13	DEEP_AUDIT_EQUIVALENT_STATE
item.amulet_of_glory_t6.11964	item.amulet_of_glory.1704	13	DEEP_AUDIT_EQUIVALENT_STATE
item.amulet_of_magic.10366	item.amulet-of-magic	13	EXACT_DISPLAY_NAME_FAMILY
item.anti_venom_1.12911	item.anti_venom_4.12905	10	HIGH_CONFIDENCE_STATE_FAMILY
item.anti_venom_1.12919	item.anti_venom_4.12913	10	HIGH_CONFIDENCE_STATE_FAMILY
item.anti_venom_2.12909	item.anti_venom_4.12905	10	HIGH_CONFIDENCE_STATE_FAMILY
item.anti_venom_2.12917	item.anti_venom_4.12913	10	HIGH_CONFIDENCE_STATE_FAMILY
item.anti_venom_3.12907	item.anti_venom_4.12905	10	HIGH_CONFIDENCE_STATE_FAMILY
item.anti_venom_3.12915	item.anti_venom_4.12913	10	HIGH_CONFIDENCE_STATE_FAMILY
item.antidote_1.5949	item.antidote_4.5943	10	HIGH_CONFIDENCE_STATE_FAMILY
item.antidote_1.5958	item.antidote_4.5952	10	HIGH_CONFIDENCE_STATE_FAMILY
item.antidote_2.5947	item.antidote_4.5943	10	HIGH_CONFIDENCE_STATE_FAMILY
item.antidote_2.5956	item.antidote_4.5952	10	HIGH_CONFIDENCE_STATE_FAMILY
item.antidote_3.5945	item.antidote_4.5943	10	HIGH_CONFIDENCE_STATE_FAMILY
item.antidote_3.5954	item.antidote_4.5952	10	HIGH_CONFIDENCE_STATE_FAMILY
item.apples_2.5380	item.apples_1.5378	10	HIGH_CONFIDENCE_STATE_FAMILY
item.apples_3.5382	item.apples_1.5378	10	HIGH_CONFIDENCE_STATE_FAMILY
item.apples_4.5384	item.apples_1.5378	10	HIGH_CONFIDENCE_STATE_FAMILY
item.apples_5.5386	item.apples_1.5378	10	HIGH_CONFIDENCE_STATE_FAMILY
item.asgarnian_ale_1.5779	item.asgarnian_ale.1905	13	EXACT_DISPLAY_NAME_FAMILY
item.asgarnian_ale_2.5781	item.asgarnian_ale.1905	10	HIGH_CONFIDENCE_STATE_FAMILY
item.asgarnian_ale_3.5783	item.asgarnian_ale.1905	10	HIGH_CONFIDENCE_STATE_FAMILY
item.asgarnian_ale_4.5785	item.asgarnian_ale.1905	10	HIGH_CONFIDENCE_STATE_FAMILY
item.asgarnian_ale_m1.5859	item.asgarnian_ale_m.5739	13	DEEP_AUDIT_EQUIVALENT_STATE
item.asgarnian_ale_m2.5861	item.asgarnian_ale_m.5739	13	DEEP_AUDIT_EQUIVALENT_STATE
item.asgarnian_ale_m3.5863	item.asgarnian_ale_m.5739	13	DEEP_AUDIT_EQUIVALENT_STATE
item.asgarnian_ale_m4.5865	item.asgarnian_ale_m.5739	13	DEEP_AUDIT_EQUIVALENT_STATE
item.axeman_s_folly_1.5819	item.axeman_s_folly.5751	13	EXACT_DISPLAY_NAME_FAMILY
item.axeman_s_folly_2.5821	item.axeman_s_folly.5751	10	HIGH_CONFIDENCE_STATE_FAMILY
item.axeman_s_folly_3.5823	item.axeman_s_folly.5751	10	HIGH_CONFIDENCE_STATE_FAMILY
item.axeman_s_folly_4.5825	item.axeman_s_folly.5751	10	HIGH_CONFIDENCE_STATE_FAMILY
item.axeman_s_folly_m1.5899	item.axeman_s_folly_m.5753	13	DEEP_AUDIT_EQUIVALENT_STATE
item.axeman_s_folly_m2.5901	item.axeman_s_folly_m.5753	13	DEEP_AUDIT_EQUIVALENT_STATE
item.axeman_s_folly_m3.5903	item.axeman_s_folly_m.5753	13	DEEP_AUDIT_EQUIVALENT_STATE
item.axeman_s_folly_m4.5905	item.axeman_s_folly_m.5753	13	DEEP_AUDIT_EQUIVALENT_STATE
item.bananas_2.5410	item.bananas_1.5408	10	HIGH_CONFIDENCE_STATE_FAMILY
item.bananas_3.5412	item.bananas_1.5408	10	HIGH_CONFIDENCE_STATE_FAMILY
item.bananas_4.5414	item.bananas_1.5408	10	HIGH_CONFIDENCE_STATE_FAMILY
item.bananas_5.5416	item.bananas_1.5408	10	HIGH_CONFIDENCE_STATE_FAMILY
item.barrows_gloves_wrapped.27112	item.barrows_gloves.7462	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_helm_h1.10306	item.black_full_helm.1165	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_helm_h2.10308	item.black_full_helm.1165	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_helm_h3.10310	item.black_full_helm.1165	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_helm_h4.10312	item.black_full_helm.1165	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_helm_h5.10314	item.black_full_helm.1165	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_1.8919	item.black_mask.8921	10	HIGH_CONFIDENCE_STATE_FAMILY
item.black_mask_10.8901	item.black_mask.8921	13	EXACT_DISPLAY_NAME_FAMILY
item.black_mask_1_i.11783	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_2.8917	item.black_mask.8921	10	HIGH_CONFIDENCE_STATE_FAMILY
item.black_mask_2_i.11782	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_3.8915	item.black_mask.8921	10	HIGH_CONFIDENCE_STATE_FAMILY
item.black_mask_3_i.11781	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_4.8913	item.black_mask.8921	10	HIGH_CONFIDENCE_STATE_FAMILY
item.black_mask_4_i.11780	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_5.8911	item.black_mask.8921	10	HIGH_CONFIDENCE_STATE_FAMILY
item.black_mask_5_i.11779	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_6.8909	item.black_mask.8921	10	HIGH_CONFIDENCE_STATE_FAMILY
item.black_mask_6_i.11778	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_7.8907	item.black_mask.8921	10	HIGH_CONFIDENCE_STATE_FAMILY
item.black_mask_7_i.11777	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_8.8905	item.black_mask.8921	10	HIGH_CONFIDENCE_STATE_FAMILY
item.black_mask_8_i.11776	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_9.8903	item.black_mask.8921	10	HIGH_CONFIDENCE_STATE_FAMILY
item.black_mask_9_i.11775	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_mask_i.11784	item.black_mask_10_i.11774	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_platebody_h1.23366	item.black_platebody.1125	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_platebody_h2.23369	item.black_platebody.1125	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_platebody_h3.23372	item.black_platebody.1125	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_platebody_h4.23375	item.black_platebody.1125	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_platebody_h5.23378	item.black_platebody.1125	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_shield_h1.7332	item.black_kiteshield.1195	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_shield_h2.7338	item.black_kiteshield.1195	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_shield_h3.7344	item.black_kiteshield.1195	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_shield_h4.7350	item.black_kiteshield.1195	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_shield_h5.7356	item.black_kiteshield.1195	13	DEEP_AUDIT_EQUIVALENT_STATE
item.black_spear_kp.4584	item.black_spear.4580	13	DEEP_AUDIT_EQUIVALENT_STATE
item.blessed_dizana_s_quiver_l_mangled.33530	item.blessed_dizana_s_quiver.28955	15	USER_REVIEWED_MERGE
item.blood_essence_active.26392	item.blood_essence.26390	13	DEEP_AUDIT_EQUIVALENT_STATE
item.bronze_arrow.883	item.bronze-arrow	13	EXACT_DISPLAY_NAME_FAMILY
item.bronze_dagger.1221	item.bronze_dagger	13	EXACT_DISPLAY_NAME_FAMILY
item.bronze_fire_arrow_lit.942	item.bronze_fire_arrow.598	13	DEEP_AUDIT_EQUIVALENT_STATE
item.bronze_full_helm.12211	item.bronze_full_helm	13	EXACT_DISPLAY_NAME_FAMILY
item.bronze_hasta_kp.11381	item.bronze_hasta.11367	13	DEEP_AUDIT_EQUIVALENT_STATE
item.bronze_kiteshield.12213	item.bronze_kiteshield	13	EXACT_DISPLAY_NAME_FAMILY
item.bronze_platebody.12205	item.bronze_platebody	13	EXACT_DISPLAY_NAME_FAMILY
item.bronze_platelegs.12207	item.bronze_platelegs	13	EXACT_DISPLAY_NAME_FAMILY
item.bronze_spear_kp.3170	item.bronze_spear.1237	13	DEEP_AUDIT_EQUIVALENT_STATE
item.broodoo_shield_1.6233	item.broodoo_shield.6235	10	HIGH_CONFIDENCE_STATE_FAMILY
item.broodoo_shield_10.6215	item.broodoo_shield.6235	13	EXACT_DISPLAY_NAME_FAMILY
item.broodoo_shield_2.6231	item.broodoo_shield.6235	10	HIGH_CONFIDENCE_STATE_FAMILY
item.broodoo_shield_3.6229	item.broodoo_shield.6235	10	HIGH_CONFIDENCE_STATE_FAMILY
item.broodoo_shield_4.6227	item.broodoo_shield.6235	10	HIGH_CONFIDENCE_STATE_FAMILY
item.broodoo_shield_5.6225	item.broodoo_shield.6235	10	HIGH_CONFIDENCE_STATE_FAMILY
item.broodoo_shield_6.6223	item.broodoo_shield.6235	10	HIGH_CONFIDENCE_STATE_FAMILY
item.broodoo_shield_7.6221	item.broodoo_shield.6235	10	HIGH_CONFIDENCE_STATE_FAMILY
item.broodoo_shield_8.6219	item.broodoo_shield.6235	10	HIGH_CONFIDENCE_STATE_FAMILY
item.broodoo_shield_9.6217	item.broodoo_shield.6235	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cabbages_10.5478	item.cabbages_1.5460	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cabbages_2.5462	item.cabbages_1.5460	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cabbages_3.5464	item.cabbages_1.5460	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cabbages_4.5466	item.cabbages_1.5460	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cabbages_5.5468	item.cabbages_1.5460	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cabbages_6.5470	item.cabbages_1.5460	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cabbages_7.5472	item.cabbages_1.5460	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cabbages_8.5474	item.cabbages_1.5460	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cabbages_9.5476	item.cabbages_1.5460	10	HIGH_CONFIDENCE_STATE_FAMILY
item.castle_wars_bracelet_1.11083	item.castle_wars_bracelet_3.11079	10	HIGH_CONFIDENCE_STATE_FAMILY
item.castle_wars_bracelet_2.11081	item.castle_wars_bracelet_3.11079	10	HIGH_CONFIDENCE_STATE_FAMILY
item.chef_s_delight_1.5827	item.chef_s_delight.5755	13	EXACT_DISPLAY_NAME_FAMILY
item.chef_s_delight_2.5829	item.chef_s_delight.5755	10	HIGH_CONFIDENCE_STATE_FAMILY
item.chef_s_delight_3.5831	item.chef_s_delight.5755	10	HIGH_CONFIDENCE_STATE_FAMILY
item.chef_s_delight_4.5833	item.chef_s_delight.5755	10	HIGH_CONFIDENCE_STATE_FAMILY
item.chef_s_delight_m1.5907	item.chef_s_delight_m.5757	13	DEEP_AUDIT_EQUIVALENT_STATE
item.chef_s_delight_m2.5909	item.chef_s_delight_m.5757	13	DEEP_AUDIT_EQUIVALENT_STATE
item.chef_s_delight_m3.5911	item.chef_s_delight_m.5757	13	DEEP_AUDIT_EQUIVALENT_STATE
item.chef_s_delight_m4.5913	item.chef_s_delight_m.5757	13	DEEP_AUDIT_EQUIVALENT_STATE
item.cider_1.5843	item.cider.5763	13	EXACT_DISPLAY_NAME_FAMILY
item.cider_2.5845	item.cider.5763	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cider_3.5847	item.cider.5763	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cider_4.5849	item.cider.5763	10	HIGH_CONFIDENCE_STATE_FAMILY
item.cider_m1.5923	item.cider_m4.5929	13	DEEP_AUDIT_EQUIVALENT_STATE
item.cider_m2.5925	item.cider_m4.5929	13	DEEP_AUDIT_EQUIVALENT_STATE
item.cider_m3.5927	item.cider_m4.5929	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dizana_s_max_cape_l_mangled.33533	item.dizana_s_max_cape.28902	15	USER_REVIEWED_MERGE
item.dizana_s_quiver_l_mangled.33526	item.dizana_s_quiver.28951	15	USER_REVIEWED_MERGE
item.dragon_bitter_1.5803	item.dragon_bitter.1911	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_bitter_2.5805	item.dragon_bitter.1911	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_bitter_3.5807	item.dragon_bitter.1911	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_bitter_4.5809	item.dragon_bitter.1911	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_bitter_m1.5883	item.dragon_bitter_m.5745	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_bitter_m2.5885	item.dragon_bitter_m.5745	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_bitter_m3.5887	item.dragon_bitter_m.5745	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_bitter_m4.5889	item.dragon_bitter_m.5745	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_fire_arrow_lit.11222	item.dragon_fire_arrow.11217	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_hasta_kp.22743	item.dragon_hasta.22731	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dragon_spear_kp.3176	item.dragon_spear.1249	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dwarven_stout_1.5771	item.dwarven_stout.1913	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dwarven_stout_2.5773	item.dwarven_stout.1913	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dwarven_stout_3.5775	item.dwarven_stout.1913	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dwarven_stout_4.5777	item.dwarven_stout.1913	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dwarven_stout_m1.5851	item.dwarven_stout_m.5747	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dwarven_stout_m2.5853	item.dwarven_stout_m.5747	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dwarven_stout_m3.5855	item.dwarven_stout_m.5747	13	DEEP_AUDIT_EQUIVALENT_STATE
item.dwarven_stout_m4.5857	item.dwarven_stout_m.5747	13	DEEP_AUDIT_EQUIVALENT_STATE
item.echo_ahrim_s_hood.30445	item.ahrim_s_hood.4708	15	USER_REVIEWED_MERGE
item.echo_ahrim_s_robeskirt.30449	item.ahrim_s_robeskirt.4714	15	USER_REVIEWED_MERGE
item.echo_ahrim_s_robetop.30447	item.ahrim_s_robetop.4712	15	USER_REVIEWED_MERGE
item.echo_ahrim_s_staff.30568	item.ahrim_s_staff.4710	15	USER_REVIEWED_MERGE
item.echo_venator_bow.30434	item.venator_bow.27610	15	USER_REVIEWED_MERGE
item.echo_virtus_mask.30437	item.virtus_mask.26241	15	USER_REVIEWED_MERGE
item.echo_virtus_robe_bottom.30441	item.virtus_robe_bottom.26245	15	USER_REVIEWED_MERGE
item.echo_virtus_robe_top.30439	item.virtus_robe_top.26243	15	USER_REVIEWED_MERGE
item.elder_1.20913	item.elder_4.20916	13	DEEP_AUDIT_EQUIVALENT_STATE
item.elder_1.20921	item.elder_4.20924	13	DEEP_AUDIT_EQUIVALENT_STATE
item.elder_2.20914	item.elder_4.20916	13	DEEP_AUDIT_EQUIVALENT_STATE
item.elder_2.20922	item.elder_4.20924	13	DEEP_AUDIT_EQUIVALENT_STATE
item.elder_3.20915	item.elder_4.20916	13	DEEP_AUDIT_EQUIVALENT_STATE
item.elder_3.20923	item.elder_4.20924	13	DEEP_AUDIT_EQUIVALENT_STATE
item.enchanted_lyre_1.3691	item.enchanted_lyre.3690	13	DEEP_AUDIT_EQUIVALENT_STATE
item.enchanted_lyre_2.6125	item.enchanted_lyre.3690	13	DEEP_AUDIT_EQUIVALENT_STATE
item.enchanted_lyre_3.6126	item.enchanted_lyre.3690	13	DEEP_AUDIT_EQUIVALENT_STATE
item.enchanted_lyre_4.6127	item.enchanted_lyre.3690	13	DEEP_AUDIT_EQUIVALENT_STATE
item.enchanted_lyre_5.13079	item.enchanted_lyre.3690	13	DEEP_AUDIT_EQUIVALENT_STATE
item.extended_anti_venom_1.29833	item.extended_anti_venom_4.29824	10	HIGH_CONFIDENCE_STATE_FAMILY
item.extended_anti_venom_2.29830	item.extended_anti_venom_4.29824	10	HIGH_CONFIDENCE_STATE_FAMILY
item.extended_anti_venom_3.29827	item.extended_anti_venom_4.29824	10	HIGH_CONFIDENCE_STATE_FAMILY
item.greenman_mask_magic.31042	item.greenman_mask.31034	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.greenman_mask_maple.31040	item.greenman_mask.31034	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.greenman_mask_normal.31037	item.greenman_mask.31034	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.greenman_mask_oak.31038	item.greenman_mask.31034	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.greenman_mask_willow.31039	item.greenman_mask.31034	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.greenman_mask_yew.31041	item.greenman_mask.31034	13	DEEP_AUDIT_REVERSIBLE_STYLE
item.greenmans_ale_2.5789	item.greenmans_ale_1.5787	10	HIGH_CONFIDENCE_STATE_FAMILY
item.greenmans_ale_3.5791	item.greenmans_ale_1.5787	10	HIGH_CONFIDENCE_STATE_FAMILY
item.greenmans_ale_4.5793	item.greenmans_ale_1.5787	10	HIGH_CONFIDENCE_STATE_FAMILY
item.greenmans_ale_m1.5867	item.greenmans_ale_m4.5873	13	DEEP_AUDIT_EQUIVALENT_STATE
item.greenmans_ale_m2.5869	item.greenmans_ale_m4.5873	13	DEEP_AUDIT_EQUIVALENT_STATE
item.greenmans_ale_m3.5871	item.greenmans_ale_m4.5873	13	DEEP_AUDIT_EQUIVALENT_STATE
item.guthix_balance_1.7666	item.guthix_balance_4.7660	13	DEEP_AUDIT_EQUIVALENT_STATE
item.guthix_balance_2.7664	item.guthix_balance_4.7660	13	DEEP_AUDIT_EQUIVALENT_STATE
item.guthix_balance_3.7662	item.guthix_balance_4.7660	13	DEEP_AUDIT_EQUIVALENT_STATE
item.guthix_rest_1.4423	item.guthix_rest_4.4417	13	DEEP_AUDIT_EQUIVALENT_STATE
item.guthix_rest_2.4421	item.guthix_rest_4.4417	13	DEEP_AUDIT_EQUIVALENT_STATE
item.guthix_rest_3.4419	item.guthix_rest_4.4417	13	DEEP_AUDIT_EQUIVALENT_STATE
item.iron_arrow.885	item.iron-arrow	13	EXACT_DISPLAY_NAME_FAMILY
item.iron_dagger.1219	item.iron_dagger	13	EXACT_DISPLAY_NAME_FAMILY
item.iron_fire_arrow_lit.2533	item.iron_fire_arrow.2532	13	DEEP_AUDIT_EQUIVALENT_STATE
item.iron_full_helm.12241	item.iron_full_helm	13	EXACT_DISPLAY_NAME_FAMILY
item.iron_hasta_kp.11388	item.iron_hasta.11369	13	DEEP_AUDIT_EQUIVALENT_STATE
item.iron_kiteshield.12243	item.iron_kiteshield	13	EXACT_DISPLAY_NAME_FAMILY
item.iron_platebody.12235	item.iron_platebody	13	EXACT_DISPLAY_NAME_FAMILY
item.iron_platelegs.12237	item.iron_platelegs	13	EXACT_DISPLAY_NAME_FAMILY
item.iron_spear_kp.3171	item.iron_spear.1239	13	DEEP_AUDIT_EQUIVALENT_STATE
item.kodai_1.20937	item.kodai_4.20940	13	DEEP_AUDIT_EQUIVALENT_STATE
item.kodai_1.20945	item.kodai_4.20948	13	DEEP_AUDIT_EQUIVALENT_STATE
item.kodai_2.20938	item.kodai_4.20940	13	DEEP_AUDIT_EQUIVALENT_STATE
item.kodai_2.20946	item.kodai_4.20948	13	DEEP_AUDIT_EQUIVALENT_STATE
item.kodai_3.20939	item.kodai_4.20940	13	DEEP_AUDIT_EQUIVALENT_STATE
item.kodai_3.20947	item.kodai_4.20948	13	DEEP_AUDIT_EQUIVALENT_STATE
item.large_fur_pouch_open.29470	item.large_fur_pouch.29303	13	DEEP_AUDIT_EQUIVALENT_STATE
item.large_meat_pouch_open.29464	item.large_meat_pouch.29297	13	DEEP_AUDIT_EQUIVALENT_STATE
item.leather_body.23381	item.leather_body	13	EXACT_DISPLAY_NAME_FAMILY
item.leather_chaps.23384	item.leather_chaps	13	EXACT_DISPLAY_NAME_FAMILY
item.magic_essence_1.9024	item.magic_essence_4.9021	13	DEEP_AUDIT_EQUIVALENT_STATE
item.magic_essence_2.9023	item.magic_essence_4.9021	13	DEEP_AUDIT_EQUIVALENT_STATE
item.magic_essence_3.9022	item.magic_essence_4.9021	13	DEEP_AUDIT_EQUIVALENT_STATE
item.medium_fur_pouch_open.29468	item.medium_fur_pouch.29301	13	DEEP_AUDIT_EQUIVALENT_STATE
item.menaphite_remedy_1.27211	item.menaphite_remedy_4.27202	13	DEEP_AUDIT_EQUIVALENT_STATE
item.menaphite_remedy_2.27208	item.menaphite_remedy_4.27202	13	DEEP_AUDIT_EQUIVALENT_STATE
item.menaphite_remedy_3.27205	item.menaphite_remedy_4.27202	13	DEEP_AUDIT_EQUIVALENT_STATE
