api_class	constant_name	expected_id	catalogue_entity
net.runelite.api.ItemID	JANGERBERRIES	247	cache-item-family.jangerberries.247
net.runelite.api.ItemID	GUAM_LEAF	249	cache-item-family.guam_leaf.249
net.runelite.api.ItemID	MARRENTILL	251	cache-item-family.marrentill.251
net.runelite.api.ItemID	TARROMIN	253	cache-item-family.tarromin.253
net.runelite.api.ItemID	HARRALANDER	255	cache-item-family.harralander.255
net.runelite.api.ItemID	RANARR_WEED	257	cache-item-family.ranarr_weed.257
net.runelite.api.ItemID	IRIT_LEAF	259	cache-item-family.irit_leaf.259
net.runelite.api.ItemID	AVANTOE	261	cache-item-family.avantoe.261
net.runelite.api.ItemID	KWUARM	263	cache-item-family.kwuarm.263
net.runelite.api.ItemID	CADANTINE	265	cache-item-family.cadantine.265
net.runelite.api.ItemID	DWARF_WEED	267	cache-item-family.dwarf_weed.267
net.runelite.api.ItemID	TORSTOL	269	cache-item-family.torstol.269
net.runelite.api.ItemID	FISH_FOOD	272	cache-item-family.fish_food.272
net.runelite.api.ItemID	POISON	273	cache-item-family.poison.273
net.runelite.api.ItemID	CATTLEPROD	278	cache-item-family.cattleprod.278
net.runelite.api.ItemID	SHEEP_BONES_1	280	cache-item-family.sheep_bones_4.283
net.runelite.api.ItemID	SHEEP_BONES_2	281	cache-item-family.sheep_bones_4.283
net.runelite.api.ItemID	SHEEP_BONES_3	282	cache-item-family.sheep_bones_4.283
net.runelite.api.ItemID	SHEEP_BONES_4	283	cache-item-family.sheep_bones_4.283
net.runelite.api.ItemID	PLAGUE_JACKET	284	cache-item-family.plague_jacket.284
net.runelite.api.ItemID	PLAGUE_TROUSERS	285	cache-item-family.plague_trousers.285
net.runelite.api.ItemID	ORANGE_GOBLIN_MAIL	286	cache-item-family.orange_goblin_mail.286
net.runelite.api.ItemID	BLUE_GOBLIN_MAIL	287	cache-item-family.blue_goblin_mail.287
net.runelite.api.ItemID	GOBLIN_MAIL	288	cache-item-family.goblin_mail.288
net.runelite.api.ItemID	GLARIALS_AMULET	295	cache-item-family.glarial_s_amulet.295
net.runelite.api.ItemID	MITHRIL_SEEDS	299	cache-item-family.mithril_seeds.299
net.runelite.api.ItemID	LOBSTER_POT	301	cache-item-family.lobster_pot.301
net.runelite.api.ItemID	SMALL_FISHING_NET	303	item-family.small_fishing_net
net.runelite.api.ItemID	BIG_FISHING_NET	305	cache-item-family.big_fishing_net.305
net.runelite.api.ItemID	FISHING_ROD	307	cache-item-family.fishing_rod.307
net.runelite.api.ItemID	FLY_FISHING_ROD	309	cache-item-family.fly_fishing_rod.309
net.runelite.api.ItemID	HARPOON	311	cache-item-family.harpoon.311
net.runelite.api.ItemID	FISHING_BAIT	313	cache-item-family.fishing_bait.313
net.runelite.api.ItemID	FEATHER	314	cache-item-family.feather.314
net.runelite.api.ItemID	SHRIMPS	315	item-family.shrimps
net.runelite.api.ItemID	RAW_SHRIMPS	317	item-family.raw_shrimps
net.runelite.api.ItemID	ANCHOVIES	319	item-family.anchovies
net.runelite.api.ItemID	RAW_ANCHOVIES	321	item-family.raw_anchovies
net.runelite.api.ItemID	SARDINE	325	item-family.sardine
net.runelite.api.ItemID	RAW_SARDINE	327	item-family.raw_sardine
net.runelite.api.ItemID	SALMON	329	item-family.salmon
net.runelite.api.ItemID	RAW_SALMON	331	item-family.raw_salmon
net.runelite.api.ItemID	TROUT	333	item-family.trout
net.runelite.api.ItemID	RAW_TROUT	335	item-family.raw_trout
net.runelite.api.ItemID	GIANT_CARP	337	cache-item-family.giant_carp.337
net.runelite.api.ItemID	RAW_GIANT_CARP	338	cache-item-family.raw_giant_carp.338
net.runelite.api.ItemID	COD	339	cache-item-family.cod.339
net.runelite.api.ItemID	RAW_COD	341	cache-item-family.raw_cod.341
net.runelite.api.ItemID	RAW_HERRING	345	item-family.raw_herring
net.runelite.api.ItemID	HERRING	347	item-family.herring
net.runelite.api.ItemID	RAW_PIKE	349	item-family.raw-pike
net.runelite.api.ItemID	PIKE	351	item-family.pike
net.runelite.api.ItemID	RAW_MACKEREL	353	cache-item-family.raw_mackerel.353
net.runelite.api.ItemID	MACKEREL	355	cache-item-family.mackerel.355
net.runelite.api.ItemID	RAW_TUNA	359	item-family.raw-tuna
net.runelite.api.ItemID	TUNA	361	item-family.tuna
net.runelite.api.ItemID	RAW_BASS	363	cache-item-family.raw_bass.363
net.runelite.api.ItemID	BASS	365	cache-item-family.bass.365
net.runelite.api.ItemID	RAW_SWORDFISH	371	item-family.raw-swordfish
net.runelite.api.ItemID	SWORDFISH	373	item-family.swordfish
net.runelite.api.ItemID	RAW_LOBSTER	377	item-family.raw-lobster
net.runelite.api.ItemID	LOBSTER	379	item-family.lobster
net.runelite.api.ItemID	RAW_SHARK	383	cache-item-family.raw_shark.383
net.runelite.api.ItemID	SHARK	385	cache-item-family.shark.385
net.runelite.api.ItemID	RAW_MANTA_RAY	389	cache-item-family.raw_manta_ray.389
net.runelite.api.ItemID	MANTA_RAY	391	cache-item-family.manta_ray.391
net.runelite.api.ItemID	RAW_SEA_TURTLE	395	cache-item-family.raw_sea_turtle.395
net.runelite.api.ItemID	SEA_TURTLE	397	cache-item-family.sea_turtle.397
net.runelite.api.ItemID	SEAWEED	401	cache-item-family.seaweed.401
net.runelite.api.ItemID	EDIBLE_SEAWEED	403	cache-item-family.edible_seaweed.403
net.runelite.api.ItemID	CASKET	405	cache-item-family.casket.405
net.runelite.api.ItemID	OYSTER	407	cache-item-family.oyster.407
net.runelite.api.ItemID	OYSTER_PEARL	411	cache-item-family.oyster_pearl.411
net.runelite.api.ItemID	OYSTER_PEARLS	413	cache-item-family.oyster_pearls.413
net.runelite.api.ItemID	PRIEST_GOWN	426	cache-item-family.priest_gown.426
net.runelite.api.ItemID	MEDICAL_GOWN	430	cache-item-family.medical_gown.430
net.runelite.api.ItemID	KARAMJAN_RUM	431	cache-item-family.karamjan_rum.431
net.runelite.api.ItemID	CLAY	434	cache-item-family.clay.434
net.runelite.api.ItemID	COPPER_ORE	436	item-family.copper_ore
net.runelite.api.ItemID	TIN_ORE	438	cache-item-family.tin_ore.438
net.runelite.api.ItemID	IRON_ORE	440	item-family.iron-ore
net.runelite.api.ItemID	SILVER_ORE	442	item-family.silver-ore
net.runelite.api.ItemID	GOLD_ORE	444	item-family.gold-ore
net.runelite.api.ItemID	PERFECT_GOLD_ORE	446	cache-item-family.perfect_gold_ore.446
net.runelite.api.ItemID	MITHRIL_ORE	447	item-family.mithril-ore
net.runelite.api.ItemID	ADAMANTITE_ORE	449	item-family.adamantite-ore
net.runelite.api.ItemID	RUNITE_ORE	451	item-family.runite-ore
net.runelite.api.ItemID	COAL	453	item-family.coal
net.runelite.api.ItemID	STRANGE_FRUIT	464	cache-item-family.strange_fruit.464
net.runelite.api.ItemID	PICKAXE_HANDLE	466	cache-item-family.pickaxe_handle.466
net.runelite.api.ItemID	BONES	526	cache-item-family.bones.526
net.runelite.api.ItemID	BURNT_BONES	528	cache-item-family.burnt_bones.528
net.runelite.api.ItemID	BAT_BONES	530	cache-item-family.bat_bones.530
net.runelite.api.ItemID	BIG_BONES	532	cache-item-family.big_bones.532
net.runelite.api.ItemID	BABYDRAGON_BONES	534	cache-item-family.babydragon_bones.534
net.runelite.api.ItemID	DRAGON_BONES	536	cache-item-family.dragon_bones.536
net.runelite.api.ItemID	DRUIDS_ROBE	538	cache-item-family.druid_s_robe.538
net.runelite.api.ItemID	DRUIDS_ROBE_TOP	540	cache-item-family.druid_s_robe_top.540
net.runelite.api.ItemID	MONKS_ROBE	542	cache-item-family.monk_s_robe.542
net.runelite.api.ItemID	MONKS_ROBE_TOP	544	cache-item-family.monk_s_robe_top.544
net.runelite.api.ItemID	SHADE_ROBE_TOP	546	cache-item-family.shade_robe_top.546
net.runelite.api.ItemID	SHADE_ROBE	548	cache-item-family.shade_robe.548
net.runelite.api.ItemID	GHOSTSPEAK_AMULET	552	cache-item-family.ghostspeak_amulet.552
net.runelite.api.ItemID	FIRE_RUNE	554	item-family.fire-rune
net.runelite.api.ItemID	WATER_RUNE	555	item-family.water-rune
net.runelite.api.ItemID	AIR_RUNE	556	item-family.air-rune
net.runelite.api.ItemID	EARTH_RUNE	557	item-family.earth-rune
net.runelite.api.ItemID	MIND_RUNE	558	item-family.mind-rune
net.runelite.api.ItemID	BODY_RUNE	559	item-family.body-rune
net.runelite.api.ItemID	DEATH_RUNE	560	item-family.death-rune
net.runelite.api.ItemID	NATURE_RUNE	561	item-family.nature-rune
net.runelite.api.ItemID	CHAOS_RUNE	562	item-family.chaos-rune
net.runelite.api.ItemID	LAW_RUNE	563	item-family.law-rune
net.runelite.api.ItemID	COSMIC_RUNE	564	item-family.cosmic-rune
net.runelite.api.ItemID	BLOOD_RUNE	565	cache-item-family.blood_rune.565
net.runelite.api.ItemID	SOUL_RUNE	566	cache-item-family.soul_rune.566
net.runelite.api.ItemID	UNPOWERED_ORB	567	cache-item-family.unpowered_orb.567
net.runelite.api.ItemID	FIRE_ORB	569	cache-item-family.fire_orb.569
net.runelite.api.ItemID	WATER_ORB	571	cache-item-family.water_orb.571
net.runelite.api.ItemID	AIR_ORB	573	cache-item-family.air_orb.573
net.runelite.api.ItemID	EARTH_ORB	575	cache-item-family.earth_orb.575
net.runelite.api.ItemID	BLUE_WIZARD_ROBE	577	cache-item-family.blue_wizard_robe.577
net.runelite.api.ItemID	BLUE_WIZARD_HAT	579	cache-item-family.blue_wizard_hat.579
net.runelite.api.ItemID	BLACK_ROBE	581	cache-item-family.black_robe.581
net.runelite.api.ItemID	BAILING_BUCKET	583	cache-item-family.bailing_bucket.583
net.runelite.api.ItemID	GNOME_AMULET	589	cache-item-family.gnome_amulet.589
net.runelite.api.ItemID	TINDERBOX	590	item-family.tinderbox
net.runelite.api.ItemID	ASHES	592	cache-item-family.ashes.592
net.runelite.api.ItemID	LIT_TORCH	594	cache-item-family.lit_torch.594
net.runelite.api.ItemID	UNLIT_TORCH	596	cache-item-family.unlit_torch.596
net.runelite.api.ItemID	BRONZE_FIRE_ARROW	598	cache-item-family.bronze_fire_arrow.598
net.runelite.api.ItemID	LENS_MOULD	602	cache-item-family.lens_mould.602
net.runelite.api.ItemID	ZADIMUS_CORPSE	610	cache-item-family.zadimus_corpse.610
net.runelite.api.ItemID	LOCATING_CRYSTAL	611	cache-item-family.locating_crystal.611
net.runelite.api.ItemID	BEADS_OF_THE_DEAD	616	cache-item-family.beads_of_the_dead.616
net.runelite.api.ItemID	SHIP_TICKET	621	cache-item-family.ship_ticket.621
net.runelite.api.ItemID	PINK_BOOTS	626	cache-item-family.pink_boots.626
net.runelite.api.ItemID	GREEN_BOOTS	628	cache-item-family.green_boots.628
net.runelite.api.ItemID	BLUE_BOOTS	630	cache-item-family.blue_boots.630
net.runelite.api.ItemID	CREAM_BOOTS	632	cache-item-family.cream_boots.632
net.runelite.api.ItemID	TURQUOISE_BOOTS	634	cache-item-family.turquoise_boots.634
net.runelite.api.ItemID	PINK_ROBE_TOP	636	cache-item-family.pink_robe_top.636
net.runelite.api.ItemID	GREEN_ROBE_TOP	638	cache-item-family.green_robe_top.638
net.runelite.api.ItemID	BLUE_ROBE_TOP	640	cache-item-family.blue_robe_top.640
net.runelite.api.ItemID	CREAM_ROBE_TOP	642	cache-item-family.cream_robe_top.642
net.runelite.api.ItemID	TURQUOISE_ROBE_TOP	644	cache-item-family.turquoise_robe_top.644
net.runelite.api.ItemID	PINK_ROBE_BOTTOMS	646	cache-item-family.pink_robe_bottoms.646
net.runelite.api.ItemID	GREEN_ROBE_BOTTOMS	648	cache-item-family.green_robe_bottoms.648
net.runelite.api.ItemID	BLUE_ROBE_BOTTOMS	650	cache-item-family.blue_robe_bottoms.650
net.runelite.api.ItemID	CREAM_ROBE_BOTTOMS	652	cache-item-family.cream_robe_bottoms.652
net.runelite.api.ItemID	TURQUOISE_ROBE_BOTTOMS	654	cache-item-family.turquoise_robe_bottoms.654
net.runelite.api.ItemID	PINK_HAT	656	cache-item-family.pink_hat.656
net.runelite.api.ItemID	GREEN_HAT	658	cache-item-family.green_hat.658
net.runelite.api.ItemID	BLUE_HAT	660	cache-item-family.blue_hat.660
net.runelite.api.ItemID	CREAM_HAT	662	cache-item-family.cream_hat.662
net.runelite.api.ItemID	TURQUOISE_HAT	664	cache-item-family.turquoise_hat.664
net.runelite.api.ItemID	BLURITE_SWORD	667	cache-item-family.blurite_sword.667
net.runelite.api.ItemID	BLURITE_ORE	668	cache-item-family.blurite_ore.668
net.runelite.api.ItemID	UNIDENTIFIED_LIQUID	702	cache-item-family.unidentified_liquid.702
net.runelite.api.ItemID	CLUE_SCROLL	713	cache-item-family.clue_scroll.713
net.runelite.api.ItemID	GOLDEN_BOWL	723	cache-item-family.golden_bowl.723
net.runelite.api.ItemID	HOLY_WATER	732	cache-item-family.holy_water.732
net.runelite.api.ItemID	YOMMI_TREE_SEEDS	735	cache-item-family.yommi_tree_seeds.735
net.runelite.api.ItemID	BRAVERY_POTION	739	cache-item-family.bravery_potion.739
net.runelite.api.ItemID	DARK_DAGGER	746	cache-item-family.dark_dagger.746
net.runelite.api.ItemID	GLOWING_DAGGER	747	cache-item-family.glowing_dagger.747
net.runelite.api.ItemID	GNOMEBALL	751	cache-item-family.gnomeball.751
net.runelite.api.ItemID	CADAVA_BERRIES	753	cache-item-family.cadava_berries.753
net.runelite.api.ItemID	CADAVA_POTION	756	cache-item-family.cadava_potion.756
net.runelite.api.ItemID	COAL_BAG	764	cache-item-family.coal_bag.764
net.runelite.api.ItemID	GEM_BAG	766	cache-item-family.gem_bag.766
net.runelite.api.ItemID	PHOENIX_CROSSBOW	767	cache-item-family.phoenix_crossbow.767
net.runelite.api.ItemID	DRAMEN_STAFF	772	cache-item-family.dramen_staff.772
net.runelite.api.ItemID	PERFECT_RING	773	cache-item-family.perfect_ring.773
net.runelite.api.ItemID	PERFECT_NECKLACE	774	cache-item-family.perfect_necklace.774
net.runelite.api.ItemID	COOKING_GAUNTLETS	775	cache-item-family.cooking_gauntlets.775
net.runelite.api.ItemID	GOLDSMITH_GAUNTLETS	776	cache-item-family.goldsmith_gauntlets.776
net.runelite.api.ItemID	CHAOS_GAUNTLETS	777	cache-item-family.chaos_gauntlets.777
net.runelite.api.ItemID	STEEL_GAUNTLETS	778	cache-item-family.steel_gauntlets.778
net.runelite.api.ItemID	BRONZE_THROWNAXE	800	cache-item-family.bronze_thrownaxe.800
net.runelite.api.ItemID	IRON_THROWNAXE	801	cache-item-family.iron_thrownaxe.801
net.runelite.api.ItemID	STEEL_THROWNAXE	802	cache-item-family.steel_thrownaxe.802
net.runelite.api.ItemID	MITHRIL_THROWNAXE	803	cache-item-family.mithril_thrownaxe.803
net.runelite.api.ItemID	ADAMANT_THROWNAXE	804	cache-item-family.adamant_thrownaxe.804
net.runelite.api.ItemID	RUNE_THROWNAXE	805	cache-item-family.rune_thrownaxe.805
net.runelite.api.ItemID	BRONZE_DART	806	cache-item-family.bronze_dart.806
net.runelite.api.ItemID	IRON_DART	807	cache-item-family.iron_dart.807
net.runelite.api.ItemID	STEEL_DART	808	cache-item-family.steel_dart.808
net.runelite.api.ItemID	MITHRIL_DART	809	cache-item-family.mithril_dart.809
net.runelite.api.ItemID	ADAMANT_DART	810	cache-item-family.adamant_dart.810
net.runelite.api.ItemID	RUNE_DART	811	cache-item-family.rune_dart.811
net.runelite.api.ItemID	BRONZE_DART_TIP	819	cache-item-family.bronze_dart_tip.819
net.runelite.api.ItemID	IRON_DART_TIP	820	cache-item-family.iron_dart_tip.820
net.runelite.api.ItemID	STEEL_DART_TIP	821	cache-item-family.steel_dart_tip.821
net.runelite.api.ItemID	MITHRIL_DART_TIP	822	cache-item-family.mithril_dart_tip.822
net.runelite.api.ItemID	ADAMANT_DART_TIP	823	cache-item-family.adamant_dart_tip.823
net.runelite.api.ItemID	RUNE_DART_TIP	824	cache-item-family.rune_dart_tip.824
net.runelite.api.ItemID	BRONZE_JAVELIN	825	cache-item-family.bronze_javelin.825
net.runelite.api.ItemID	IRON_JAVELIN	826	cache-item-family.iron_javelin.826
net.runelite.api.ItemID	STEEL_JAVELIN	827	cache-item-family.steel_javelin.827
net.runelite.api.ItemID	MITHRIL_JAVELIN	828	cache-item-family.mithril_javelin.828
net.runelite.api.ItemID	ADAMANT_JAVELIN	829	cache-item-family.adamant_javelin.829
net.runelite.api.ItemID	RUNE_JAVELIN	830	cache-item-family.rune_javelin.830
net.runelite.api.ItemID	CROSSBOW	837	cache-item-family.crossbow.837
net.runelite.api.ItemID	LONGBOW	839	item-family.longbow
net.runelite.api.ItemID	SHORTBOW	841	item-family.shortbow
net.runelite.api.ItemID	OAK_SHORTBOW	843	item-family.oak_shortbow
net.runelite.api.ItemID	OAK_LONGBOW	845	item-family.oak-longbow
net.runelite.api.ItemID	WILLOW_LONGBOW	847	item-family.willow-longbow
net.runelite.api.ItemID	WILLOW_SHORTBOW	849	item-family.willow_shortbow
net.runelite.api.ItemID	MAPLE_LONGBOW	851	item-family.maple-longbow
net.runelite.api.ItemID	MAPLE_SHORTBOW	853	item-family.maple-shortbow
net.runelite.api.ItemID	YEW_LONGBOW	855	cache-item-family.yew_longbow.855
net.runelite.api.ItemID	YEW_SHORTBOW	857	cache-item-family.yew_shortbow.857
net.runelite.api.ItemID	MAGIC_LONGBOW	859	cache-item-family.magic_longbow.859
net.runelite.api.ItemID	MAGIC_SHORTBOW	861	cache-item-family.magic_shortbow.861
net.runelite.api.ItemID	IRON_KNIFE	863	cache-item-family.iron_knife.863
net.runelite.api.ItemID	BRONZE_KNIFE	864	cache-item-family.bronze_knife.864
net.runelite.api.ItemID	STEEL_KNIFE	865	cache-item-family.steel_knife.865
net.runelite.api.ItemID	MITHRIL_KNIFE	866	cache-item-family.mithril_knife.866
net.runelite.api.ItemID	ADAMANT_KNIFE	867	cache-item-family.adamant_knife.867
net.runelite.api.ItemID	RUNE_KNIFE	868	cache-item-family.rune_knife.868
net.runelite.api.ItemID	BLACK_KNIFE	869	cache-item-family.black_knife.869
net.runelite.api.ItemID	BRONZE_BOLTS	877	cache-item-family.bronze_bolts.877
net.runelite.api.ItemID	OPAL_BOLTS	879	cache-item-family.opal_bolts.879
net.runelite.api.ItemID	PEARL_BOLTS	880	cache-item-family.pearl_bolts.880
net.runelite.api.ItemID	BARBED_BOLTS	881	cache-item-family.barbed_bolts.881
net.runelite.api.ItemID	BRONZE_ARROW	882	item-family.bronze-arrow
net.runelite.api.ItemID	BRONZE_ARROWP	883	item-family.bronze-arrow
net.runelite.api.ItemID	IRON_ARROW	884	item-family.iron-arrow
net.runelite.api.ItemID	IRON_ARROWP	885	item-family.iron-arrow
