card_id	display_name	examine_text	card_type	rarity	categories	entity_family_id	permissions	free_to_play	introduced_version
item.accordion.31365	Accordion	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.accordion.31365	ITEM_ACTIVATE	false	9
item.accumulation_charm.30682	Accumulation charm	A magical, helpful charm.	ITEM	COMMON	UTILITY	cache-item-family.accumulation_charm.30682	ITEM_ACTIVATE	false	14
item.accumulator_max_cape.13337	Accumulator max cape	A piece of usable equipment.	ITEM	GODLY	SUPPORT	cache-item-family.accumulator_max_cape.13337	ITEM_EQUIP	false	9
item.accumulator_max_hood.13338	Accumulator max hood	A piece of usable equipment.	ITEM	GODLY	SUPPORT	cache-item-family.accumulator_max_hood.13338	ITEM_EQUIP	false	9
item.accursed_sceptre.27665	Accursed sceptre	A piece of usable equipment.	ITEM	LEGENDARY	COMBAT_METHOD	cache-item-family.accursed_sceptre.27665	ITEM_EQUIP	false	9
item.accursed_sceptre_a.27679	Accursed sceptre (a)	A piece of usable equipment.	ITEM	LEGENDARY	COMBAT_METHOD	cache-item-family.accursed_sceptre_a.27679	ITEM_EQUIP	false	9
item.accursed_sceptre_au.27676	Accursed sceptre (au)	A piece of usable equipment.	ITEM	LEGENDARY	COMBAT_METHOD	cache-item-family.accursed_sceptre_au.27676	ITEM_EQUIP	false	9
item.accursed_sceptre_u.27662	Accursed sceptre (u)	A piece of usable equipment.	ITEM	LEGENDARY	COMBAT_METHOD	cache-item-family.accursed_sceptre_u.27662	ITEM_EQUIP	false	9
item.achey_tree_logs.2862	Achey tree logs	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.achey_tree_logs.2862	ITEM_PROCESS	false	9
item.achievement_diary_cape.19476	Achievement diary cape	A piece of usable equipment.	ITEM	MYTHIC	SUPPORT	cache-item-family.achievement_diary_cape.19476	ITEM_EQUIP	false	9
item.achievement_diary_hood.13070	Achievement diary hood	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.achievement_diary_hood.13070	ITEM_EQUIP	false	9
item.acorn.5312	Acorn	Plant this in a plantpot of soil to grow a sapling.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.acorn.5312	ITEM_PROCESS	false	14
item.adamant-2h-sword	Adamant 2h sword	A useful piece of combat equipment.	ITEM	UNCOMMON	COMBAT_METHOD	item-family.adamant-2h-sword	ITEM_EQUIP	true	8
item.adamant-arrow	Adamant arrow	A useful piece of combat equipment.	ITEM	UNCOMMON	COMBAT_METHOD	item-family.adamant-arrow	ITEM_EQUIP	true	8
item.adamant-chainbody	Adamant chainbody	Protective or decorative equipment.	ITEM	UNCOMMON	SUPPORT	item-family.adamant-chainbody	ITEM_EQUIP	true	8
item.adamant-dagger	Adamant dagger	A useful piece of combat equipment.	ITEM	UNCOMMON	COMBAT_METHOD	item-family.adamant-dagger	ITEM_EQUIP	true	8
item.adamant-full-helm	Adamant full helm	Protective or decorative equipment.	ITEM	UNCOMMON	SUPPORT	item-family.adamant-full-helm	ITEM_EQUIP	true	8
item.adamant-kiteshield	Adamant kiteshield	Protective or decorative equipment.	ITEM	UNCOMMON	SUPPORT	item-family.adamant-kiteshield	ITEM_EQUIP	true	8
item.adamant-longsword	Adamant longsword	A useful piece of combat equipment.	ITEM	UNCOMMON	COMBAT_METHOD	item-family.adamant-longsword	ITEM_EQUIP	true	8
item.adamant-mace	Adamant mace	A useful piece of combat equipment.	ITEM	UNCOMMON	COMBAT_METHOD	item-family.adamant-mace	ITEM_EQUIP	true	8
item.adamant-platebody	Adamant platebody	Protective or decorative equipment.	ITEM	UNCOMMON	SUPPORT	item-family.adamant-platebody	ITEM_EQUIP	true	8
item.adamant-platelegs	Adamant platelegs	Protective or decorative equipment.	ITEM	UNCOMMON	SUPPORT	item-family.adamant-platelegs	ITEM_EQUIP	true	8
item.adamant-scimitar	Adamant scimitar	A useful piece of combat equipment.	ITEM	UNCOMMON	COMBAT_METHOD	item-family.adamant-scimitar	ITEM_EQUIP	true	8
item.adamant-sq-shield	Adamant sq shield	Protective or decorative equipment.	ITEM	UNCOMMON	SUPPORT	item-family.adamant-sq-shield	ITEM_EQUIP	true	8
item.adamant-sword	Adamant sword	A useful piece of combat equipment.	ITEM	UNCOMMON	COMBAT_METHOD	item-family.adamant-sword	ITEM_EQUIP	true	8
item.adamant_arrowtips.43	Adamant arrowtips	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_arrowtips.43	ITEM_PROCESS	false	9
item.adamant_axe.1357	Adamant axe	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_axe.1357	ITEM_EQUIP	true	9
item.adamant_battleaxe.1371	Adamant battleaxe	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_battleaxe.1371	ITEM_EQUIP	true	9
item.adamant_bolts.9143	Adamant bolts	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_bolts.9143	ITEM_EQUIP	false	9
item.adamant_bolts_unf.9380	Adamant bolts(unf)	Unfeathered adamantite crossbow bolts.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_bolts_unf.9380	ITEM_PROCESS	false	14
item.adamant_boots.4129	Adamant boots	A piece of usable equipment.	ITEM	UNCOMMON	SUPPORT	cache-item-family.adamant_boots.4129	ITEM_EQUIP	false	9
item.adamant_brutal.4798	Adamant brutal	A piece of usable equipment.	ITEM	EPIC	COMBAT_METHOD	cache-item-family.adamant_brutal.4798	ITEM_EQUIP	false	9
item.adamant_cane.12377	Adamant cane	A piece of usable equipment.	ITEM	EPIC	COMBAT_METHOD	cache-item-family.adamant_cane.12377	ITEM_EQUIP	false	9
item.adamant_cannonball.31912	Adamant cannonball	Ammo suited for a boat's cannon.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_cannonball.31912	ITEM_PROCESS	false	14
item.adamant_chainshot_cannonball.31926	Adamant chainshot cannonball	Ammo suited for a boat's cannon.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_chainshot_cannonball.31926	ITEM_PROCESS	false	14
item.adamant_claws.3100	Adamant claws	A piece of usable equipment.	ITEM	UNCOMMON	SUPPORT	cache-item-family.adamant_claws.3100	ITEM_EQUIP	false	9
item.adamant_crossbow.9183	Adamant crossbow	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_crossbow.9183	ITEM_EQUIP	false	9
item.adamant_crossbow_u.9463	Adamant crossbow (u)	An unstrung adamantite crossbow.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_crossbow_u.9463	ITEM_PROCESS	false	14
item.adamant_dart.810	Adamant dart	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_dart.810	ITEM_EQUIP	false	9
item.adamant_dart_tip.823	Adamant dart tip	A deadly-looking dart tip made of adamant - needs feathers for flight.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_dart_tip.823	ITEM_PROCESS	false	14
item.adamant_defender.8849	Adamant defender	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_defender.8849	ITEM_EQUIP	false	9
item.adamant_dragon_mask.23270	Adamant dragon mask	A piece of usable equipment.	ITEM	RARE	SUPPORT	cache-item-family.adamant_dragon_mask.23270	ITEM_EQUIP	false	9
item.adamant_felling_axe.28211	Adamant felling axe	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_felling_axe.28211	ITEM_EQUIP	false	9
item.adamant_fire_arrow.2538	Adamant fire arrow	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_fire_arrow.2538	ITEM_EQUIP	false	9
item.adamant_gloves.7459	Adamant gloves	A piece of usable equipment.	ITEM	UNCOMMON	SUPPORT	cache-item-family.adamant_gloves.7459	ITEM_EQUIP	false	9
item.adamant_gold_trimmed_set_lg.13020	Adamant gold-trimmed set (lg)	A set containing a full helm, platebody, legs and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_gold_trimmed_set_lg.13020	ITEM_PROCESS	true	14
item.adamant_gold_trimmed_set_sk.13022	Adamant gold-trimmed set (sk)	A set containing a full helm, platebody, skirt and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_gold_trimmed_set_sk.13022	ITEM_PROCESS	true	14
item.adamant_halberd.3200	Adamant halberd	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_halberd.3200	ITEM_EQUIP	false	9
item.adamant_hasta.11375	Adamant hasta	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_hasta.11375	ITEM_EQUIP	false	9
item.adamant_heraldic_helm.22159	Adamant heraldic helm	A piece of usable equipment.	ITEM	EPIC	SUPPORT	cache-item-family.adamant_heraldic_helm.22159	ITEM_EQUIP	false	9
item.adamant_incendiary_cannonball.31940	Adamant incendiary cannonball	Ammo suited for a boat's cannon.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_incendiary_cannonball.31940	ITEM_PROCESS	false	14
item.adamant_javelin.829	Adamant javelin	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_javelin.829	ITEM_EQUIP	false	9
item.adamant_javelin_tips.19578	Adamant javelin tips	Needs a shaft.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_javelin_tips.19578	ITEM_PROCESS	false	14
item.adamant_keel_parts.32011	Adamant keel parts	Parts for creating an adamant keel for a boat.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_keel_parts.32011	ITEM_PROCESS	false	14
item.adamant_knife.867	Adamant knife	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_knife.867	ITEM_EQUIP	false	9
item.adamant_med_helm.1145	Adamant med helm	A piece of usable equipment.	ITEM	UNCOMMON	SUPPORT	cache-item-family.adamant_med_helm.1145	ITEM_EQUIP	false	9
item.adamant_pickaxe.1271	Adamant pickaxe	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_pickaxe.1271	ITEM_EQUIP	true	9
item.adamant_plateskirt.1091	Adamant plateskirt	A piece of usable equipment.	ITEM	UNCOMMON	SUPPORT	cache-item-family.adamant_plateskirt.1091	ITEM_EQUIP	true	9
item.adamant_seeds.29458	Adamant seeds	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_seeds.29458	ITEM_PROCESS	false	9
item.adamant_set_lg.13012	Adamant set (lg)	A set containing a full helm, platebody, legs and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_set_lg.13012	ITEM_PROCESS	true	14
item.adamant_set_sk.13014	Adamant set (sk)	A set containing a full helm, platebody, skirt and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_set_sk.13014	ITEM_PROCESS	true	14
item.adamant_spear.1245	Adamant spear	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_spear.1245	ITEM_EQUIP	false	9
item.adamant_staff_of_collection.30607	Adamant staff of collection	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.adamant_staff_of_collection.30607	ITEM_EQUIP	false	9
item.adamant_thrownaxe.804	Adamant thrownaxe	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_thrownaxe.804	ITEM_EQUIP	false	9
item.adamant_trimmed_set_lg.13016	Adamant trimmed set (lg)	A set containing a full helm, platebody, legs and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_trimmed_set_lg.13016	ITEM_PROCESS	true	14
item.adamant_trimmed_set_sk.13018	Adamant trimmed set (sk)	A set containing a full helm, platebody, skirt and kiteshield.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.adamant_trimmed_set_sk.13018	ITEM_PROCESS	true	14
item.adamant_warhammer.1345	Adamant warhammer	A piece of usable equipment.	ITEM	UNCOMMON	COMBAT_METHOD	cache-item-family.adamant_warhammer.1345	ITEM_EQUIP	true	9
item.adamantite-bar	Adamantite bar	A valuable crafting or smithing material.	ITEM	RARE	PROCESSING_INPUT	item-family.adamantite-bar	ITEM_PROCESS	true	8
item.adamantite-ore	Adamantite ore	A valuable crafting or smithing material.	ITEM	RARE	PROCESSING_INPUT	item-family.adamantite-ore	ITEM_PROCESS	true	8
item.adamantite_limbs.9429	Adamantite limbs	A pair of adamantite crossbow limbs.	ITEM	RARE	PROCESSING_INPUT	cache-item-family.adamantite_limbs.9429	ITEM_PROCESS	false	14
item.adamantite_nails.4823	Adamantite nails	A useful processing resource.	ITEM	RARE	PROCESSING_INPUT	cache-item-family.adamantite_nails.4823	ITEM_PROCESS	false	9
item.adamantite_ore_fragment.21537	Adamantite ore fragment	A useful processing resource.	ITEM	RARE	PROCESSING_INPUT	cache-item-family.adamantite_ore_fragment.21537	ITEM_PROCESS	false	9
item.admiral_pie.7198	Admiral pie	Consumable item.	ITEM	UNCOMMON	SUPPORT	cache-item-family.admiral_pie.7198	ITEM_CONSUME	false	9
item.adventurer_s_boots_t1.27394	Adventurer's boots (t1)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_boots_t1.27394	ITEM_EQUIP	false	9
item.adventurer_s_boots_t2.27402	Adventurer's boots (t2)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_boots_t2.27402	ITEM_EQUIP	false	9
item.adventurer_s_boots_t3.27410	Adventurer's boots (t3)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_boots_t3.27410	ITEM_EQUIP	false	9
item.adventurer_s_cape.27442	Adventurer's cape	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_cape.27442	ITEM_EQUIP	false	9
item.adventurer_s_hood_t1.27392	Adventurer's hood (t1)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_hood_t1.27392	ITEM_EQUIP	false	9
item.adventurer_s_hood_t2.27400	Adventurer's hood (t2)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_hood_t2.27400	ITEM_EQUIP	false	9
item.adventurer_s_hood_t3.27408	Adventurer's hood (t3)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_hood_t3.27408	ITEM_EQUIP	false	9
item.adventurer_s_top_t1.27388	Adventurer's top (t1)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_top_t1.27388	ITEM_EQUIP	false	9
item.adventurer_s_top_t2.27396	Adventurer's top (t2)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_top_t2.27396	ITEM_EQUIP	false	9
item.adventurer_s_top_t3.27404	Adventurer's top (t3)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_top_t3.27404	ITEM_EQUIP	false	9
item.adventurer_s_trousers_t1.27390	Adventurer's trousers (t1)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_trousers_t1.27390	ITEM_EQUIP	false	9
item.adventurer_s_trousers_t2.27398	Adventurer's trousers (t2)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_trousers_t2.27398	ITEM_EQUIP	false	9
item.adventurer_s_trousers_t3.27406	Adventurer's trousers (t3)	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_trousers_t3.27406	ITEM_EQUIP	false	9
item.adventurer_s_vambraces.27412	Adventurer's vambraces	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.adventurer_s_vambraces.27412	ITEM_EQUIP	false	9
item.aether_catalyst.30771	Aether catalyst	A piece of the cosmos' soul? Or souls belonging to the cosmos?	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.aether_catalyst.30771	ITEM_PROCESS	false	14
item.aether_rune.30843	Aether rune	A combined cosmic and soul rune.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.aether_rune.30843	ITEM_PROCESS	false	14
item.afro.12430	Afro	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.afro.12430	ITEM_EQUIP	false	9
item.agility_cape.9771	Agility cape	A piece of usable equipment.	ITEM	MYTHIC	SUPPORT	cache-item-family.agility_cape.9771	ITEM_EQUIP	false	9
item.agility_hood.9773	Agility hood	A piece of usable equipment.	ITEM	MYTHIC	SUPPORT	cache-item-family.agility_hood.9773	ITEM_EQUIP	false	9
item.agility_mix.11463	Agility mix	Consumable item.	ITEM	COMMON	SUPPORT	cache-item-family.agility_mix.11463	ITEM_CONSUME	false	9
item.agility_potion.3038	Agility potion	Consumable item.	ITEM	RARE	SUPPORT	cache-item-family.agility_potion.3038	ITEM_CONSUME	false	9
item.ahrim_s_armour_set.12881	Ahrim's armour set	A set containing an Ahrim's hood, robetop, robeskirt and staff.	ITEM	RARE	PROCESSING_INPUT	cache-item-family.ahrim_s_armour_set.12881	ITEM_PROCESS	false	14
item.ahrim_s_hood.4708	Ahrim's hood	A piece of usable equipment.	ITEM	RARE	SUPPORT	cache-item-family.ahrim_s_hood.4708	ITEM_EQUIP	false	9
item.ahrim_s_robeskirt.4714	Ahrim's robeskirt	A piece of usable equipment.	ITEM	RARE	SUPPORT	cache-item-family.ahrim_s_robeskirt.4714	ITEM_EQUIP	false	9
item.ahrim_s_robetop.4712	Ahrim's robetop	A piece of usable equipment.	ITEM	RARE	SUPPORT	cache-item-family.ahrim_s_robetop.4712	ITEM_EQUIP	false	9
item.ahrim_s_staff.4710	Ahrim's staff	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.ahrim_s_staff.4710	ITEM_EQUIP	false	9
item.air-rune	Air rune	A rune carrying magical power.	ITEM	COMMON	COMBAT_METHOD	item-family.air-rune	ITEM_ACTIVATE	true	8
item.air_battlestaff.1397	Air battlestaff	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.air_battlestaff.1397	ITEM_EQUIP	false	9
item.air_orb.573	Air orb	A magic glowing orb.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.air_orb.573	ITEM_PROCESS	false	14
item.air_talisman.1438	Air talisman	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.air_talisman.1438	ITEM_ACTIVATE	true	9
item.air_tiara.5527	Air tiara	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.air_tiara.5527	ITEM_EQUIP	true	9
item.airtight_pot.4436	Airtight pot	This is pretty well sealed.	ITEM	COMMON	UTILITY	cache-item-family.airtight_pot.4436	ITEM_ACTIVATE	false	14
item.alan_s_blessed_bones.31075	Alan's blessed bones	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.alan_s_blessed_bones.31075	ITEM_PROCESS	false	9
item.alan_s_bonemeal.30975	Alan's bonemeal	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.alan_s_bonemeal.30975	ITEM_PROCESS	false	9
item.alan_s_bones.30973	Alan's bones	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.alan_s_bones.30973	ITEM_PROCESS	false	9
item.albatross_feather.32826	Albatross feather	A useful processing resource.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.albatross_feather.32826	ITEM_PROCESS	false	9
item.alchemist_gloves.29986	Alchemist gloves	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.alchemist_gloves.29986	ITEM_EQUIP	false	9
item.alchemist_labcoat.29978	Alchemist labcoat	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.alchemist_labcoat.29978	ITEM_EQUIP	false	9
item.alchemist_pants.29982	Alchemist pants	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.alchemist_pants.29982	ITEM_EQUIP	false	9
item.alchemist_s_amulet.29988	Alchemist's amulet	A piece of usable equipment.	ITEM	COMMON	SUPPORT	cache-item-family.alchemist_s_amulet.29988	ITEM_EQUIP	false	9
item.aldarin_teleport.30149	Aldarin teleport	An interactable item.	ITEM	COMMON	UTILITY	cache-item-family.aldarin_teleport.30149	ITEM_ACTIVATE	false	9
item.aldarium.29993	Aldarium	A special alchemical ingredient used for creating potions.	ITEM	UNCOMMON	PROCESSING_INPUT	cache-item-family.aldarium.29993	ITEM_PROCESS	false	14
item.ale_of_the_gods.20056	Ale of the gods	A piece of usable equipment.	ITEM	RARE	COMBAT_METHOD	cache-item-family.ale_of_the_gods.20056	ITEM_EQUIP	false	9
